,,phi_1,theta_1,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,
17428,1.3702891850506964e-115,0.5537851,-0.08272496,0.0033490919,2.6121117e-05,0.005777943,6424.8647,6380.286,472
17429,1.5234520308424292e-115,-0.10161187,0.3710923,0.004977014,2.6107738e-05,-0.042066243,6424.9707,6302.347,471
17430,1.5748845339189233e-115,-0.4527889,0.7352177,0.0036868146,2.5981746e-05,-0.018533798,6425.004,6399.871,470
17431,1.632033019775228e-115,0.037142277,0.300853,0.0050626528,2.5844576e-05,0.10417902,6425.0396,6386.257,469
17432,1.6569245574274888e-115,0.47948608,0.038913954,0.0053044315,2.8217493e-05,0.002560562,6425.0547,6421.3076,468
17433,1.7517709896397224e-115,0.039053667,0.05218631,0.0049822694,2.8777682e-05,0.07362992,6425.1104,6324.1606,467
17434,1.8547616116172195e-115,0.17331536,0.20449339,0.0055073327,2.5179448e-05,0.027251208,6425.1675,6380.286,466
17435,2.385052222420232e-115,0.28018522,0.32185706,0.004750365,2.3628865e-05,0.019815154,6425.419,6334.852,465
17436,2.7626591513821786e-115,0.50146586,-0.45086902,0.005298702,2.5018144e-05,0.0056954124,6425.566,6386.257,464
17437,2.803425645048116e-115,0.8993483,-0.319112,0.0049253353,2.4213188e-05,-0.00015813104,6425.5806,6220.9907,463
17438,3.2361902899876473e-115,-0.23222521,0.31112644,0.0051305164,2.5273148e-05,-0.028339492,6425.724,6394.3755,462
17439,3.796443738646385e-115,-0.29950783,0.42146215,0.00522428,2.6323289e-05,-0.019370519,6425.884,6139.6226,461
17440,6.123244566969823e-115,0.059436012,0.26444247,0.004256469,3.0415316e-05,0.025267025,6426.362,6415.4824,460
17441,6.439076201106212e-115,0.37944588,-0.21814118,0.004840639,2.222144e-05,0.015900165,6426.412,6399.871,459
17442,7.186816917511928e-115,0.62259483,-0.06994186,0.0035674516,3.03332e-05,0.0017436305,6426.522,6345.1826,458
17443,8.656266593232978e-115,0.24395041,0.16608699,0.0040661017,3.052605e-05,0.009166836,6426.708,6311.966,457
17444,9.670919221468879e-115,0.07399396,0.31261384,0.004580299,2.9361305e-05,0.054494675,6426.819,6380.286,456
17445,1.066299796343761e-114,0.5062941,0.0675624,0.004988852,2.6688702e-05,0.0027372034,6426.9165,6281.538,455
17446,1.2053296702546985e-114,0.31395495,0.04774257,0.0038181108,3.0461679e-05,0.0026300105,6427.039,6354.1436,454
17447,1.2189423829501096e-114,0.2550601,0.10659122,0.0053808675,2.4758692e-05,0.023364114,6427.0503,6371.193,453
17448,1.7623284670342314e-114,0.12786433,0.021133298,0.0043867673,2.9368763e-05,0.013401316,6427.419,6311.966,452
17449,1.8113292385651305e-114,0.34006795,0.23697147,0.004638748,3.0192112e-05,0.0049117203,6427.4976,6408.291,451
17450,1.7330382325393388e-114,0.11015942,0.056290206,0.0045678336,2.7304908e-05,0.022844706,6427.5073,6386.257,500
17451,1.7560371757985712e-114,0.19387132,-0.101745404,0.004127018,2.6834716e-05,0.02686274,6427.5205,6380.286,499
17452,1.7836907375104337e-114,0.28560516,0.13376012,0.004244228,2.1536494e-05,0.019853378,6427.536,6363.1885,498
17453,1.9618727651351992e-114,0.4560019,0.007509523,0.0033839801,2.466243e-05,0.0066514164,6427.6313,6324.1606,497
17454,2.195048620753865e-114,0.020498348,0.2431931,0.004524558,2.9861356e-05,0.075642824,6427.7437,6394.3755,496
17455,2.2350656544277047e-114,0.19467315,0.16588916,0.004228381,2.1903672e-05,0.042080127,6427.7617,6386.257,495
17456,2.4752004545194578e-114,-0.029239919,0.24394214,0.0042139124,2.9759294e-05,-0.07021005,6427.864,6363.1885,494
17457,2.9422451517388743e-114,0.10757535,0.13828814,0.0043882946,2.8434537e-05,0.04509799,6428.0366,6415.4824,493
17458,3.3242472565414045e-114,0.68679035,0.0009909793,0.004566974,2.129462e-05,0.004657031,6428.1587,6354.1436,492
17459,3.433121212757785e-114,0.21110132,0.17745428,0.004401616,2.9397987e-05,0.017536288,6428.191,6363.1885,491
17460,3.5093908598569706e-114,0.53509164,-0.3995646,0.004515049,2.3625524e-05,0.0048684645,6428.213,6399.871,490
17461,3.690402191011317e-114,-0.22625615,0.5104758,0.004081005,2.6486867e-05,-0.03690006,6428.263,6380.286,489
17462,3.992225034458905e-114,0.4035245,-0.011695375,0.0034326094,2.2487517e-05,0.012320668,6428.342,6427.4976,488
17463,4.0570739404868444e-114,0.3154365,0.07870658,0.0038311293,2.350225e-05,0.020683192,6428.358,6380.286,487
17464,4.3441120846225236e-114,0.090938464,0.31613848,0.004294578,2.8768794e-05,0.050292026,6428.4263,6394.3755,486
17465,4.95145146805431e-114,0.436223,-0.32886198,0.004947934,2.6888361e-05,0.004215377,6428.557,6415.4824,485
17466,5.056511674752768e-114,0.39609975,-0.13753788,0.005542877,2.4538824e-05,0.011924999,6428.578,6380.286,484
17467,5.345958825272585e-114,-0.06552248,0.5610388,0.0047131577,2.7118223e-05,-0.07424148,6428.634,6380.286,483
17468,5.435450893506055e-114,-0.2098958,0.29993713,0.005350328,2.5864427e-05,-0.034418177,6428.6504,6291.7017,482
17469,5.4700630040036464e-114,0.14175847,0.03904107,0.0045363097,3.0143421e-05,0.016150571,6428.6567,6421.3076,481
17470,6.228733035109758e-114,0.086481504,0.26623517,0.004590267,2.2444192e-05,0.10336373,6428.7866,6415.4824,480
17471,7.717792794567003e-114,0.1537181,0.1070477,0.004372209,2.3358365e-05,0.033223417,6429.001,6415.4824,479
17472,9.076038335300358e-114,0.9421395,-0.4301755,0.004905577,5.66837e-05,-0.00089159224,6429.163,6386.257,478
17473,9.656676191578738e-114,0.039488643,0.29861024,0.004183097,2.9976945e-05,0.07886881,6429.225,6324.1606,477
17474,1.143403943737554e-113,0.5148797,-0.22358048,0.005372871,2.9427645e-05,0.0014071261,6429.394,6371.193,476
17475,1.1625446792146014e-113,-0.09228223,0.43796635,0.0044414797,2.7776541e-05,-0.030345293,6429.4106,6421.3076,475
17476,1.2100362937272427e-113,-0.18155031,0.32678345,0.0051298514,2.3587536e-05,-0.04941539,6429.4507,6421.3076,474
17477,1.5206927368658825e-113,0.1091346,0.21824402,0.003746578,2.7521233e-05,0.023407798,6429.679,6371.193,473
17478,1.6124580098939646e-113,0.26859567,-0.19148912,0.005377187,2.711339e-05,0.0127939945,6429.738,6421.3076,472
17479,1.9679226204341913e-113,0.16291018,0.24841681,0.0052142064,2.3992781e-05,0.031502083,6429.937,6421.3076,471
17480,2.021488149240238e-113,0.1146933,0.007992086,0.005206388,2.8521756e-05,0.027654584,6429.964,6394.3755,470
17481,2.150812475791594e-113,0.16611338,-0.06448838,0.0037928603,2.7485632e-05,0.017009376,6430.026,6399.871,469
17482,3.2256004016454165e-113,0.3494624,0.09698383,0.004643007,3.1013926e-05,0.0052527,6430.431,6386.257,468
17483,3.398605490802782e-113,0.5684059,-0.3328586,0.0053473166,3.0497293e-05,0.0020403867,6430.4834,6272.346,467
17484,3.7564067691346354e-113,0.062166937,0.36013547,0.004271088,2.6713189e-05,0.048139304,6430.5835,6092.567,466
17485,4.5554938662604094e-113,-0.054009505,0.22011147,0.003950755,2.7448285e-05,-0.06077807,6430.7764,6371.193,465
17486,4.8303923571219267e-113,0.22726841,0.32424745,0.004530379,2.2560056e-05,0.029438997,6430.835,6408.291,464
17487,5.0547978116284853e-113,0.038000964,0.16299528,0.0047227805,2.8756358e-05,0.053337324,6430.8804,6394.3755,463
17488,6.229662942273604e-113,0.3594589,0.08280557,0.0050164824,2.4965871e-05,0.01553414,6431.0894,6399.871,462
17489,6.845287848443575e-113,0.36052755,0.24599597,0.00443656,2.4365163e-05,0.014877756,6431.1836,6427.4976,461
17490,9.639272765101939e-113,-0.57421196,0.774622,0.0050208517,2.8004477e-05,-0.010777172,6431.526,6427.4976,460
17491,1.0077238433958298e-112,0.18134966,0.05918567,0.0046374653,2.2013677e-05,0.04410258,6431.5703,6380.286,459
17492,1.3207529355913285e-112,0.9687746,-0.41231456,0.0051649925,6.296049e-05,-0.0009509851,6431.841,6415.4824,458
17493,1.3363215532561371e-112,0.19228347,-0.18172462,0.0050236518,2.5745478e-05,0.027179943,6431.8525,6281.538,457
17494,1.4864133080251902e-112,0.4812146,0.1258726,0.0051662046,2.579951e-05,0.0058836993,6431.959,6334.852,456
17495,1.7772673352058008e-112,0.14760447,0.17253098,0.0054640616,2.4966075e-05,0.033762105,6432.1377,6408.291,455
17496,2.0366523366541375e-112,-0.18962416,0.27648526,0.0047889794,2.6002863e-05,-0.043299828,6432.274,6324.1606,454
17497,2.2140059953926074e-112,0.7163491,-0.08278153,0.0046633505,3.251921e-05,-0.0005253718,6432.3574,6408.291,453
17498,2.89042949343817e-112,0.1687377,0.30122,0.0044900184,2.6747413e-05,0.015084176,6432.624,6261.777,452
17499,4.453165962108525e-112,0.094712615,0.30356938,0.0045963535,3.0356268e-05,0.023728965,6433.1074,6236.0527,451
17500,4.467342384219775e-112,0.1185658,0.26712757,0.0053105657,2.762735e-05,0.03841417,6433.1646,6386.257,500
17501,4.658930309161091e-112,0.31420663,0.26662636,0.004506675,2.8674209e-05,0.010163195,6433.2065,6408.291,499
17502,5.286998630101327e-112,0.0863431,0.21076074,0.005225892,2.5064539e-05,0.05338763,6433.333,6380.286,498
17503,5.711028646234545e-112,0.09970987,-0.14652357,0.0046911645,2.5666493e-05,0.053525615,6433.41,6192.6367,497
17504,6.094218664770406e-112,0.38625228,-0.14585054,0.0042341747,2.7422606e-05,0.0034947742,6433.475,6386.257,496
17505,6.5701448168834605e-112,0.049524788,-0.013993038,0.004523123,2.4200535e-05,0.15122464,6433.5503,6371.193,495
17506,6.868662966458683e-112,-0.2791096,0.41587883,0.0043752776,2.730942e-05,-0.027199566,6433.5947,6415.4824,494
17507,9.351747443087208e-112,0.34197208,0.09221937,0.0039890204,2.1302796e-05,0.019731967,6433.9033,5974.5967,493
17508,1.1094634972323848e-111,0.13594988,0.37673885,0.004381635,2.8367627e-05,0.016413039,6434.074,6380.286,492
17509,1.1741179532993297e-111,0.5979009,0.039628103,0.0044824244,2.868871e-05,0.0038413259,6434.131,6415.4824,491
17510,1.688428876489569e-111,0.13188669,0.22617508,0.0052732998,2.844995e-05,0.028794726,6434.494,6302.347,490
17511,1.720049595758823e-111,0.9749545,-0.56817734,0.0043686163,9.063241e-05,-0.0014592768,6434.5127,6394.3755,489
17512,1.737777558161267e-111,0.3189953,-0.14637531,0.0050446843,2.8865394e-05,0.00961187,6434.523,6408.291,488
17513,1.9405250754528893e-111,0.17056468,0.36410648,0.004916895,2.5833784e-05,0.032915175,6434.6333,6371.193,487
17514,2.5149072839764686e-111,0.062372413,0.35276854,0.0034893898,2.6586631e-05,0.08096003,6434.8926,6108.951,486
17515,2.5732897955662884e-111,0.15229046,-0.05049945,0.004049508,2.3859224e-05,0.035419725,6434.9155,6415.4824,485
17516,2.7472896501317887e-111,0.084109604,0.30850756,0.0049735606,2.2598317e-05,0.09667187,6434.981,6433.1074,484
17517,3.205639873309581e-111,0.19347869,0.3769708,0.004177656,2.4965982e-05,0.024246454,6435.1353,6324.1606,483
17518,3.2481815369448674e-111,0.17885591,0.049406156,0.00374635,2.358167e-05,0.04022176,6435.1484,6380.286,482
17519,3.272059265168913e-111,0.91841274,-0.31312448,0.0037516674,1.8220453e-05,0.0015720793,6435.156,6311.966,481
17520,3.4492399637188895e-111,0.11170603,0.083921395,0.0051543945,2.3050943e-05,0.06293517,6435.2085,6394.3755,480
17521,4.527303745630032e-111,0.61103475,-0.049529456,0.0044525904,2.1185144e-05,0.0044900123,6435.4805,6433.1074,479
17522,5.23384449910281e-111,0.12655142,0.21333645,0.0035056174,2.776272e-05,0.02316627,6435.6255,6272.346,478
17523,5.300713352986244e-111,0.96694034,-0.36304626,0.0048669293,6.358464e-05,-0.0010649587,6435.638,6433.1074,477
17524,5.6646644262394405e-111,0.040041987,0.24919541,0.0044271434,3.0132602e-05,0.06926739,6435.7046,6415.4824,476
17525,6.684390286283563e-111,0.9832275,-0.4331394,0.0050413487,6.199625e-05,-0.0009272801,6435.87,6399.871,475
17526,1.507822368174682e-110,-0.06484453,0.20043793,0.0038062439,2.7827009e-05,-0.05405416,6436.6836,6433.1074,474
17527,1.593355629121776e-110,0.714364,-0.31153053,0.0033860155,2.68364e-05,0.0031497232,6436.739,6192.6367,473
17528,1.6066367713200957e-110,0.06376175,0.17431428,0.0034500235,2.4949368e-05,0.084151626,6436.747,6363.1885,472
17529,1.633532086500935e-110,0.054869875,-0.015521281,0.0049051032,2.5186127e-05,0.122966275,6436.7637,6380.286,471
17530,1.833941087499799e-110,0.10634743,0.08215326,0.0048031188,2.9200013e-05,0.01789823,6436.8794,6433.1074,470
17531,1.8519384029195272e-110,0.7517491,-0.2500627,0.0055335546,2.8227847e-05,0.0014283385,6436.889,6399.871,469
17532,2.1917271964319388e-110,0.963664,-0.4720736,0.005075516,6.770333e-05,-0.0010164549,6437.0576,6415.4824,468
17533,2.710389227356384e-110,0.5048763,-0.095988356,0.004444074,1.9951463e-05,0.011600598,6437.27,6415.4824,467
17534,3.0878138378011066e-110,0.07161288,0.29780528,0.004704941,2.1981547e-05,0.11168826,6437.4004,6421.3076,466
17535,3.145642092147834e-110,0.5828744,-0.3134723,0.0046294164,2.8877996e-05,0.00042890685,6437.419,6421.3076,465
17536,3.185831570735795e-110,0.6591005,-0.04328458,0.0046633733,2.4262386e-05,0.0051927418,6437.4316,6311.966,464
17537,3.269353473739057e-110,0.11508396,0.05354592,0.005328714,2.5358728e-05,0.041049313,6437.4575,6291.7017,463
17538,4.076730731482492e-110,0.11350744,0.07951601,0.005279801,2.6142718e-05,0.05177722,6437.678,6324.1606,462
17539,5.555929236546079e-110,0.18987083,0.14237173,0.0047707637,2.1538688e-05,0.03920429,6437.988,6421.3076,461
17540,6.007391864644366e-110,0.45966014,0.0030731566,0.003754324,2.1325928e-05,0.0102791535,6438.066,6408.291,460
17541,6.069307996245892e-110,0.45097092,0.070982456,0.0046920697,2.4440093e-05,0.0054301936,6438.076,6433.1074,459
17542,6.604275556666217e-110,0.87839067,-0.55085564,0.0049145943,1.1770462e-05,0.0027894434,6438.1606,6363.1885,458
17543,7.360410373159041e-110,0.1877402,0.034160856,0.005161109,2.3119504e-05,0.03176516,6438.269,6427.4976,457
17544,7.371200125012524e-110,0.582232,0.03790787,0.0045952676,2.5139996e-05,0.002815561,6438.2705,6380.286,456
17545,8.554917924271563e-110,0.99277806,-0.40981704,0.0051287916,6.28762e-05,0.00021149525,6438.4194,6427.4976,455
17546,1.1836800260424847e-109,0.38487124,-0.17455906,0.004193482,2.9675997e-05,0.00198491,6438.744,6427.4976,454
17547,1.3650709108989887e-109,0.9226665,-0.32724628,0.0035855959,2.9614494e-05,-2.436762e-05,6438.8867,5986.329,453
17548,1.409778978356149e-109,0.23493916,0.3301271,0.004164228,2.3932154e-05,0.025654167,6438.919,6415.4824,452
17549,1.3705250451567814e-109,0.24708214,0.035861883,0.0042661657,2.9427147e-05,0.004037399,6438.942,6427.4976,451
17550,1.563286398929188e-109,0.9632896,-0.38973132,0.0042290986,2.2560142e-05,0.0011428209,6439.1274,6415.4824,500
17551,1.9829452512062013e-109,0.33566794,0.03317798,0.0038819455,3.066095e-05,0.0025417577,6439.365,6128.1284,499
17552,2.269021917020972e-109,0.5909472,0.082376,0.0046690227,2.3796418e-05,0.0052288743,6439.5,6421.3076,498
17553,2.3353399253450144e-109,0.14402902,0.30393103,0.0045518116,3.0143345e-05,0.012071611,6439.529,6408.291,497
17554,2.39773525078154e-109,0.33024108,0.014697629,0.0050818403,3.037148e-05,0.0035245158,6439.555,6399.871,496
17555,2.94063695378515e-109,0.62242144,-0.2512204,0.0042049056,2.1594238e-05,0.0073646125,6439.7593,6427.4976,495
17556,3.2407156258178756e-109,0.15708798,0.26711795,0.004774171,2.2591248e-05,0.05038989,6439.8564,6034.7363,494
17557,3.3240529370803294e-109,0.060840316,0.17396943,0.0054516187,2.6047488e-05,0.08309988,6439.882,6261.777,493
17558,3.8919084690578496e-109,0.79756415,-0.10224521,0.0047749286,2.7038082e-05,0.0011755497,6440.0396,6415.4824,492
17559,4.763811503394298e-109,0.9954613,-0.37955773,0.004899564,6.3608495e-05,0.00034400992,6440.2417,6399.871,491
17560,6.231410871793248e-109,-0.7048021,0.6805771,0.0042829253,2.6335576e-05,-0.01440527,6440.5103,6380.286,490
17561,9.035712695701377e-109,0.07492862,0.06342808,0.0049893954,2.6683805e-05,0.04706044,6440.882,6438.942,489
17562,1.1848258518691282e-108,0.46458203,-0.09473969,0.005063702,2.9117484e-05,0.005896936,6441.153,6311.966,488
17563,1.2164818835277645e-108,0.18788834,0.024391653,0.005214796,2.3676219e-05,0.035618648,6441.179,6433.1074,487
17564,1.3308352342976044e-108,0.27758023,-0.09977318,0.00531144,2.7468348e-05,0.009300267,6441.269,6291.7017,486
17565,1.4709440375609918e-108,0.02586428,0.27380583,0.0042100754,2.8918223e-05,0.07493567,6441.369,6421.3076,485
17566,1.5460589569438368e-108,0.41818503,-0.12390775,0.004982898,3.084192e-05,0.003250867,6441.419,6433.1074,484
17567,1.639354939009483e-108,0.21505503,0.08058338,0.004854398,2.5168709e-05,0.015893467,6441.4775,6438.942,483
17568,1.688917837240166e-108,-0.08428059,0.10269564,0.004147553,2.727514e-05,-0.067788415,6441.5073,6380.286,482
17569,1.7021641840082484e-108,0.31631377,-0.19002433,0.0049965675,2.88885e-05,0.008619761,6441.515,6363.1885,481
17570,2.0144727972585677e-108,0.10465788,0.40401873,0.0041381833,2.3598956e-05,0.06586001,6441.6836,6324.1606,480
17571,2.2473068013503585e-108,0.04923108,0.43080255,0.0046136295,2.4125795e-05,0.15639068,6441.793,6433.1074,479
17572,2.3609142269852166e-108,0.27429134,-0.09394263,0.0045660306,2.3847877e-05,0.02387622,6441.8423,6386.257,478
17573,2.440619872970664e-108,0.17254256,0.1755159,0.0034737762,2.6877418e-05,0.018796995,6441.8755,6421.3076,477
17574,2.799551104730188e-108,-0.3927109,0.41158798,0.004865705,2.7444818e-05,-0.01529843,6442.0127,6394.3755,476
17575,2.913916775356307e-108,0.39031902,0.17930405,0.004062442,2.4143576e-05,0.00887181,6442.0527,6386.257,475
17576,2.9167637871234452e-108,0.1887262,0.15928388,0.0042078104,3.0360025e-05,0.006082105,6442.0537,6433.1074,474
17577,3.3261729068355053e-108,0.13684939,0.10905471,0.0033762318,2.5436111e-05,0.034220714,6442.185,6421.3076,473
17578,3.485799277508777e-108,-0.30963805,0.33169866,0.004557833,2.4265788e-05,-0.03126568,6442.232,6427.4976,472
17579,3.7727301924392304e-108,0.09473214,0.14421913,0.0039270003,2.2460214e-05,0.08311644,6442.311,6291.7017,471
17580,4.432358081916577e-108,0.37530705,-0.24428557,0.005080535,2.7557498e-05,0.009447497,6442.472,6261.777,470
17581,5.253285108353487e-108,0.07443934,0.16176236,0.004413265,3.0080466e-05,0.027458642,6442.642,6139.6226,469
17582,6.821532030889962e-108,0.10059301,0.17686395,0.0038137857,2.5430894e-05,0.040247567,6442.9033,6415.4824,468
17583,7.726035069129624e-108,0.022716913,0.44132784,0.004492727,2.8662218e-05,0.12125789,6443.028,6371.193,467
17584,7.863044939768038e-108,0.075970724,0.3777479,0.0042295344,2.2815913e-05,0.10604074,6443.0454,6302.347,466
17585,9.666989111155129e-108,0.2633201,-0.294132,0.004324636,2.5633579e-05,0.017051244,6443.252,6399.871,465
17586,1.1547295712290908e-107,0.5887113,0.061867792,0.0048322454,2.754323e-05,0.002551405,6443.4297,6427.4976,464
17587,1.21073723639198e-107,0.32148388,0.20288627,0.0038225607,2.4933186e-05,0.01651965,6443.477,6421.3076,463
17588,1.2485603643814652e-107,0.088414945,0.24293944,0.0045074155,2.4401186e-05,0.052816987,6443.508,6371.193,462
17589,1.2856803764919193e-107,0.15636747,0.1614279,0.0053394786,2.5018344e-05,0.030237596,6443.537,6236.0527,461
17590,1.2976635754768886e-107,0.3138776,-0.28581908,0.005116804,2.5483174e-05,0.013363294,6443.5464,6438.942,460
17591,1.3136012733760503e-107,0.06316159,0.08614493,0.003853074,2.831265e-05,0.0438418,6443.5586,6311.966,459
17592,1.3329851043397461e-107,0.102685556,0.21716315,0.004987124,2.272755e-05,0.067208715,6443.573,6324.1606,458
17593,1.4841507773833554e-107,0.26873925,-0.0037634887,0.0051001515,2.2342982e-05,0.023488183,6443.6807,6399.871,457
17594,1.592261354894268e-107,0.018950453,0.2962237,0.004389015,2.9363673e-05,0.09675434,6443.751,6394.3755,456
17595,2.1217996425857213e-107,0.98295134,-0.542861,0.0047465838,8.903476e-05,-0.0013242405,6444.038,6380.286,455
17596,2.6162376462678205e-107,0.07567789,0.37677085,0.0046405285,2.9397832e-05,0.03877089,6444.2476,6354.1436,454
17597,2.6953348064518138e-107,0.43265083,0.10127854,0.005217678,2.5684492e-05,0.006654079,6444.2773,6272.346,453
17598,2.9761887018620424e-107,-0.08408689,0.17221461,0.004745929,2.7364656e-05,-0.04542474,6444.3765,6427.4976,452
17599,2.951826189150713e-107,0.08032254,0.23112023,0.0039122044,2.8972014e-05,0.025266524,6444.4194,6399.871,451
17600,3.225382785110641e-107,0.077249154,0.04029797,0.0052924966,2.6748072e-05,0.06309272,6444.562,6421.3076,500
17601,3.852745500870924e-107,0.5152546,-0.19645137,0.004840283,2.2879238e-05,0.0055228462,6444.7397,6182.478,499
17602,4.456188586976394e-107,0.1363833,0.3302817,0.0043181228,2.3491493e-05,0.040716026,6444.8853,6334.852,498
17603,4.5043158334606675e-107,0.34318152,-0.19285093,0.004603536,2.2116157e-05,0.016262071,6444.896,6421.3076,497
17604,6.728842910344789e-107,0.060550015,0.42979664,0.004911385,2.4790326e-05,0.10351964,6445.2974,6380.286,496
17605,6.935662896283241e-107,-0.11254816,0.12683779,0.004675579,2.7106513e-05,-0.053024754,6445.3276,6345.1826,495
17606,6.966208952254339e-107,0.1323915,0.24698813,0.0043835216,3.0366557e-05,0.014483204,6445.332,6281.538,494
17607,7.321943915999029e-107,0.3270416,-0.1286576,0.0045961146,2.1988515e-05,0.016739765,6445.382,6421.3076,493
17608,9.369482696696606e-107,0.35959125,-0.01668715,0.004182779,2.8955494e-05,0.002218271,6445.6284,6236.0527,492
17609,1.0524110087769158e-106,0.26249817,-0.03639274,0.005246695,2.6694748e-05,0.010718935,6445.7446,6394.3755,491
17610,1.0591125992877275e-106,0.13622329,0.15552856,0.0033529087,2.5095442e-05,0.038359847,6445.751,6371.193,490
17611,1.1007652346109796e-106,0.12015276,0.06284087,0.0050584413,2.7437334e-05,0.02420938,6445.7896,6438.942,489
17612,1.1942860683644928e-106,0.16572991,0.027996857,0.004169506,2.3498878e-05,0.031910356,6445.871,6324.1606,488
17613,1.254047975581897e-106,0.15886733,0.16914852,0.0043003997,2.424001e-05,0.027506493,6445.92,6399.871,487
17614,1.3692557232537809e-106,0.2379273,-0.2604367,0.0044127693,2.6730797e-05,0.015295938,6446.008,6408.291,486
17615,1.4462222684119313e-106,-0.3651842,0.4944931,0.004533732,2.7934302e-05,-0.01872695,6446.0625,6444.4194,485
17616,1.613377527104625e-106,0.12818816,0.18398982,0.0036626689,2.7977609e-05,0.019930534,6446.172,6433.1074,484
17617,1.7607364662677888e-106,0.75925463,-0.32434595,0.005125907,1.776793e-05,0.003565666,6446.2593,6444.4194,483
17618,1.8060150589870988e-106,0.25147504,0.28063795,0.004397264,2.7355085e-05,0.018098367,6446.2847,6281.538,482
17619,2.0939914137179252e-106,0.13962492,0.06211802,0.005291762,2.5696338e-05,0.03083786,6446.4326,6371.193,481
17620,2.467324862306463e-106,0.08616332,0.27136102,0.0039992053,2.619296e-05,0.0766815,6446.5967,6394.3755,480
17621,2.539438784844782e-106,0.06402386,0.14613263,0.005391098,2.6205049e-05,0.082613766,6446.6255,6427.4976,479
17622,2.6264536442802777e-106,0.6851364,-0.24929847,0.0031986805,2.6998176e-05,0.002770064,6446.659,6080.066,478
17623,3.111385438989244e-106,0.056997042,0.34558025,0.004073685,2.8853918e-05,0.03880753,6446.8286,6371.193,477
17624,3.7512151388473043e-106,0.066461004,0.24199134,0.0043512927,2.463328e-05,0.069819055,6447.0156,6427.4976,476
17625,4.05405065601863e-106,0.12415164,0.39787522,0.0043985685,2.459452e-05,0.04167344,6447.0933,6438.942,475
17626,4.404929945117422e-106,0.18779409,-0.1416528,0.0039796606,2.4237728e-05,0.028848201,6447.1763,6438.942,474
17627,4.531462197283115e-106,0.4224909,-0.22258067,0.0049059046,2.9815154e-05,0.0022065751,6447.2046,6438.942,473
17628,4.779172070623155e-106,0.10822067,0.25447136,0.0037066755,2.8873295e-05,0.02344757,6447.258,6380.286,472
17629,5.177619784035198e-106,0.07649292,0.12618138,0.0043993387,2.4730902e-05,0.100182004,6447.338,6345.1826,471
17630,6.124604601665283e-106,0.6060617,-0.13155839,0.0053867283,2.3930987e-05,0.0041286387,6447.506,6311.966,470
17631,6.500535200281963e-106,0.12463612,0.14577967,0.004793891,2.220486e-05,0.06215646,6447.5654,6394.3755,469
17632,6.541929602908517e-106,0.6635919,-0.14841375,0.005378573,2.6179656e-05,0.0022629718,6447.572,6438.942,468
17633,6.782630328466527e-106,0.094737336,0.2755051,0.004698902,2.3272245e-05,0.06276074,6447.608,6433.1074,467
17634,7.294487216318882e-106,-0.17218101,0.4547335,0.0049149864,2.770582e-05,-0.02199974,6447.6807,6438.942,466
17635,7.456540325218947e-106,0.08835636,0.31809127,0.0048283273,2.6733891e-05,0.0359618,6447.7026,6371.193,465
17636,7.596185631938749e-106,0.41693905,-0.288597,0.005420804,2.5527786e-05,0.008091136,6447.721,6433.1074,464
17637,7.9335710989634325e-106,0.325463,-0.21278618,0.004571497,2.326688e-05,0.018272322,6447.7646,6415.4824,463
17638,8.350929025952525e-106,0.22674857,0.33335882,0.0042340537,2.625456e-05,0.015182587,6447.816,6433.1074,462
17639,8.494871572659424e-106,-0.23282914,0.462762,0.0049250275,2.365106e-05,-0.037510365,6447.833,6236.0527,461
17640,9.654192959115759e-106,0.24942046,0.2952191,0.0040827626,2.6954996e-05,0.01812491,6447.961,6311.966,460
17641,1.0241768971020051e-105,0.7923449,-0.21728653,0.0035024225,2.718942e-05,0.0016138621,6448.02,6427.4976,459
17642,1.1880659855314918e-105,-0.114942655,0.4343231,0.0043686307,2.7710701e-05,-0.05498291,6448.1685,6444.4194,458
17643,1.3215061056248528e-105,0.14388792,0.33968958,0.0050813523,2.6796819e-05,0.028044572,6448.275,6281.538,457
17644,1.3876340856487165e-105,0.9371873,-0.64873815,0.005106657,5.7090865e-06,0.001769219,6448.3237,6108.951,456
17645,1.6398296881816647e-105,0.07943452,0.34339604,0.003901068,2.9036799e-05,0.03906523,6448.4907,6438.942,455
17646,1.7303147446280382e-105,0.33233222,0.014762258,0.00497126,2.1850743e-05,0.019306283,6448.5444,6415.4824,454
17647,1.749002302975017e-105,-0.080484174,0.428969,0.0038514829,2.8569035e-05,-0.04211923,6448.555,6261.777,453
17648,1.8080494961306916e-105,0.053510755,0.2879208,0.0038337966,2.7012971e-05,0.059931442,6448.5884,6371.193,452
17649,1.7845143911084326e-105,0.6431714,-0.2007165,0.0036827056,1.9748855e-05,0.005672631,6448.6265,6302.347,451
17650,1.9010061786132377e-105,0.18745357,0.0066797733,0.0044697355,2.3091316e-05,0.029473582,6448.7437,6421.3076,500
17651,2.2785417555362735e-105,0.5052076,-0.014078525,0.0044680717,2.064626e-05,0.008477918,6448.925,6408.291,499
