,,phi_1,theta_1,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,
257,0.0,0.068724126,-0.18478289,11.264086,-1.0987939,1.3987296,-8.629949e+06,,493
258,0.0,-0.8025554,0.4952645,20.295866,1.8733234,1.7652106,-8.60808e+06,,492
259,0.0,-0.561901,0.49993327,20.36502,2.1683357,2.0209923,-8.548224e+06,,491
260,0.0,-0.0701249,0.17112324,15.713427,1.9001659,0.20395218,-8.49234e+06,,490
261,0.0,-0.27822554,0.53758335,14.496866,1.9053599,1.6842117,-8.303871e+06,-3.2306556e+07,489
262,0.0,-0.22843395,0.23021105,20.423819,2.2264175,-0.25208172,-8.243198e+06,-3.47365e+08,488
263,0.0,-0.29049534,0.23849946,20.943377,2.1789465,0.51880497,-8.174886e+06,-9.079261e+06,487
264,0.0,0.54761344,-0.109438755,12.148515,2.574114,-0.2166705,-8.05243e+06,,486
265,0.0,-0.04454561,0.2618709,16.950325,2.1974335,0.25418252,-8.011266e+06,,485
266,0.0,0.37215558,-0.25307372,10.491185,1.3351132,2.0090914,-7.964746e+06,,484
267,0.0,-0.39691424,0.22472574,15.628852,1.4634506,1.0046797,-7.9319685e+06,-3.2306556e+07,483
268,0.0,-0.046503056,-0.2511898,10.708062,0.8139439,-0.23072106,-7.841967e+06,-1.6257592e+07,482
269,0.0,-0.5045595,0.00609278,7.146719,0.5077191,1.0248401,-7.837161e+06,-3.2306556e+07,481
270,0.0,-0.10849009,0.06621197,14.332652,1.4561068,0.8106868,-7.7578575e+06,,480
271,0.0,0.34732205,0.12586142,14.856976,2.6547513,-0.65382355,-7.461911e+06,-7.953328e+07,479
272,0.0,-0.45642793,0.18876942,15.950939,1.3479217,1.0935643,-7.452635e+06,,478
273,0.0,0.42419764,0.018692238,13.72551,2.509103,2.1783512,-7.433906e+06,,477
274,0.0,0.83597934,-0.7064347,6.108696,1.1072817,2.0127485,-7.2228445e+06,,476
275,0.0,-0.9501925,-0.4962857,7.9730825,0.21009769,0.6710178,-7.2011265e+06,,475
276,0.0,0.04568655,-0.39033115,4.325292,-0.28089768,1.7620043,-7.1737915e+06,-9.079261e+06,474
277,0.0,-0.9041643,-0.32138783,3.9190857,0.14123467,1.2613773,-7.043883e+06,-1.6257592e+07,473
278,0.0,0.6291067,-0.3926359,7.3428392,1.2015778,0.82627857,-6.950059e+06,-3.2306556e+07,472
279,0.0,0.0708017,-0.54771763,12.851807,0.6232813,-0.3806419,-6.8873095e+06,-3.2306556e+07,471
280,0.0,0.39139062,0.77494466,5.731169,1.6584301,1.1392868,-6.856509e+06,-9.079261e+06,470
281,0.0,-0.98665726,0.9494108,27.366879,2.6578338,1.0486972,-6.8175045e+06,,469
282,0.0,0.21366386,-0.21821113,10.72236,1.0436089,0.51335794,-6.6627845e+06,-3.47365e+08,468
283,0.0,-0.6440313,0.22980052,16.508858,1.207871,-0.12869705,-6.656306e+06,,467
284,0.0,-0.09149792,0.14564288,12.473601,1.2589854,1.547103,-6.4313055e+06,-3.2306556e+07,466
285,0.0,0.70118344,-0.41238007,8.79925,1.642776,0.7806874,-6.272873e+06,,465
286,0.0,0.24406333,0.95513,10.477101,2.5626218,1.6722046,-6.2280225e+06,-9.079261e+06,464
287,0.0,0.697647,-0.54445034,7.519686,1.0674435,1.3279766,-6.1919985e+06,,463
288,0.0,-0.4782768,0.8151706,25.210188,2.916049,-0.6548257,-6.1790015e+06,,462
289,0.0,-0.36524385,0.29364702,17.3923,1.5498067,-0.10526796,-6.1540595e+06,,461
290,0.0,-0.05140766,-0.0001337664,13.13812,1.1717805,0.66022545,-6.1173075e+06,-3.47365e+08,460
291,0.0,0.14387144,-0.25426817,18.881721,1.5410645,0.3045002,-6.103345e+06,-3.2306556e+07,459
292,0.0,-0.5890032,-0.23637569,10.677596,0.4778835,0.81893873,-6.021006e+06,,458
293,0.0,0.26175365,-0.14932609,12.168266,1.3005117,0.09485467,-5.98173e+06,-7.953328e+07,457
294,0.0,-0.2643922,0.31770748,17.72991,1.7047294,-0.58395237,-5.9242125e+06,,456
295,0.0,-0.0017167847,0.3897963,17.115719,2.1900845,0.3000259,-5.9196945e+06,-1.6257592e+07,455
296,0.0,-0.19374008,0.11409191,15.855092,1.3607848,-2.0770986,-5.8862915e+06,-3.47365e+08,454
297,0.0,-0.34245092,0.44540817,14.796574,-1.4602796,1.5962259,-5.850768e+06,-7.953328e+07,453
298,0.0,0.32723472,-0.25290033,10.493113,1.0674665,2.531848,-5.84544e+06,,452
299,0.0,-0.58057624,0.5041046,20.426876,1.7683171,3.3038785,-5.7529695e+06,,451
300,0.0,-0.41965503,0.5366578,20.911827,2.0534215,0.29629928,-5.7282715e+06,,500
301,0.0,0.15299311,0.3692418,19.882475,2.913174,1.5588834,-5.7186415e+06,-9.079261e+06,499
302,0.0,0.52746606,0.53534985,14.562964,4.279871,1.9768493,-5.699929e+06,-3.2306556e+07,498
303,0.0,0.5592267,-0.24810353,10.546495,1.6258465,1.0976915,-5.685794e+06,,497
304,0.0,-0.24437489,0.3001485,10.8663435,1.022143,0.51916534,-5.638769e+06,-5.7529695e+06,496
305,0.0,-0.17007157,-0.0681412,10.6324415,0.76214355,1.1740793,-5.631e+06,-1.6257592e+07,495
306,0.0,-0.3941452,0.5500211,21.112034,2.110388,0.5123301,-5.6265105e+06,,494
307,0.0,-0.63987845,0.62239426,14.964123,1.3077586,0.4843298,-5.430312e+06,-9.079261e+06,493
308,0.0,-0.41406733,-0.44327062,18.791767,0.6532727,0.33775467,-5.4139745e+06,-5.7529695e+06,492
309,0.0,-0.7009792,-0.4952886,7.9826307,0.20932876,0.74506503,-5.405971e+06,,491
310,0.0,-0.34591207,0.5954133,21.796898,2.2506986,0.02250308,-5.2828915e+06,,490
311,0.0,-0.08448522,0.33371523,17.955917,1.9160893,1.05856,-5.2398735e+06,,489
312,0.0,0.48754516,0.31025708,17.625101,3.8938038,0.57294625,-5.1977145e+06,,488
313,0.0,0.30784243,-0.55198395,7.45016,0.41442308,0.77527195,-5.132285e+06,,487
314,0.0,0.69742125,-0.07267054,11.531908,3.030212,1.1931465,-5.1214845e+06,-3.47365e+08,486
315,0.0,-0.737782,-0.7060302,6.111999,-0.08798101,1.9223965,-5.1044835e+06,,485
316,0.0,-0.5633489,0.8906616,21.905458,2.2646818,1.998976,-5.086024e+06,-1.6257592e+07,484
317,0.0,0.910682,-0.53441966,7.6128435,3.3808925,0.93100196,-5.0643205e+06,,483
318,0.0,-0.92443943,0.2595069,16.917625,-0.9438222,0.42016098,-5.059617e+06,,482
319,0.0,0.0561603,0.4288839,6.1630707,0.79372954,-0.53035504,-5.035376e+06,-1.6257592e+07,481
320,0.0,-0.78568715,0.7735108,24.551403,2.0553617,-0.42212737,-4.9486165e+06,,480
321,0.0,-0.5813184,0.32257918,17.798576,1.2549886,1.24724,-4.9436035e+06,,479
322,0.0,-0.2931404,0.102120645,18.021034,1.2893248,0.47622558,-4.9028655e+06,-7.953328e+07,478
323,0.0,-0.5900321,0.51023406,20.517885,1.628972,1.8220116,-4.860659e+06,,477
324,0.0,-0.539285,0.050416596,14.129544,0.8027115,1.4186018,-4.816382e+06,,476
325,0.0,0.007587019,0.11373171,14.951332,1.3948892,1.1623788,-4.809062e+06,,475
326,0.0,0.30232462,-0.23566899,10.685524,0.969969,0.72169095,-4.775897e+06,,474
327,0.0,-0.22034852,0.20516032,16.172873,1.3150884,3.1341481,-4.714695e+06,,473
328,0.0,-0.3356311,0.6217458,22.197523,2.207492,1.7932993,-4.6693165e+06,,472
329,0.0,-0.4343657,0.41196993,16.868067,1.3601122,1.4558475,-4.6679315e+06,-1.6257592e+07,471
330,0.0,-0.09960074,-0.3346907,2.4096344,0.119238324,0.1048169,-4.6434985e+06,-3.2306556e+07,470
331,0.0,-0.3549945,0.2555017,23.197556,-1.755058,1.4136286,-4.643268e+06,-1.6257592e+07,469
332,0.0,-0.38392428,0.9267895,26.99997,3.056337,2.5917249,-4.602402e+06,,468
333,0.0,-0.18689154,-0.2429483,10.604021,0.55022293,0.6679042,-4.599006e+06,,467
334,0.0,0.3874578,-0.39125192,9.014459,0.72503346,2.2801218,-4.567563e+06,,466
335,0.0,0.24753393,-0.11618334,12.068018,1.1475481,0.23024371,-4.559188e+06,,465
336,0.0,-0.08441474,0.6488939,22.613045,2.775517,-0.23695679,-4.537674e+06,,464
337,0.0,-0.4291888,-0.38220942,19.914106,0.69149494,1.7492048,-4.4784715e+06,-9.079261e+06,463
338,0.0,0.36681885,0.19091754,16.55977,2.4917338,1.05428,-4.4566775e+06,-5.7529695e+06,462
339,0.0,0.22250889,0.41265067,21.528793,3.119692,1.5105932,-4.4299305e+06,-7.953328e+07,461
340,0.0,-0.6778006,0.2748671,17.130545,-1.0380996,0.55101025,-4.429721e+06,,460
341,0.0,-0.052245803,-0.3134498,9.831338,0.5116741,1.4901751,-4.421205e+06,,459
342,0.0,-0.12183331,0.63396674,10.959918,1.2711599,2.7064006,-4.4127425e+06,-5.7529695e+06,458
343,0.0,0.34070182,0.36716852,15.944214,2.622697,-0.23830777,-4.3801535e+06,-3.47365e+08,457
344,0.0,-0.5739426,0.3645518,25.951635,1.7708046,0.9592509,-4.311712e+06,-9.079261e+06,456
345,0.0,-0.6446524,0.9400121,27.21427,2.5078826,0.856202,-4.2506015e+06,,455
346,0.0,-0.66415465,0.9974063,27.430191,2.5686927,0.40499002,-4.2401745e+06,-3.2306556e+07,454
347,0.0,-0.7503054,0.4330743,8.756541,0.55949026,0.6761522,-4.2346635e+06,-5.7529695e+06,453
348,0.0,-0.14991228,0.40140593,15.23147,1.444126,0.93802404,-4.2130755e+06,-1.6257592e+07,452
349,0.0,0.34849647,-0.10882979,9.581259,1.017554,0.118503995,-4.1933308e+06,-9.079261e+06,451
350,0.0,-0.5014529,0.82282996,25.33187,2.3519003,1.0888249,-4.0728458e+06,,500
351,0.0,-0.789049,0.5677779,21.379066,1.4288373,1.0302105,-4.0484638e+06,,499
352,0.0,0.7075886,0.04728997,14.089491,3.8289018,0.51560247,-4.0091222e+06,,498
353,0.0,-0.51107687,0.63046163,25.172287,2.0583508,1.6173543,-3.9983142e+06,-3.2306556e+07,497
354,0.0,-0.058054466,0.14564095,14.958876,1.22403,1.5554641,-3.9745615e+06,-9.079261e+06,496
355,0.0,-0.16014796,-0.2543102,15.17417,-0.73655194,-0.50685924,-3.9660172e+06,-3.2306556e+07,495
356,0.0,0.21057169,-0.25519907,9.944794,0.70764273,3.5562496,-3.96497e+06,-1.6257592e+07,494
357,0.0,0.6845014,-0.14357457,11.993521,2.4235418,2.9580142,-3.8739568e+06,-9.079261e+06,493
358,0.0,-0.33454764,0.3591351,18.31705,1.3839235,2.415439,-3.829282e+06,,492
359,0.0,0.083339475,0.10003977,4.924568,-0.43728605,2.209734,-3.806646e+06,-4.1933308e+06,491
360,0.0,-0.40819868,-0.4048814,10.315098,-0.3217287,2.2196252,-3.8003742e+06,-5.7529695e+06,490
361,0.0,-0.10687668,0.030424815,27.406422,1.8826354,-0.049886297,-3.790599e+06,-5.7529695e+06,489
362,0.0,-0.29257414,-0.5200701,7.7472715,0.21256943,1.620938,-3.7785575e+06,,488
363,0.0,-0.6744203,0.9993075,11.600396,1.0191572,1.486894,-3.766661e+06,-5.7529695e+06,487
364,0.0,-0.38637295,0.02380938,13.790326,-0.74331737,1.594046,-3.712359e+06,,486
365,0.0,-0.12662657,0.435555,19.261555,1.7851931,2.6034622,-3.6835285e+06,-4.1933308e+06,485
366,0.0,-0.08140913,0.34519953,18.118734,1.6356423,1.0239253,-3.6671655e+06,,484
367,0.0,0.49288264,-0.35208133,9.420965,0.874297,-0.38518506,-3.6644662e+06,,483
368,0.0,-0.07072925,0.11766387,12.314509,-0.9307296,1.9082712,-3.6505038e+06,-4.1933308e+06,482
369,0.0,-0.24938285,0.22638677,16.46214,1.1539947,0.5013247,-3.5504372e+06,,481
370,0.0,0.091991305,-0.3886197,31.274593,1.4698502,1.3204647,-3.38909e+06,-5.7529695e+06,480
371,0.0,-0.5185852,0.8623441,12.221038,1.0420055,0.96312684,-3.3651848e+06,-5.7529695e+06,479
372,0.0,-0.46542206,0.36298874,18.996986,1.2264841,0.77982223,-3.3546958e+06,-9.079261e+06,478
373,0.0,0.9709581,-0.8037609,5.3463116,2.4979293,0.017460462,-3.3026355e+06,,477
374,0.0,0.4692499,0.29304558,10.884979,1.8145325,1.4533927,-3.264362e+06,-7.953328e+07,476
375,0.0,0.3335737,0.012372159,13.645648,1.414278,0.4639876,-3.241253e+06,,475
376,0.0,0.2860227,-0.11120535,5.2478447,0.44236466,2.0482588,-3.2002818e+06,-5.7529695e+06,474
377,0.0,-0.8386003,0.8317396,25.473629,1.7106717,1.1309627,-3.16481e+06,,473
378,0.0,0.37833753,0.25354013,16.8352,2.2792015,-0.767801,-3.138368e+06,,472
379,0.0,0.31353378,0.088860266,14.626102,1.556434,0.19492263,-3.1341445e+06,,471
380,0.0,0.5870334,-0.22791205,10.772722,1.3478757,1.8880811,-3.127205e+06,,470
381,0.0,-0.16422853,0.2949242,17.410156,1.2934889,0.48283714,-3.1074255e+06,,469
382,0.0,0.25667584,-0.29392767,10.042247,-0.63753504,1.3357868,-3.102942e+06,,468
383,0.0,0.35280487,-0.089990556,12.382064,1.1594652,0.5245138,-3.0881915e+06,,467
384,0.0,-0.6198943,-0.50719714,16.059387,0.3233919,2.3996007,-3.0281902e+06,-9.079261e+06,466
385,0.0,-0.05211504,0.23292342,16.55164,1.2733289,0.93659127,-3.001553e+06,,465
386,0.0,0.21245056,-0.78619444,7.118799,-0.12790467,2.4204218,-3.000238e+06,-1.6257592e+07,464
387,0.0,-0.4796602,0.55022526,21.115097,1.449062,2.9276836,-2.9861552e+06,,463
388,0.0,0.056738976,0.3311232,21.267517,1.9644805,0.784004,-2.985038e+06,-3.2306556e+07,462
389,0.0,0.17605814,0.037045136,3.1099708,0.25580522,2.4762948,-2.981973e+06,-3.2306556e+07,461
390,0.0,0.3597953,0.1771402,14.550656,1.7478881,2.1121187,-2.9762318e+06,-1.6257592e+07,460
391,0.0,-0.2853477,-0.40972805,8.826105,0.26502034,1.8414798,-2.9627555e+06,,459
392,0.0,0.0708057,-0.2640659,18.122826,0.9351275,0.22588713,-2.953564e+06,-1.6257592e+07,458
393,0.0,0.022346599,0.46419418,19.837772,1.9221277,1.9653484,-2.9165668e+06,,457
394,0.0,-0.9811165,0.81010795,25.129854,1.4817379,0.4310862,-2.9021672e+06,,456
395,0.0,0.37105864,-0.26503342,10.358709,0.77954066,1.9143568,-2.892722e+06,,455
396,0.0,0.490571,-0.3349481,6.976993,0.57553935,1.1189829,-2.7859308e+06,-5.7529695e+06,454
397,0.0,0.48711482,0.18113767,15.848036,2.3028424,1.1516175,-2.7756455e+06,,453
398,0.0,-0.8765373,0.8624578,25.740366,1.6025349,1.6959625,-2.7407588e+06,-3.47365e+08,452
399,0.0,-0.5721498,0.7099214,23.556091,-1.5951741,1.1758825,-2.7039128e+06,,451
400,0.0,0.27100477,0.21094552,16.251505,1.6807792,1.5576086,-2.7022165e+06,,500
401,0.0,0.6753755,-0.112004906,6.258057,1.06254,0.71968347,-2.6878422e+06,-2.7039128e+06,499
402,0.0,0.015125008,0.82195705,1.5045043,0.172696,2.4838765,-2.6798965e+06,-5.7529695e+06,498
403,0.0,-0.08581016,0.19648132,16.0552,1.0942038,1.3790596,-2.6642872e+06,,497
404,0.0,0.082501166,-0.24948391,14.513013,0.7326103,0.79339725,-2.6507288e+06,-3.47365e+08,496
405,0.0,0.8601906,-0.7668895,15.46659,1.5959877,-0.2590122,-2.6461535e+06,-9.079261e+06,495
406,0.0,0.6772129,-0.48615995,18.135952,1.7803271,-0.36392176,-2.6417972e+06,-2.7039128e+06,494
407,0.0,-0.5179145,0.6735969,22.9933,1.5591722,-0.7726045,-2.637675e+06,,493
408,0.0,0.0020586015,0.46150345,19.798277,1.7829858,0.7564804,-2.6354275e+06,,492
409,0.0,-0.9412277,0.14321515,23.119877,0.83077335,-0.36187324,-2.5950608e+06,-9.079261e+06,491
410,0.0,-0.14744249,-0.17223693,11.409079,-0.49974617,-0.2145184,-2.5664055e+06,,490
411,0.0,-0.16023518,-0.31095794,14.64182,0.5279825,2.151037,-2.5626108e+06,-1.6257592e+07,489
412,0.0,0.25455666,-0.21812569,4.1161866,-0.26141727,1.523651,-2.541348e+06,-1.6257592e+07,488
413,0.0,-0.8336388,-0.07347786,12.582024,0.38330588,-0.57068,-2.5339245e+06,,487
414,0.0,-0.5813067,-0.12141349,12.005774,-0.40141052,0.83360827,-2.5252208e+06,,486
415,0.0,0.47300187,-0.18741459,14.808768,1.3730922,0.9024207,-2.5202198e+06,-1.6257592e+07,485
416,0.0,0.53976107,-0.359089,6.633287,0.5501652,1.1243303,-2.4777168e+06,-9.079261e+06,484
417,0.0,-0.4153769,0.65525734,22.710802,1.5806872,0.14354798,-2.46939e+06,,483
418,0.0,0.7086499,-0.43879935,8.534183,0.9715244,2.0504363,-2.4516785e+06,,482
419,0.0,0.72240067,-0.7273673,5.939296,0.34542122,0.20141165,-2.4355465e+06,,481
420,0.0,-0.10860806,0.036316447,16.027815,0.882272,1.1348684,-2.4149895e+06,-1.6257592e+07,480
421,0.0,0.27804473,0.63387233,11.370865,1.5084063,3.0768917,-2.3980878e+06,-4.1933308e+06,479
422,0.0,-0.3372691,0.76207846,24.371538,1.8818905,1.7860724,-2.393737e+06,,478
423,0.0,-0.3030987,0.113868855,14.953133,0.7489646,0.5139197,-2.391359e+06,,477
424,0.0,0.09906695,-0.3112868,19.018555,0.8488621,1.3839808,-2.3737565e+06,-4.1933308e+06,476
425,0.0,-0.27562138,0.006821439,13.575679,-0.6225801,0.2691132,-2.3523482e+06,,475
426,0.0,-0.44371384,0.54847145,21.088783,1.3097175,1.5220759,-2.3361232e+06,,474
427,0.0,0.12402034,-0.06940271,12.631602,0.77662563,0.61081594,-2.3330515e+06,,473
428,0.0,-0.022511395,0.62552476,25.253572,2.3199902,1.9875152,-2.328783e+06,-5.7529695e+06,472
429,0.0,0.060080983,-0.22738005,14.887061,-0.7023594,-1.1498406,-2.2943558e+06,-4.1933308e+06,471
430,0.0,-0.33799195,0.42358994,19.24477,1.1711985,1.7120371,-2.2793135e+06,,470
431,0.0,-0.13144477,0.8381291,25.575432,2.3753731,2.5386827,-2.2792365e+06,,469
432,0.0,0.02065343,0.69550276,23.33218,2.305436,-0.5971804,-2.2717638e+06,,468
433,0.0,-0.54250586,0.5543088,21.17641,1.2174678,1.325037,-2.2682638e+06,,467
434,0.0,-0.8230826,0.21251406,28.368593,1.0753164,1.9778907,-2.2611162e+06,-3.2306556e+07,466
435,0.0,0.15176862,0.34774235,18.154861,1.6359024,2.1100638,-2.243037e+06,,465
436,0.0,0.5285763,0.38306633,9.513662,1.5743635,0.70076734,-2.2191398e+06,-1.6257592e+07,464
437,0.0,0.09990201,-0.33702397,13.181224,-0.5482373,1.4447755,-2.2183832e+06,-2.7039128e+06,463
438,0.0,-0.38456833,0.72173333,23.74001,1.6650012,2.241652,-2.217158e+06,,462
439,0.0,-0.29087096,-0.017331628,39.746395,1.6709296,0.73337376,-2.1261762e+06,-2.7039128e+06,461
440,0.0,-0.16016005,0.23053627,25.148237,-1.4713879,2.7765224,-2.1230285e+06,-1.6257592e+07,460
441,0.0,0.1612353,0.43773627,6.7318425,0.63663954,0.21748728,-2.121057e+06,-9.079261e+06,459
442,0.0,-0.43417925,-0.14758408,22.644962,0.7411328,0.11692405,-2.1125058e+06,-3.2306556e+07,458
443,0.0,-0.19332275,0.14590342,15.376563,-0.81178105,0.727322,-2.1075025e+06,,457
444,0.0,0.32087308,-0.20988627,15.124338,0.9567568,1.2013338,-2.0614192e+06,-7.953328e+07,456
445,0.0,0.85049355,-0.34706166,9.473761,2.2395377,1.9564432,-2.0578901e+06,,455
446,0.0,0.25574413,-0.056478333,27.40077,1.8825827,2.581234,-2.0493166e+06,-2.7039128e+06,454
447,0.0,0.13129793,0.2786042,21.929869,1.7439342,0.64920104,-2.0359351e+06,-5.7529695e+06,453
448,0.0,-0.3092711,-0.6756662,5.76715,-0.0770245,0.35879144,-2.0221481e+06,-5.7529695e+06,452
449,0.0,0.19178757,0.56453705,10.869598,1.1310587,0.2892496,-2.0146978e+06,-4.1933308e+06,451
450,0.0,-0.5154544,-0.0011354162,13.475668,-0.47709697,0.19827272,-2.0114202e+06,,500
451,0.0,0.03476355,0.31571558,17.701866,1.2956624,1.0789628,-2.0106156e+06,,499
452,0.0,0.08930798,-0.7215421,23.337442,0.38407847,-0.16672347,-2.0095206e+06,-1.6257592e+07,498
453,0.0,0.5442485,0.13728873,15.262201,2.0423982,0.33813336,-2.005394e+06,,497
454,0.0,0.000606968,0.26745272,17.403713,1.1787274,0.29087678,-1.9886166e+06,-3.47365e+08,496
455,0.0,-0.35565358,0.64245296,24.377853,1.5767289,0.71996856,-1.9879618e+06,-5.7529695e+06,495
456,0.0,-0.41349325,0.80197436,25.00095,1.6845511,0.31797192,-1.9491864e+06,,494
457,0.0,0.07036799,0.20222397,16.13302,1.0990373,0.63686126,-1.9348735e+06,,493
458,0.0,0.4629229,-0.05922288,12.755857,1.173416,0.7418491,-1.9236846e+06,,492
459,0.0,-0.100741975,0.35968974,18.32496,1.1888728,1.9775386,-1.9233546e+06,,491
460,0.0,-0.24836357,-0.80262154,16.54028,0.13792929,2.3920557,-1.9111716e+06,-9.079261e+06,490
461,0.0,0.08475571,0.13536131,4.4332767,0.2868647,0.39801174,-1.8950776e+06,-2.0146978e+06,489
462,0.0,0.75858784,-0.19371189,3.1416237,0.5418142,1.3968832,-1.8832891e+06,-2.0146978e+06,488
463,0.0,0.56590587,-0.13427593,29.94956,3.1012676,-1.548695,-1.8774916e+06,-1.6257592e+07,487
464,0.0,0.27581742,0.063535854,14.298152,1.0867803,2.6630104,-1.8704912e+06,,486
465,0.0,0.080764115,0.15083194,15.442153,0.9988132,1.7946004,-1.8616024e+06,,485
466,0.0,0.55747414,-0.45492432,25.817266,1.6353328,2.0752494,-1.8469718e+06,-2.7039128e+06,484
467,0.0,0.23861587,-0.37144554,9.218791,0.3875958,1.9139043,-1.8103912e+06,,483
468,0.0,0.102240846,-0.53644216,16.947536,0.44347128,1.1468087,-1.7875585e+06,-2.0146978e+06,482
469,0.0,0.10967358,0.57386154,24.080366,2.1518717,1.5201203,-1.7838446e+06,-7.953328e+07,481
470,0.0,-0.7985087,0.013475311,21.45387,-0.6082198,0.5549002,-1.7668236e+06,-4.1933308e+06,480
471,0.0,-0.086602695,0.6183006,23.84893,1.7853037,1.2029346,-1.7632206e+06,-7.953328e+07,479
472,0.0,0.27516118,0.34428093,20.174255,1.8735785,1.4751829,-1.7505638e+06,-5.7529695e+06,478
473,0.0,0.75151116,-0.32676202,9.688873,-1.3149987,0.19758193,-1.7459892e+06,,477
474,0.0,0.30123034,0.46744242,9.096598,0.9441176,0.18160942,-1.7035056e+06,-2.0146978e+06,476
475,0.0,-0.5175369,0.39638406,36.2443,1.6469009,1.123313,-1.7018736e+06,-4.1933308e+06,475
476,0.0,-0.32325357,0.2772683,26.74387,1.2746003,1.0483161,-1.7008544e+06,-5.7529695e+06,474
477,0.0,0.28168768,0.20862795,27.956171,2.3133204,-1.6701263,-1.6871076e+06,-2.7039128e+06,473
478,0.0,0.40536475,0.3558912,18.270813,2.048569,-0.9709051,-1.6861072e+06,,472
479,0.0,-0.41980127,0.49060488,16.260977,0.8371013,0.9053484,-1.6766351e+06,-2.7039128e+06,471
480,0.0,-0.16414827,0.6787196,23.072407,-1.6296088,0.2927577,-1.6750368e+06,,470
481,0.0,0.36745602,0.3221044,8.36313,0.8542919,1.6982094,-1.6688712e+06,-4.1933308e+06,469
482,0.0,-0.728381,0.10427619,14.827322,0.45854795,0.7728248,-1.631861e+06,,468
483,0.0,-0.193719,0.44491914,7.636444,-0.44419506,1.6596752,-1.6124528e+06,-5.7529695e+06,467
484,0.0,0.4968321,0.08286584,12.380941,1.2795941,-0.027272908,-1.6082556e+06,-3.2306556e+07,466
485,0.0,0.028998706,0.015196475,23.025814,1.1553953,1.6286485,-1.6072482e+06,-9.079261e+06,465
486,0.0,0.50891256,0.14396541,15.350804,1.7153383,0.1425856,-1.6054576e+06,,464
487,0.0,0.55758107,0.21882886,16.358906,2.1572058,0.82095164,-1.6000198e+06,,463
488,0.0,0.24967209,-0.4131729,44.214645,1.6537304,1.0620323,-1.5953481e+06,-4.1933308e+06,462
489,0.0,-0.32181022,0.3203751,24.21629,-1.1525692,0.64711463,-1.5853654e+06,-7.953328e+07,461
490,0.0,0.47104624,-0.16490941,11.494188,0.8625636,1.5757606,-1.579541e+06,,460
491,0.0,-0.36277992,0.57225865,32.161373,1.7597487,0.45665923,-1.5708648e+06,-4.1933308e+06,459
492,0.0,-0.42322442,-0.17976682,20.356441,-0.55575603,2.2947676,-1.5688435e+06,-5.7529695e+06,458
493,0.0,0.53572136,0.7172772,11.526681,2.0175543,1.1338634,-1.5645709e+06,-2.0146978e+06,457
494,0.0,0.40560842,-0.27296427,10.271339,0.59257394,-0.10240113,-1.5495631e+06,,456
495,0.0,0.35638002,0.62463635,10.21238,1.2128046,1.6466957,-1.5465414e+06,-4.1933308e+06,455
496,0.0,-0.29049048,-0.044266544,12.939444,0.4508975,1.3589796,-1.5417566e+06,,454
497,0.0,0.22345877,-0.051181197,12.854416,0.7383098,0.55053204,-1.5414448e+06,,453
498,0.0,-0.024584299,0.54390496,9.323364,0.6603083,0.24606594,-1.5409664e+06,-9.079261e+06,452
499,0.0,-0.22466344,0.6880483,23.216688,1.4994044,-1.4351416,-1.5336741e+06,,451
500,0.0,-0.733405,0.50366443,54.095867,2.1871018,1.1851923,-1.5176478e+06,-1.5336741e+06,500
501,0.0,-0.21143393,0.82259625,25.639017,1.793876,0.0027963503,-1.5107868e+06,-2.0146978e+06,499
502,0.0,0.41681322,0.65507334,13.107442,1.727151,-0.7394058,-1.5038712e+06,-9.079261e+06,498
503,0.0,0.23873703,0.31799692,17.733992,1.4223355,1.9019054,-1.49914e+06,,497
504,0.0,0.5378381,-0.13034262,11.899867,1.035686,1.1397144,-1.4950825e+06,,496
505,0.0,0.26578483,0.6831702,17.65711,1.8711458,-0.2991952,-1.4918845e+06,-4.1933308e+06,495
506,0.0,0.59881943,0.14238013,9.997957,1.3067814,1.8458067,-1.4752939e+06,-3.2306556e+07,494
507,0.0,-0.23852627,-0.22251542,10.833601,0.3121949,1.5547621,-1.4660084e+06,,493
508,0.0,0.028714046,0.09742553,28.334768,-1.4653047,0.23465817,-1.4628885e+06,-2.0146978e+06,492
509,0.0,0.46264616,-0.17343318,11.395215,-0.80129087,0.031593226,-1.4570358e+06,,491
510,0.0,-0.010884416,-0.08630384,12.426576,-0.5116565,2.5060067,-1.447634e+06,,490
511,0.0,0.30052316,-0.11072454,12.133149,0.69872946,1.0614718,-1.432601e+06,,489
512,0.0,-0.6729762,-0.56325084,25.891235,0.30595568,0.67547077,-1.4244554e+06,-2.7039128e+06,488
513,0.0,-0.12117779,0.7749636,24.574291,1.7541627,1.724037,-1.4202176e+06,,487
514,0.0,0.44752732,-0.74436414,23.01993,0.47960365,2.0034304,-1.41641e+06,-2.7039128e+06,486
515,0.0,0.11494969,0.6797538,15.974909,1.3598617,0.64060044,-1.4050006e+06,-3.2306556e+07,485
516,0.0,0.27622312,0.44060385,19.492456,1.7392336,-0.34031957,-1.40326e+06,,484
517,0.0,-0.43611228,0.46634248,19.86933,0.9088045,1.7544222,-1.3999462e+06,,483
