,,theta_1,theta_2,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,
19683,3.0152220764441753e-53,0.74524695,0.6451209,0.048298355,0.000109881556,1282.8132,1191.1545,967
19684,3.139547741255293e-53,0.97352755,0.76371473,0.031687517,9.706206e-05,1282.8536,942.0958,966
19685,3.2586408895753833e-53,1.1232704,0.5118498,0.06284634,9.402789e-05,1282.8909,1233.7408,965
19686,3.2586408895731605e-53,0.89171815,0.7587926,0.032180917,8.609282e-05,1282.8909,1145.1108,964
19687,3.432579970891309e-53,1.363771,0.70925707,0.03846857,0.00013886692,1282.9429,846.05066,963
19688,3.4692286345353616e-53,1.1652954,0.53317004,0.063094996,9.6506425e-05,1282.9535,1263.7593,962
19689,3.5285959613454107e-53,1.0804403,0.7928596,0.0651559,-5.4322918e-05,1282.9705,1260.6172,961
19690,3.5324747229254267e-53,1.362566,0.73446906,0.06326619,8.936334e-05,1282.9716,1281.0854,960
19691,4.0086860677565517e-53,0.76752424,0.6628218,0.029452493,8.250731e-06,1283.098,1275.0854,959
19692,4.277132719153664e-53,0.93409425,0.66168594,0.06249457,9.8283934e-05,1283.1628,1260.6172,958
19693,4.668927295127397e-53,1.3580027,0.5731309,0.049184166,-0.00010167882,1283.2505,1271.1353,957
19694,5.033545751454039e-53,0.7750776,0.8687242,0.04697511,4.4756347e-05,1283.3257,1278.7848,956
19695,5.522198299781244e-53,0.9117746,0.6545013,0.04596773,0.00013874764,1283.4183,1278.7848,955
19696,7.516688132941386e-53,0.6964784,0.7354657,0.062368494,2.1711325e-05,1283.7267,1013.833,954
19697,7.710926341492576e-53,1.2921162,0.5093892,0.053707983,0.00011028935,1283.7522,1278.7848,953
19698,7.710926341485563e-53,1.1870615,0.8809057,0.037106726,-2.2527545e-05,1283.7522,1032.0929,952
19699,7.863784746895385e-53,1.4573714,0.66455686,0.048999093,8.4201914e-05,1283.7971,1103.9514,951
19700,7.765937792310353e-53,0.8724418,0.39517975,0.033945948,3.974454e-06,1283.8105,1170.395,1000
19701,7.976347655845536e-53,1.1660168,0.51076365,0.06475225,6.571903e-05,1283.8373,1281.0854,999
19702,9.054950947442288e-53,1.2295423,0.60872114,0.043547206,0.00015727342,1283.9641,1260.6172,998
19703,9.384677214728382e-53,0.85760576,0.8344096,0.057808623,-5.789338e-05,1283.9999,1200.5662,997
19704,1.1508176329261596e-52,0.67723817,0.62503654,0.03345653,1.6787202e-05,1284.2039,1257.3394,996
19705,1.1873485060050174e-52,1.2499115,0.7205833,0.055222,0.00015963867,1284.2351,1253.31,995
19706,1.2205609711995418e-52,1.007074,0.37212393,0.060743507,-3.5716643e-05,1284.2627,1103.9514,994
19707,1.3042064156785522e-52,0.60079575,0.825249,0.039435446,8.9422665e-06,1284.329,1219.3943,993
19708,1.8233541655032563e-52,1.1829413,0.3646522,0.04547012,-3.759379e-05,1284.6641,1103.9514,992
19709,1.844171807860097e-52,1.1090287,0.31769705,0.055979826,-7.144685e-06,1284.6754,1200.5662,991
19710,1.86317905541463e-52,0.7139032,0.7831816,0.061571635,-7.3099072e-06,1284.6857,1108.2938,990
19711,2.0955958103117363e-52,1.1041793,0.30343783,0.05206999,-1.8321467e-05,1284.8032,1278.7848,989
19712,2.2263974464156883e-52,0.688693,0.43785554,0.047734477,-2.2382195e-05,1284.8638,1260.6172,988
19713,2.416731564883501e-52,1.0816112,0.7888081,0.0255452,2.5402276e-06,1284.9458,1149.6736,987
19714,2.7072718350627336e-52,0.8883325,0.83716166,0.034088682,4.1979845e-05,1285.0593,1275.0854,986
19715,2.7371787947937275e-52,0.852855,0.7137473,0.050675426,0.00013028985,1285.0703,1281.0854,985
19716,3.0190741573193613e-52,0.65211797,0.6093505,0.04008774,-4.723564e-05,1285.1683,1130.6715,984
19717,3.046097754710722e-52,1.042599,0.5938704,0.0387928,0.00013513785,1285.1772,1108.2938,983
19718,3.0617550579456233e-52,1.4525175,0.8206858,0.05641837,-3.088781e-05,1285.1824,1209.8785,982
19719,3.2831801764034722e-52,0.8007289,0.56880677,0.062440872,-3.0265941e-05,1285.2522,1253.31,981
19720,3.381202664007181e-52,0.9243158,0.5587436,0.054096922,-0.00010610671,1285.2816,1281.0854,980
19721,3.4060582446969695e-52,0.8719052,0.73201317,0.060376156,9.9168305e-05,1285.289,1227.372,979
19722,3.500904987828237e-52,1.227964,0.4242096,0.047958042,8.9199886e-05,1285.3164,1253.31,978
19723,4.272675676060444e-52,0.75643796,0.80319977,0.06100396,3.598189e-05,1285.5156,1231.0452,977
19724,4.572734326005075e-52,1.0205232,0.52802145,0.0620762,-7.562985e-05,1285.5835,758.53253,976
19725,4.573292555188301e-52,0.92981595,0.6784101,0.031828266,-7.92215e-05,1285.5836,1195.9103,975
19726,4.597922223161057e-52,0.70139897,0.5989673,0.060838163,-1.4905997e-05,1285.589,1246.0728,974
19727,4.8504491441832884e-52,0.5173185,0.65759784,0.04366387,-7.065366e-06,1285.6425,1231.0452,973
19728,5.059702240595904e-52,1.0209103,0.6797057,0.042938817,-0.0001329328,1285.6847,1242.2229,972
19729,6.2700553032335396e-52,0.5341447,0.70227385,0.04737021,5.595471e-05,1285.8992,1118.5293,971
19730,6.5110771376116444e-52,0.7166952,0.56052387,0.03831804,6.5257555e-05,1285.9369,1238.0676,970
19731,7.064257183078562e-52,0.64772165,0.48769397,0.042771116,2.1225418e-05,1286.0184,1246.0728,969
19732,7.463164431748215e-52,1.3803495,0.5700284,0.037300453,2.8119113e-05,1286.0734,1053.516,968
19733,7.464075518171504e-52,1.382649,0.6913863,0.06463843,6.7392702e-06,1286.0735,1263.7593,967
19734,8.133888350740085e-52,1.0404605,0.6641928,0.030938486,-8.8967616e-05,1286.1594,990.9141,966
19735,8.518000747637074e-52,0.99784327,0.68645805,0.026497534,-4.530013e-05,1286.2056,1160.5844,965
19736,8.957351824691202e-52,1.4449161,0.7812095,0.03389558,3.3812605e-05,1286.2559,1283.7971,964
19737,9.266541038101933e-52,1.2811682,0.4436685,0.04592663,3.159165e-05,1286.2898,1053.516,963
19738,9.608662714794227e-52,0.97407717,0.35553575,0.033570852,1.31820525e-05,1286.326,1149.6736,962
19739,9.822127159814247e-52,1.2535272,0.5657374,0.055238858,0.00013854576,1286.348,1223.2075,961
19740,1.030230035923496e-51,0.6529235,0.6086139,0.05368039,-5.4374425e-05,1286.3958,1124.902,960
19741,1.0948015662154526e-51,1.1819526,0.6468518,0.033171937,-0.00010915413,1286.4565,1271.1353,959
19742,1.2366415782970182e-51,0.80232,0.5188838,0.04703527,9.9158926e-05,1286.5784,1281.0854,958
19743,1.2939342541951124e-51,0.74735063,0.5001923,0.035999805,3.936099e-05,1286.6237,1209.8785,957
19744,1.3104658688797625e-51,1.2824243,0.5895564,0.05152429,0.00014847606,1286.6364,1283.7971,956
19745,1.3977108959299112e-51,0.49498168,0.7510828,0.05190262,-1.3076409e-05,1286.7008,1238.0676,955
19746,1.4413750342083366e-51,1.01125,0.49128672,0.032598782,8.490957e-05,1286.7316,1149.6736,954
19747,1.5109168975505583e-51,1.3035616,0.74310607,0.047891166,0.00016370876,1286.7787,1227.372,953
19748,1.5300339514567158e-51,1.1377784,0.68535113,0.054786693,-0.0001388764,1286.7913,1231.0452,952
19749,1.511250095101519e-51,1.4260887,0.85752445,0.04666099,2.2397375e-05,1286.8042,1281.0854,951
19750,1.490079512042711e-51,1.1675103,0.3520646,0.046934552,-3.4553508e-05,1286.816,1278.7848,1000
19751,1.5096698820368998e-51,1.2398111,0.62482846,0.026546571,6.6620385e-05,1286.8291,1219.3943,999
19752,1.5415139673666555e-51,0.77243584,0.38455915,0.049096614,5.0367486e-05,1286.85,1281.0854,998
19753,1.7538148848200728e-51,0.84509575,0.46958417,0.057127826,-6.070165e-05,1286.979,1137.7173,997
19754,1.8778973583171854e-51,1.2065183,0.7501841,0.062247407,0.00011561088,1287.0474,1233.7408,996
19755,1.8797321381985384e-51,0.6928992,0.6106456,0.040006284,-5.8548194e-05,1287.0483,1253.31,995
19756,1.9233693267506395e-51,0.9533619,0.26794666,0.050146498,4.0262188e-05,1287.0713,1145.1108,994
19757,1.969942367031314e-51,0.7592422,0.6163593,0.045436207,0.00010464156,1287.0952,1095.8356,993
19758,2.0215877009596206e-51,1.2168835,0.73754394,0.051832847,-0.00014702143,1287.1211,1223.2075,992
19759,2.063977912767622e-51,1.0744711,0.6270111,0.049912926,-0.00013739862,1287.1418,1233.7408,991
19760,2.7794208210859386e-51,0.51357406,0.6417974,0.047717396,-3.0883025e-06,1287.4395,1275.0854,990
19761,3.0742858991860926e-51,1.014726,0.6210137,0.060786866,-9.6271564e-05,1287.5403,1170.395,989
19762,3.240757249194267e-51,1.4996424,0.7631858,0.041791115,-1.7671036e-05,1287.593,1283.7971,988
19763,3.512659446439025e-51,1.2534004,0.43892103,0.056927007,3.7012163e-05,1287.6736,1242.2229,987
19764,3.5902578109996044e-51,0.96571344,0.5277148,0.06408008,-3.8318532e-05,1287.6954,1249.3091,986
19765,3.6633045227470914e-51,0.6666331,0.8597804,0.047806032,3.6775997e-05,1287.7156,1257.3394,985
19766,3.665541108868114e-51,0.8154437,0.6472712,0.04775185,-0.00010309669,1287.7162,1278.7848,984
19767,4.104710211508421e-51,0.7491543,0.542105,0.061024547,-2.0269295e-06,1287.8293,1278.7848,983
19768,4.1617226690584105e-51,0.9588729,0.8102555,0.049664505,0.00013105839,1287.8431,1278.7848,982
19769,4.21077973894584e-51,1.3761529,0.64521676,0.032746874,7.8605124e-05,1287.8549,1281.0854,981
19770,4.399949898683453e-51,1.0188699,0.84685993,0.035270125,7.667179e-05,1287.8988,1260.6172,980
19771,4.416092536466729e-51,1.296491,0.7679776,0.054232024,0.00015163772,1287.9025,1278.7848,979
19772,4.548494409519458e-51,0.81603545,0.5002921,0.037757985,-5.839467e-05,1287.932,1257.3394,978
19773,4.5679692473250857e-51,0.7739565,0.34994966,0.046932146,-6.2100225e-06,1287.9363,1286.8042,977
19774,6.076744635273343e-51,0.94244254,0.5073213,0.062119022,6.960112e-05,1288.2217,1160.5844,976
19775,6.312646916675837e-51,0.90013075,0.28286043,0.048960906,-2.1787777e-05,1288.2598,1249.3091,975
19776,7.079328734476264e-51,0.7311532,0.86027914,0.0486267,-3.313564e-05,1288.3744,1223.2075,974
19777,7.09576713173571e-51,0.50699544,0.7038907,0.048927948,-2.1235266e-05,1288.3767,1155.8148,973
19778,8.098675874828788e-51,0.9308949,0.46968612,0.038258553,9.452343e-05,1288.5089,1286.8042,972
19779,8.678011156190843e-51,1.4886236,0.69661355,0.04996576,-1.2736919e-06,1288.578,1281.0854,971
19780,8.912044719515615e-51,1.2441185,0.8255203,0.056505725,-0.0001085146,1288.6046,1253.31,970
19781,9.371720242244338e-51,0.90896213,0.64147526,0.06525446,-2.0505746e-05,1288.6549,1286.8042,969
19782,1.1068226274671603e-50,1.2389501,0.6246761,0.033709582,0.0001232628,1288.8213,1278.7848,968
19783,1.2634140642884632e-50,0.6550175,0.74589384,0.053455032,8.165366e-05,1288.9536,1260.6172,967
19784,1.4972310509838813e-50,0.7375962,0.48209494,0.051979214,-5.0243318e-05,1289.1234,1242.2229,966
19785,1.4996089142261133e-50,0.99283636,0.69977236,0.056660887,-0.00011732766,1289.125,507.0419,965
19786,1.6033559181488144e-50,0.578526,0.71727556,0.052961204,6.0772625e-05,1289.1919,1179.8799,964
19787,1.896377639975225e-50,0.8515719,0.45368645,0.049643744,-7.581738e-05,1289.3597,1275.0854,963
19788,1.9182631563667303e-50,1.0342319,0.3706082,0.039121404,8.045788e-05,1289.3712,1283.7971,962
19789,2.0019961943220232e-50,0.9972738,0.49393988,0.053808022,0.00011905468,1289.414,1149.6736,961
19790,2.0149905519215823e-50,1.2085468,0.8231286,0.064382374,1.0353819e-05,1289.4204,1209.8785,960
19791,2.060509688298647e-50,0.9622231,0.64108884,0.06480294,-4.470529e-05,1289.4427,1253.31,959
19792,2.1078288819269294e-50,0.9344405,0.5303686,0.063198246,5.7385794e-05,1289.4655,1187.0922,958
19793,2.2743817483804885e-50,1.0588607,0.5945744,0.06543364,-4.3621105e-05,1289.5415,1260.6172,957
19794,2.377719536189999e-50,1.2085707,0.7127848,0.066882804,3.141514e-05,1289.5859,1170.395,956
19795,2.4234322464616576e-50,1.3790847,0.6643445,0.06370267,2.9570424e-06,1289.605,1263.7593,955
19796,2.6808582008331054e-50,0.7433507,0.6561018,0.037854217,8.442843e-05,1289.7059,1219.3943,954
19797,2.8849316993125596e-50,1.0734706,0.66269857,0.067063525,-3.3118815e-06,1289.7793,846.05066,953
19798,3.086779080171473e-50,0.86179465,0.3059672,0.05142659,-1.3901304e-05,1289.8469,1275.0854,952
19799,3.4200104364880035e-50,0.54321164,0.73412925,0.040085766,2.6128011e-05,1289.9747,1170.395,951
19800,4.1614478207465637e-50,0.7785642,0.3738115,0.048519734,4.1943997e-05,1290.1969,767.82214,1000
19801,4.579391699292265e-50,1.1410149,0.7764786,0.06602966,-1.3983462e-05,1290.2926,1209.8785,999
19802,4.789797081381945e-50,0.75577486,0.8607806,0.053469483,7.493664e-06,1290.3375,1289.9747,998
19803,4.827363925493677e-50,0.8756916,0.61933607,0.05034237,0.00012473005,1290.3453,1103.9514,997
19804,4.9745247799644555e-50,1.0225759,0.578013,0.032362342,-8.3716564e-05,1290.3754,1249.3091,996
19805,5.14058434341755e-50,1.286433,0.5307011,0.059497837,-6.745745e-05,1290.4082,1281.0854,995
19806,5.457447620136422e-50,0.7360024,0.43412107,0.04776207,5.2458883e-05,1290.468,1260.6172,994
19807,6.296838095899586e-50,1.186153,0.44019955,0.055161454,-8.214363e-05,1290.6111,1263.7593,993
19808,6.390535870567334e-50,1.198945,0.5690958,0.027897809,-5.347377e-05,1290.6259,1267.2341,992
19809,7.805989845269304e-50,0.695082,0.5964435,0.055500634,6.837156e-05,1290.8259,1087.6705,991
19810,9.742024838942435e-50,1.0417606,0.8462042,0.0407651,-9.286339e-05,1291.0475,1263.7593,990
19811,9.810046296354672e-50,1.2307914,0.59283334,0.025394479,2.9013188e-05,1291.0544,1095.8356,989
19812,9.988889238281516e-50,0.9971686,0.57989025,0.050684594,-0.0001200433,1291.0725,1260.6172,988
19813,1.0322338293152952e-49,1.2570019,0.5190724,0.062250018,5.8018846e-05,1291.1053,1191.1545,987
19814,1.1456512665620216e-49,0.89757836,0.36586398,0.05464175,6.225753e-05,1291.2096,1170.395,986
19815,1.1769787881184808e-49,1.2792515,0.6174525,0.06571768,1.3752128e-05,1291.2366,1289.9747,985
19816,1.1925983329482124e-49,0.8585704,0.46964887,0.055025037,-6.774875e-05,1291.2498,1103.9514,984
19817,1.299619981584409e-49,0.8221121,0.600602,0.029325258,1.8041957e-05,1291.3357,1149.6736,983
19818,1.3495775619901544e-49,1.060948,0.8053657,0.04642054,0.00014421272,1291.3734,1214.5715,982
19819,1.4355660115266917e-49,0.83570975,0.35961866,0.041759267,4.3267773e-05,1291.4352,1233.7408,981
19820,1.4420645558387497e-49,0.77944785,0.761392,0.033613097,-4.5942837e-05,1291.4397,1278.7848,980
19821,1.4777044976796932e-49,1.1301165,0.89701474,0.049176876,-1.9008434e-05,1291.4641,1281.0854,979
19822,1.4962186727604539e-49,1.0322803,0.8196841,0.031897347,-5.9983453e-05,1291.4766,1108.2938,978
19823,1.517556076909834e-49,1.2517154,0.5781975,0.061799217,9.581596e-05,1291.4907,1271.1353,977
19824,1.729932935347451e-49,0.84696835,0.8260526,0.059488785,4.1862186e-05,1291.6217,1278.7848,976
19825,1.7716057753096697e-49,1.2903017,0.54009706,0.032935906,7.2763505e-05,1291.6455,1246.0728,975
19826,1.809858485995268e-49,0.7897402,0.54033035,0.04607501,9.599328e-05,1291.6669,1263.7593,974
19827,1.8385840328449297e-49,0.495632,0.7387285,0.04961179,-5.2173186e-06,1291.6826,1289.9747,973
19828,2.233513276670445e-49,1.4795874,0.76069844,0.055818923,-3.258218e-05,1291.8772,1200.5662,972
19829,2.2422550004710632e-49,0.76593965,0.80746794,0.052976362,8.8568675e-05,1291.8811,1231.0452,971
19830,2.3199361721916307e-49,0.6164957,0.81171614,0.054624807,3.9914026e-05,1291.9152,1286.8042,970
19831,2.400015558851574e-49,0.68965024,0.62430423,0.033666823,9.364914e-06,1291.9491,1200.5662,969
19832,2.4425763055118447e-49,1.2802824,0.70654285,0.025415327,3.7290814e-05,1291.9667,1249.3091,968
19833,2.757347496145965e-49,0.8008,0.43416736,0.04244232,6.54766e-05,1292.0879,1271.1353,967
19834,2.8052175097848383e-49,0.8590761,0.61243683,0.050921008,-0.00010218058,1292.1051,1257.3394,966
19835,2.8535702321152318e-49,0.59696895,0.76992804,0.052332968,-4.4935867e-05,1292.1222,1214.5715,965
19836,2.9795843589809477e-49,0.9345352,0.7692309,0.027398657,1.6130034e-05,1292.1654,1271.1353,964
19837,3.068542702781033e-49,1.0190951,0.8761841,0.0428532,-4.61136e-05,1292.1948,1275.0854,963
19838,3.10736780055183e-49,0.8505482,0.5190382,0.06226849,-8.395911e-06,1292.2074,1278.7848,962
19839,3.166721735283799e-49,1.0223916,0.31820077,0.048229378,-5.4826538e-05,1292.2263,1038.7756,961
19840,3.730854625628324e-49,0.6303831,0.50347364,0.04607303,9.2793925e-06,1292.3903,1275.0854,960
19841,3.751405214380447e-49,1.098906,0.88365793,0.04894073,7.749577e-05,1292.3958,705.5145,959
19842,3.8035104348542884e-49,0.6396449,0.66845584,0.040531732,6.544248e-05,1292.4095,1242.2229,958
19843,4.117598652344112e-49,0.7504428,0.46984315,0.048684627,6.8097244e-05,1292.4889,1246.0728,957
19844,4.1211186118976564e-49,1.3819325,0.68366206,0.06265901,5.212378e-05,1292.4897,653.34814,956
19845,4.3046840157075296e-49,0.705485,0.6958458,0.04172424,-7.268416e-05,1292.5333,1242.2229,955
19846,5.3579198181546665e-49,1.3075339,0.5884127,0.031433195,7.806023e-05,1292.7522,1289.9747,954
19847,6.0594720821268476e-49,0.9153861,0.6705606,0.05923089,0.00010487797,1292.8752,1278.7848,953
19848,6.117442796536122e-49,1.062291,0.35546678,0.054792464,7.41965e-05,1292.8848,1283.7971,952
19849,6.099402647749287e-49,0.7554855,0.67438924,0.036005326,7.758701e-05,1292.9071,1231.0452,951
19850,6.022039020327847e-49,1.2106156,0.47567478,0.054494303,0.000110097775,1292.9203,1253.31,1000
19851,6.317980035786436e-49,0.7324342,0.60797477,0.036996167,6.787218e-05,1292.9683,1118.5293,999
19852,6.531278204060661e-49,1.0528485,0.40429348,0.061816454,-1.3279655e-05,1293.0015,1275.0854,998
19853,6.5432482872300785e-49,0.8896129,0.40986648,0.03761484,6.1676394e-05,1293.0033,1278.7848,997
19854,7.2781669263308e-49,1.140574,0.32767448,0.04701089,1.4335457e-05,1293.1097,1231.0452,996
19855,7.328090463230522e-49,1.084542,0.54944354,0.060390014,0.00010478408,1293.1166,1257.3394,995
19856,7.367556216365918e-49,0.65770966,0.81443036,0.03821584,-1.5819693e-05,1293.122,1112.9158,994
19857,7.397294951080217e-49,1.2221766,0.41111043,0.056126162,7.493398e-06,1293.126,1292.9071,993
19858,8.132276923422403e-49,0.6001799,0.64114,0.05601262,-7.267714e-06,1293.2207,1260.6172,992
19859,8.135255597558623e-49,0.89028114,0.80293995,0.06114806,5.4157466e-05,1293.2211,1289.9747,991
19860,8.586251298645993e-49,0.69543755,0.4933806,0.041494545,-2.3603365e-05,1293.275,1263.7593,990
19861,8.838285429108652e-49,1.4117416,0.81572527,0.040159732,8.9109395e-05,1293.304,1278.7848,989
19862,9.353340262747337e-49,0.8368376,0.39897287,0.047016885,7.018031e-05,1293.3606,1246.0728,988
19863,9.434757903108436e-49,0.98617333,0.67926896,0.036899738,0.00012495101,1293.3693,1227.372,987
19864,9.602069460486795e-49,0.8582892,0.43145543,0.03370626,1.1932233e-05,1293.3868,1275.0854,986
19865,1.0426765490795127e-48,0.93485934,0.50685763,0.039042342,-8.5994136e-05,1293.4692,1267.2341,985
19866,1.208492868225485e-48,0.73662215,0.8114544,0.041874483,7.850372e-05,1293.6168,1281.0854,984
19867,1.2184173113174607e-48,0.83363074,0.5902249,0.06140754,5.71476e-05,1293.625,1286.8042,983
19868,1.2306746271223867e-48,0.5721953,0.8004681,0.050558884,-2.9092447e-05,1293.635,1073.4418,982
19869,1.2492921923284302e-48,1.0178721,0.3501499,0.036313865,4.8147325e-05,1293.65,1219.3943,981
19870,1.2845509166391818e-48,1.0459591,0.47176757,0.047731183,-0.000106072424,1293.6779,1155.8148,980
19871,1.434070060852426e-48,0.78175396,0.58378977,0.05599697,8.381369e-05,1293.788,1275.0854,979
19872,1.475804288268651e-48,1.1811836,0.557439,0.058790937,-0.000100757854,1293.8167,1246.0728,978
19873,1.5073019814837556e-48,1.1215665,0.4031959,0.045012467,-8.549098e-05,1293.8378,1214.5715,977
19874,1.5357180293578717e-48,1.1694586,0.7099328,0.037634023,0.000143722,1293.8564,1281.0854,976
19875,1.5500317072119482e-48,0.83302635,0.42529917,0.056858268,-3.1012005e-05,1293.8657,1209.8785,975
19876,1.639960032909134e-48,0.96714014,0.736973,0.06473435,4.2485848e-05,1293.9221,1053.516,974
19877,1.6552452995746214e-48,0.7250611,0.5129426,0.050028633,6.974493e-05,1293.9314,1137.7173,973
19878,2.0589804515701028e-48,0.70269495,0.6874452,0.059631854,4.4400345e-05,1294.1497,1260.6172,972
19879,2.189099409556366e-48,0.8267068,0.5722008,0.051604845,-8.770929e-05,1294.2109,1242.2229,971
19880,2.4712054080474232e-48,0.88221633,0.43542358,0.060386002,-5.388894e-06,1294.3322,1219.3943,970
19881,2.495761133882395e-48,0.64642906,0.8329564,0.041006487,-1.0875339e-05,1294.342,1223.2075,969
19882,2.557130518340409e-48,0.85161847,0.55436105,0.048745073,0.00010941937,1294.3663,1292.9071,968
19883,3.79259612354116e-48,0.60195506,0.6649052,0.051908795,5.7829675e-05,1294.7605,1281.0854,967
19884,4.028336501618384e-48,0.79529554,0.6261672,0.037390135,8.79316e-05,1294.8208,1187.0922,966
19885,4.219599552348042e-48,0.85160714,0.7155454,0.06096727,7.443134e-05,1294.8672,1233.7408,965
19886,4.5170334640413084e-48,0.56643873,0.73182255,0.03892341,4.8101456e-06,1294.9353,1103.9514,964
19887,4.5853668506245865e-48,1.0704688,0.8317841,0.045574967,-0.00011425423,1294.9503,1271.1353,963
19888,4.6701008205235565e-48,0.5848376,0.5787241,0.048143152,-9.60125e-06,1294.9686,1267.2341,962
19889,4.70615435842676e-48,1.2342877,0.73351926,0.06539427,4.548066e-05,1294.9763,1286.8042,961
19890,4.793705519797398e-48,0.77496284,0.43454793,0.03782246,1.0614917e-05,1294.9948,1108.2938,960
19891,5.051432524918884e-48,0.6719574,0.7235911,0.036866136,5.7428482e-05,1295.0471,1038.7756,959
19892,5.1769081932172636e-48,1.1362978,0.5654247,0.051717516,0.00014246212,1295.0717,1108.2938,958
19893,5.471243140235394e-48,1.1292348,0.544544,0.039455198,0.00013034584,1295.127,1187.0922,957
19894,6.050941401858001e-48,1.1153916,0.69081676,0.066077195,3.7653837e-05,1295.2277,990.9141,956
19895,6.112560175947898e-48,1.4838811,0.8003749,0.048150647,6.285362e-05,1295.2378,1227.372,955
19896,6.45142332891603e-48,0.8793548,0.80582935,0.061593294,-4.3812206e-06,1295.2917,1118.5293,954
19897,6.679818501027202e-48,0.968628,0.72172236,0.065251596,8.638386e-06,1295.3265,1267.2341,953
19898,7.559991860584575e-48,0.68469745,0.52152747,0.047614228,5.791973e-05,1295.4503,1283.7971,952
19899,8.149199629995242e-48,1.0576373,0.78630954,0.064028755,-3.43692e-05,1295.5507,1292.9071,951
19900,7.96764656426471e-48,0.82226616,0.58135617,0.052227158,0.00010266216,1295.5541,1246.0728,1000
19901,8.1615737668641e-48,0.6970246,0.85264796,0.05050008,3.3862147e-05,1295.5781,1214.5715,999
19902,8.386797084459649e-48,1.408324,0.62186944,0.040059675,7.405303e-05,1295.6053,1292.9071,998
19903,9.109340313632301e-48,0.6270409,0.5201825,0.04919184,4.764965e-06,1295.688,1275.0854,997
19904,9.251662128088152e-48,1.1122781,0.5808505,0.026212942,-3.5810765e-05,1295.7035,1267.2341,996
19905,9.443352335516805e-48,0.5679534,0.7866747,0.04123614,-1.0765176e-05,1295.724,1283.7971,995
19906,9.90379938004384e-48,1.1760327,0.50927836,0.027703803,3.4749522e-05,1295.7716,1281.0854,994
19907,9.917106871248291e-48,0.7420308,0.44512302,0.049507372,5.05405e-05,1295.773,1066.9391,993
19908,1.039684550857327e-47,0.84091073,0.33792463,0.041881215,4.907059e-06,1295.8202,1087.6705,992
19909,1.1751007329572935e-47,1.0549488,0.59392744,0.052929178,-0.0001207114,1295.9426,1271.1353,991
19910,1.1776855801614543e-47,0.9902409,0.43315014,0.033883832,6.5917695e-05,1295.9448,1278.7848,990
19911,1.264861047830598e-47,1.1187525,0.67119586,0.050254904,-0.00013737897,1296.0162,1214.5715,989
19912,1.3265342238954653e-47,0.8604594,0.80203384,0.031342115,2.0893514e-05,1296.0638,1249.3091,988
19913,1.328965405738751e-47,1.1804676,0.37166992,0.053841133,4.6382065e-06,1296.0657,1191.1545,987
19914,1.3341668292706981e-47,1.0590304,0.5021736,0.06332301,5.1223644e-05,1296.0696,1295.5507,986
19915,1.4524734584989127e-47,1.0674052,0.64993054,0.06344174,8.309449e-05,1296.1545,1295.5507,985
19916,1.5897868773545064e-47,0.60172665,0.7495057,0.055552848,-2.0995449e-05,1296.2449,1295.5507,984
19917,1.883315074706689e-47,1.1262654,0.69332016,0.064634845,7.046418e-05,1296.4143,1295.5507,983
19918,1.9578597669211368e-47,0.892664,0.44404283,0.03976367,8.031644e-05,1296.4531,872.1554,982
19919,1.964083548697917e-47,1.2798817,0.5948225,0.06360377,-3.4484754e-05,1296.4563,1238.0676,981
19920,2.0212421992567623e-47,0.9204108,0.7335659,0.054886755,-0.00010445278,1296.485,1145.1108,980
19921,2.8431107748315e-47,0.9341653,0.7275015,0.051360875,-0.00011534219,1296.8262,1200.5662,979
19922,3.157040771412305e-47,0.5472103,0.76710933,0.048102662,-2.6725796e-05,1296.9309,1174.7773,978
19923,3.209106488728282e-47,1.0212551,0.29421487,0.04244146,3.5667315e-05,1296.9473,1267.2341,977
19924,3.2795986811354773e-47,1.3340621,0.7070051,0.031864,9.823652e-05,1296.969,1231.0452,976
19925,3.3610626686756116e-47,0.83237565,0.4529808,0.05908578,-1.4983168e-06,1296.9935,277.69287,975
19926,3.3973624545458045e-47,0.86183435,0.4419791,0.058959465,3.543428e-05,1297.0043,1286.8042,974
19927,3.6515178723822986e-47,0.8781459,0.35433817,0.055982336,1.39723215e-05,1297.0764,1195.9103,973
19928,4.0755520823554907e-47,0.6788788,0.73122984,0.059021045,-1.1660696e-05,1297.1863,1260.6172,972
19929,4.74912466214697e-47,0.8505546,0.65204614,0.038083196,0.00010322704,1297.3392,1209.8785,971
19930,4.934692680718061e-47,0.83710426,0.35006452,0.053262055,1.3626718e-05,1297.3776,1295.5507,970
19931,4.987987815414156e-47,0.6272193,0.66065425,0.053321533,-3.9944607e-05,1297.3883,1219.3943,969
19932,5.382120221329948e-47,0.736294,0.4345408,0.049842764,-2.1136908e-05,1297.4644,1227.372,968
19933,5.622540238955511e-47,1.1861525,0.43394405,0.04658165,-8.594099e-05,1297.508,1219.3943,967
19934,5.87154923104805e-47,0.7242798,0.56046826,0.058265664,2.8557688e-05,1297.5514,1231.0452,966
19935,5.914711614433085e-47,1.0433165,0.29364347,0.052458253,1.9536172e-05,1297.5587,1257.3394,965
