,,theta_1,theta_2,theta_3,theta_4,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
12164,2.3560058972171255e-39,0.6358182,0.3092481,0.3973833,0.6799409,0.0002740274,0.999883,3231.1309,3178.5134,486
12165,2.410111102288234e-39,0.4777797,0.6376429,0.38953134,0.31237268,0.00027509482,1.0002104,3231.1536,3123.3113,485
12166,2.4945208710202557e-39,0.37195426,0.106980376,0.27273452,-0.0046478687,0.0003278224,0.99994045,3231.188,3143.2744,484
12167,2.6084975636469908e-39,0.4701009,0.16710778,0.27799702,0.01301545,0.00028651478,0.9997826,3231.2327,3150.8494,483
12168,2.9797251064332907e-39,0.23939954,0.4095141,0.5690952,-0.011837863,0.00021761122,1.0000799,3231.3657,3223.4158,482
12169,2.990657190708443e-39,0.21386567,0.2338686,0.17443943,0.6112806,0.00024902227,1.0001017,3231.3694,3143.2744,481
12170,2.9950412463970023e-39,0.83122534,0.5718402,0.5404276,0.22472915,0.0003265057,1.0000559,3231.3708,3188.847,480
12171,3.1664847652125775e-39,0.12500864,0.052020177,0.060009193,0.06354441,0.0002784472,1.0001017,3231.4265,3183.2996,479
12172,3.441385042029147e-39,0.10395923,0.030413061,0.25134626,0.48273388,0.00027586555,1.0000488,3231.5098,3230.5425,478
12173,3.804618850972804e-39,0.12556988,0.3226321,0.25003216,-0.12639841,0.00021504617,1.000018,3231.61,3163.332,477
12174,3.8372683167272925e-39,0.44126338,0.10571019,0.5303574,0.4468675,0.00026011813,1.0002748,3231.6187,3219.5806,476
12175,3.912951652723297e-39,0.9066444,0.47599104,0.4072851,0.14948454,0.00024799208,0.99965346,3231.6382,3227.6238,475
12176,4.773226333032731e-39,0.52527094,-0.05387242,0.45900774,0.15351443,0.00030867677,1.0000122,3231.837,3230.5425,474
12177,4.802448883967492e-39,0.38847566,-0.41000974,-0.02636828,0.1714486,0.0002956333,0.99997526,3231.843,3183.2996,473
12178,4.970645943127575e-39,0.91484463,0.23858887,0.2978344,0.30829167,0.00022604046,1.0003428,3231.8774,3209.399,472
12179,5.598206532955472e-39,0.56182635,0.082424246,0.2100751,0.414978,0.00032459234,0.99984145,3231.9963,3227.6238,471
12180,5.598206532958018e-39,0.24325088,0.1769001,0.37718126,0.4207639,0.00021145947,1.0001746,3231.9963,3150.8494,470
12181,5.94908424969969e-39,0.87756354,0.29586783,-0.0027369966,0.2182714,0.00021310727,1.0002092,3232.0571,3178.5134,469
12182,5.967995615446823e-39,0.031866714,0.2982317,-0.13197559,0.35628995,0.00023268777,1.0000091,3232.0603,3212.7595,468
12183,9.00507296529938e-39,0.32899842,0.13581596,0.521794,0.1299151,0.00028286004,1.0002311,3232.4717,3064.8245,467
12184,1.0087665823500822e-38,0.42365143,-0.3267964,0.014838464,0.0941185,0.00028995154,0.99992055,3232.5852,3230.5425,466
12185,1.1400166095768825e-38,0.27855033,-0.089370996,0.13792259,0.66494316,0.00025931696,1.0000373,3232.7075,3129.9937,465
12186,1.2736447547681377e-38,0.29934114,0.001177499,0.4715226,0.31164432,0.00032092503,1.0000323,3232.8184,3230.5425,464
12187,1.3003515213841696e-38,0.38696018,-0.09708704,0.16992903,0.32322466,0.000290055,0.9998048,3232.839,3230.5425,463
12188,1.4274595811694979e-38,0.1640504,0.24323307,0.15632169,0.3045245,0.00029778012,1.0001311,3232.9324,3230.5425,462
12189,1.866309131405543e-38,0.8347533,0.32174554,0.14983319,-0.054418538,0.00029861316,1.0001732,3233.2004,3173.0615,461
12190,2.0653116050441588e-38,0.44815347,0.083791904,0.21638048,0.29047054,0.00022794823,1.0002826,3233.3018,3193.9714,460
12191,2.1236008130790776e-38,0.09252135,0.04615834,0.0863713,-0.13144748,0.00022718523,0.9999854,3233.3296,3230.5425,459
12192,2.2939187098749402e-38,0.33702907,0.22761947,0.41028872,-0.09238266,0.00026837987,0.9998172,3233.4067,3183.2996,458
12193,2.9605898887770413e-38,0.1286908,0.31726578,-0.09834521,0.45959964,0.00027755657,1.0000358,3233.6619,3089.5474,457
12194,3.2818781951366534e-38,0.19372994,0.16447255,0.14054897,-0.20008619,0.0002173017,0.9999842,3233.765,3223.4158,456
12195,3.586881157234795e-38,1.044325,0.21523619,-0.044199947,0.12661484,0.00028560133,1.000149,3233.8538,3230.5425,455
12196,4.2274108231610734e-38,0.32075173,0.17730625,0.17831479,0.25937,0.00030389644,0.9998315,3234.018,3199.0674,454
12197,4.6804597754936493e-38,0.73186177,0.11176387,-0.065716565,-0.16857898,0.00031305526,1.0000279,3234.1199,3216.0098,453
12198,4.736787855431074e-38,0.22967437,-0.13123485,-0.24671672,0.23957714,0.00024100229,1.0000094,3234.1318,3216.0098,452
12199,4.5523591854209563e-38,0.9303973,0.57139987,0.20211777,0.14458175,0.0002104093,0.99977154,3234.1433,3199.0674,451
12200,4.33226117661149e-38,0.070242345,0.100928746,0.099014364,0.38236657,0.0002915589,0.9999658,3234.1477,3230.5425,500
12201,4.429587277083156e-38,0.69316834,0.27729574,0.69974476,0.5829264,0.00027498044,1.0002308,3234.17,2863.5657,499
12202,4.486180747610728e-38,0.21335241,0.0052846437,0.2496483,0.47969443,0.00026492466,1.0001734,3234.1826,3223.4158,498
12203,4.779013520060188e-38,0.6009119,0.3660664,0.257289,0.11130618,0.00026601096,0.9997302,3234.2458,3188.847,497
12204,4.825912198704726e-38,0.7248712,0.3087961,0.08175366,0.044863544,0.00032389845,1.0000687,3234.2556,3212.7595,496
12205,5.659998356097388e-38,0.91286963,0.33326936,0.122464776,0.17778228,0.00031716624,1.0001596,3234.415,3072.1995,495
12206,5.969399034041679e-38,0.29377633,-0.36694282,0.109763116,0.54646665,0.00022334552,0.9999704,3234.4683,3230.5425,494
12207,6.032396159738909e-38,0.11034207,0.16791324,0.5449408,-0.1378925,0.00020153333,0.9999479,3234.4788,3057.569,493
12208,6.058964047127336e-38,0.99743444,0.13946554,-0.02198049,0.074846864,0.00023575206,0.9998018,3234.4832,3230.5425,492
12209,6.365261036478404e-38,0.41014555,0.0013104066,0.46232006,0.030504948,0.00026770687,0.9998101,3234.5325,3203.9795,491
12210,6.630145348266249e-38,0.77144176,-0.07956251,-0.26271194,0.014045203,0.00028593215,1.000135,3234.5732,3212.7595,490
12211,6.71485367702824e-38,0.3686882,0.25832993,0.5020389,0.4854124,0.00025713773,0.99984026,3234.586,3163.332,489
12212,6.833931732646381e-38,0.14690903,-0.10281328,0.42413837,0.19919176,0.00030591222,0.9999996,3234.6035,3219.5806,488
12213,6.973824870377889e-38,0.2006932,0.08015858,-0.2665966,0.17179118,0.00024116243,1.0000305,3234.6238,3227.6238,487
12214,7.269356276201735e-38,0.55073136,-0.51171273,0.03832994,0.44903317,0.00023220839,0.9999872,3234.6653,3193.9714,486
12215,8.401776176017762e-38,0.17423946,0.11993952,-0.060745567,0.52061117,0.00023670796,1.000076,3234.81,3183.2996,485
12216,8.867547028753577e-38,0.4877962,-0.075349145,0.32444787,0.22665878,0.00031314892,0.9998354,3234.864,3227.6238,484
12217,1.1877365609156876e-37,0.56880677,0.08147836,-0.06065594,-0.18019482,0.00030298674,1.0000502,3235.1562,3183.2996,483
12218,1.284876657718395e-37,1.045235,0.4958208,0.061247274,-0.0356413,0.00030230178,1.0000001,3235.2349,3178.5134,482
12219,1.5742637891406062e-37,0.22296503,0.11611636,-0.12916468,0.40118954,0.00023612633,0.99989885,3235.438,3209.399,481
12220,1.647399334869451e-37,0.5542657,0.25217175,0.017642193,-0.19529122,0.00026462178,1.0000188,3235.4834,3163.332,480
12221,1.9510883340375216e-37,0.14958097,-0.19371836,0.27135718,0.275128,0.00023804263,0.9998847,3235.6526,3234.1433,479
12222,2.0076237123648816e-37,0.16463995,0.31793344,0.42814463,0.19925337,0.00020205368,1.0000949,3235.6812,3157.7856,478
12223,2.603137413436664e-37,0.24678653,0.35101497,0.3184198,-0.074732065,0.000263611,1.00012,3235.941,3173.0615,477
12224,3.322155766296016e-37,0.13341394,0.3733962,0.4450913,-0.08120886,0.0002277347,1.0000685,3236.1848,3234.1433,476
12225,3.3843727517505604e-37,0.29178205,-0.1490297,0.30427045,0.536664,0.00028987677,1.000112,3236.2034,3048.5613,475
12226,3.480739456725324e-37,0.6477172,-0.10345129,0.43975812,0.5363147,0.00022232338,1.0002552,3236.2314,3109.8596,474
12227,3.4866930719389768e-37,0.15252224,0.038066898,0.086765476,-0.06918379,0.00026153473,1.0000861,3236.2332,3227.6238,473
12228,3.648674311910873e-37,0.37008667,0.093359075,0.3472187,0.13921076,0.00032922978,0.9999536,3236.2786,3150.8494,472
12229,3.783845621016836e-37,0.15294132,0.089758575,0.33377913,0.17335737,0.00031284665,1.0000132,3236.315,3230.5425,471
12230,3.805152566779307e-37,0.55121136,0.09568497,0.37010017,0.022129344,0.00030656814,1.0001582,3236.3206,3203.9795,470
12231,5.6415277981788364e-37,0.2986598,-0.3853679,0.19670066,0.40567616,0.00023508041,0.99989206,3236.7144,3227.6238,469
12232,5.8405378124844415e-37,0.8735277,0.29661414,0.2794196,0.09322693,0.00024868964,1.0003005,3236.749,3227.6238,468
12233,6.03919152435453e-37,0.6826899,0.19221616,0.30553263,0.41630223,0.0002459008,1.0003533,3236.7825,3219.5806,467
12234,6.4396818310468865e-37,0.46219537,0.103251405,0.14978725,0.39178073,0.0002640063,1.0002663,3236.8467,3209.399,466
12235,6.5363029790255705e-37,0.44494137,0.16643131,0.16208462,0.50377476,0.0002492709,0.99975616,3236.8616,3199.0674,465
12236,6.6603400381541435e-37,0.60364133,0.4799967,0.25001884,0.22475936,0.00020276285,0.999764,3236.8804,3219.5806,464
12237,6.96805794685431e-37,0.20987128,-0.2136168,0.08957161,0.2116017,0.00028926527,0.99993765,3236.9255,3178.5134,463
12238,7.462870093656808e-37,0.69359845,0.35186213,0.15619947,0.4700321,0.0002367366,0.999842,3236.9941,3216.0098,462
12239,7.521402109240452e-37,0.6573325,-0.22760591,-0.12278885,-0.06767844,0.00021775394,0.9999401,3237.002,3123.3113,461
12240,8.110763643356646e-37,0.7196414,0.5452002,0.43991998,0.3162063,0.0003091508,0.99978817,3237.0774,3230.5425,460
12241,9.021741053529136e-37,0.21061443,-0.18179528,0.3171246,0.3704718,0.00028881794,0.9999045,3237.1838,3129.9937,459
12242,9.584854648470896e-37,0.07234583,0.4127288,0.23716977,0.1505875,0.00022577164,0.99992913,3237.2444,3223.4158,458
12243,1.0361169030823716e-36,0.91105294,0.49216342,0.49873406,0.4459061,0.00032108414,0.9998665,3237.3223,3223.4158,457
12244,1.0826646714800046e-36,0.3273549,0.25499162,-0.07016335,0.37318575,0.0002483177,1.0001616,3237.3662,3209.399,456
12245,1.1449185440526884e-36,0.22503029,0.3756732,0.16356505,0.5031518,0.00020841004,0.999882,3237.422,3230.5425,455
12246,1.1663604587048073e-36,0.61223155,0.32800236,0.23491052,0.3028741,0.00027328279,1.0003105,3237.4407,3173.0615,454
12247,1.258368342859324e-36,0.50715476,0.21884851,0.19115494,0.29883233,0.00031194175,0.9998184,3237.5166,3216.0098,453
12248,1.3652791108338e-36,0.3572614,0.31727767,0.22256622,0.16465029,0.0002385972,1.0002388,3237.5981,3227.6238,452
12249,1.4104529191381168e-36,0.33135659,0.049402192,0.12442301,0.56139904,0.0002421403,1.0001868,3237.682,3212.7595,451
12250,1.494112855407926e-36,0.43929705,0.06514513,0.43634444,0.14085217,0.00022357178,1.0002658,3237.7935,3216.0098,500
12251,1.5032600832938703e-36,0.6181376,0.22903022,0.0630351,0.03272472,0.00030362536,1.0001612,3237.7996,2929.1865,499
12252,1.7472214155785845e-36,0.38049302,0.4005754,-0.10319422,0.24117316,0.0002747752,1.0000114,3237.95,3237.682,498
12253,1.9358874001397886e-36,0.6885166,0.51366997,0.79159474,0.111019894,0.00024778894,1.0000657,3238.0525,3223.4158,497
12254,1.9798612442281033e-36,0.22159696,0.36270577,0.43752098,-0.03157898,0.0002511978,0.99986297,3238.075,3212.7595,496
12255,1.991982311198781e-36,0.36817303,0.31327507,0.071833774,0.11732913,0.00030600632,0.9999559,3238.081,3234.1433,495
12256,2.3351259415204894e-36,0.4495229,-0.28934819,0.40960872,0.3846414,0.0002746339,1.0001553,3238.24,3104.9028,494
12257,2.5577559171716253e-36,0.22472847,0.06521388,-0.12286701,0.26968598,0.0002698057,0.9999056,3238.331,3237.682,493
12258,2.607566441733546e-36,0.210267,0.30346054,0.35626918,0.20448504,0.00026306114,1.0001935,3238.3503,3209.399,492
12259,2.704828427371817e-36,0.70091325,0.49664965,0.40589464,0.22674967,0.00027676756,0.9996997,3238.387,3117.3152,491
12260,2.7413930858883893e-36,0.42240235,0.011608046,0.09680105,0.10992089,0.00031172822,1.0001271,3238.4004,3230.5425,490
12261,2.7649184436661912e-36,1.0949596,0.6073946,0.615985,0.44323403,0.00030320854,1.000116,3238.409,3150.8494,489
12262,2.7682956491152564e-36,0.68730426,-0.119114555,-0.0944652,-0.12508076,0.00021313349,1.00009,3238.4102,3216.0098,488
12263,2.8834956516978474e-36,0.5249822,0.45387602,0.40318662,0.37435573,0.00021856425,1.0003159,3238.451,3216.0098,487
12264,2.9339138318327464e-36,0.5105812,0.49359408,0.14917184,0.3202712,0.00024380379,0.9997774,3238.4683,3188.847,486
12265,2.9425218858090518e-36,0.18756664,0.045495473,0.3785222,-0.10295596,0.00022141356,0.99986935,3238.4712,3188.847,485
12266,3.1553241004841436e-36,0.20603687,-0.15173118,0.43765488,0.41089526,0.0002836277,1.0000323,3238.541,3230.5425,484
12267,3.215201545466101e-36,0.4538853,0.5806904,0.4453014,0.13401257,0.00020850415,1.0000564,3238.5598,3230.5425,483
12268,3.6237846063381726e-36,0.4136607,0.36351284,0.047137115,0.20576343,0.00025735138,1.0001974,3238.6794,3212.7595,482
12269,3.971213380681269e-36,0.64257014,0.26521644,0.05314781,0.1772847,0.00030712405,0.99984425,3238.771,3223.4158,481
12270,4.74017302676726e-36,0.7891039,0.43850455,0.6525259,0.31012493,0.00032224035,0.99991614,3238.948,3082.5986,480
12271,5.085463310760664e-36,0.44023457,-0.15260892,-0.08480347,-0.19511767,0.00026774878,0.99998033,3239.0183,3237.682,479
12272,5.0941617187029524e-36,0.9873028,0.557429,0.05388033,0.030848786,0.00028074888,0.9999873,3239.02,3230.5425,478
12273,5.9339079745151376e-36,0.9307171,0.37909883,0.12832735,0.08042018,0.00031133386,1.0001354,3239.1726,3227.6238,477
12274,6.07314366481625e-36,0.71967244,0.75431675,0.46525708,0.50595886,0.00020971407,1.0001508,3239.1958,3199.0674,476
12275,6.077593397428212e-36,0.5160171,0.3243418,0.3832003,0.58324105,0.00026213503,1.0002589,3239.1965,3237.682,475
12276,8.150390384768785e-36,0.59097767,-0.08039922,0.36734822,0.13539428,0.00027654952,0.99998635,3239.49,3216.0098,474
12277,8.158353638057027e-36,0.42600498,0.22357678,-0.18663609,0.004332615,0.00026948017,0.99996305,3239.491,3163.332,473
12278,8.684522241604064e-36,0.92488235,0.3983516,0.38099396,0.03765848,0.00027679087,1.0000175,3239.5535,3219.5806,472
12279,9.27401326863123e-36,0.27612925,-0.1849722,0.17118128,-0.17838594,0.00022601167,1.0000384,3239.6191,3188.847,471
12280,1.0490889693782276e-35,0.32783195,-0.09944553,-0.04430392,-0.0044195675,0.00023941527,0.99990433,3239.7424,3237.682,470
12281,1.089815130525093e-35,0.6663589,0.19875254,0.26556158,0.06591536,0.0003106689,1.0001758,3239.7805,2338.3672,469
12282,1.147987064478693e-35,0.15796979,0.17289329,-0.022898821,0.3797315,0.00021848734,1.0001253,3239.8325,3216.0098,468
12283,1.282549474220054e-35,0.45287803,0.15382658,0.6591426,0.23735279,0.00029455943,1.0001457,3239.9434,3219.5806,467
12284,1.370610311800799e-35,0.2443928,0.33031332,0.3971978,-0.022141,0.00021616982,1.000154,3240.0098,3117.3152,466
12285,1.5316416102503044e-35,0.5178663,0.07835583,0.5511758,0.57646096,0.00021844346,0.9998101,3240.1208,3212.7595,465
12286,1.5981082353896403e-35,0.54909015,0.4207667,0.5629061,0.008867647,0.00020881473,0.99982226,3240.1633,3203.9795,464
12287,1.658527153895996e-35,0.33859476,0.007327436,0.35279575,0.5880903,0.00029012188,0.99994886,3240.2004,2993.1104,463
12288,1.6670521799003498e-35,0.07423109,0.40713313,0.27397788,0.09024592,0.00026617176,1.0000216,3240.2056,3117.3152,462
12289,2.028104933675014e-35,0.41638377,0.124221355,0.62741214,0.4103238,0.00023711078,0.99985045,3240.4016,3230.5425,461
12290,2.145769675744187e-35,0.42924687,0.38823193,0.6579291,0.10051692,0.00025326048,1.0002161,3240.458,3234.1433,460
12291,2.1510147713399502e-35,0.7632185,0.24099673,-0.13213855,0.1537621,0.00020721805,0.9998851,3240.4604,3234.1433,459
12292,2.3366152067187656e-35,0.8067768,0.7031027,0.8559863,0.31128958,0.00024392059,1.0001979,3240.5432,3216.0098,458
12293,2.4374190606666493e-35,0.7681565,0.6779531,0.5657254,0.5613425,0.0002681026,1.000285,3240.5854,3216.0098,457
12294,2.6992946515342987e-35,0.323567,0.587222,0.44842163,0.24060895,0.0002627911,0.9999956,3240.6875,3237.682,456
12295,2.764656179761301e-35,0.41050118,0.21338049,0.58385503,0.1566352,0.00023556397,0.99974805,3240.7114,3203.9795,455
12296,2.950875266443304e-35,0.1430622,-0.27914152,0.23658925,-0.011334159,0.00024280706,0.9999999,3240.7766,3237.682,454
12297,3.1167454326903164e-35,0.49223003,-0.36044827,0.28194037,0.4371752,0.00027157346,0.99986565,3240.8313,3237.682,453
12298,3.2409024560365773e-35,0.3587681,0.47131622,0.33776492,0.4113243,0.0002273439,0.999785,3240.8704,3223.4158,452
12299,3.389257414426776e-35,-0.009658588,-0.025992494,0.32359788,0.10164664,0.00026181806,0.99999636,3240.9663,3199.0674,451
12300,3.2467245552987524e-35,0.15620354,-0.08499078,0.27959168,0.45523313,0.00020496242,1.000049,3240.9773,3163.332,500
12301,3.340802715605142e-35,0.17540684,0.13859187,0.026441252,0.5425235,0.00024859104,0.99992234,3241.0059,3227.6238,499
12302,3.7515830928874834e-35,0.39651954,0.57284516,0.5662597,0.24707144,0.00026512847,0.9999633,3241.1218,3234.1433,498
12303,3.9489409942754114e-35,0.5401306,0.21122976,-0.1431576,-0.027960043,0.0002843777,0.9999325,3241.173,3230.5425,497
12304,4.5330132428063215e-35,0.79557306,0.7590911,0.65776855,0.28288367,0.00021521027,0.9998754,3241.311,3223.4158,496
12305,5.006575396384084e-35,0.7629675,0.2795756,0.47317275,0.0980849,0.00020763208,0.99980795,3241.4104,3240.9663,495
12306,5.094115816306415e-35,0.44121355,0.13136415,-0.2896606,0.061195534,0.00023100241,1.0000683,3241.4277,3216.0098,494
12307,5.173073356143949e-35,0.616217,-0.031116668,0.5439313,0.51776844,0.00025648836,1.0002519,3241.443,3227.6238,493
12308,5.249408528412355e-35,0.2782497,0.15108143,0.103022955,-0.03394907,0.00029770887,1.0000538,3241.4578,3234.1433,492
12309,5.304807346113405e-35,0.14663808,-0.026503688,0.10016414,0.23928522,0.00027225,0.99990165,3241.4683,3240.9663,491
12310,5.351637122886884e-35,0.9074713,0.30103338,0.3772838,0.22736418,0.00029989152,1.0002106,3241.477,3212.7595,490
12311,5.380458599731048e-35,0.41103533,0.2679384,0.49478766,-0.16269572,0.00026483514,1.0001178,3241.4824,3234.1433,489
12312,5.563463676785762e-35,0.4397588,0.3870074,0.3813481,0.31895372,0.0003184689,1.0000157,3241.5159,3227.6238,488
12313,5.720481092878743e-35,0.43832245,0.39283028,0.18279512,0.14501625,0.00028479207,0.99984837,3241.5437,3219.5806,487
12314,5.834731793900798e-35,0.47710624,-0.21275052,0.40020695,0.2346127,0.000285593,1.0000856,3241.5635,3216.0098,486
12315,6.135682189886505e-35,0.16188352,0.16323127,0.54050833,0.15375634,0.00021282215,0.99994296,3241.6138,3237.682,485
12316,6.161200586751847e-35,0.06573571,0.30940816,0.2668177,0.3276782,0.00024781367,1.0000489,3241.618,3203.9795,484
12317,6.447431376258196e-35,0.7591381,0.17624311,0.47273394,0.38832083,0.00032593662,0.9999796,3241.6633,3223.4158,483
12318,7.044906420304453e-35,0.41059533,-0.25495481,0.15366241,0.18785967,0.00020976861,1.0001557,3241.752,3136.7837,482
12319,7.231365679532929e-35,0.61206895,-0.061791193,0.2870687,0.6539664,0.00023799585,1.0000738,3241.778,3223.4158,481
12320,7.382998538534987e-35,0.2672178,-0.3682796,0.11181919,0.09118798,0.000249792,0.9999644,3241.7988,3173.0615,480
12321,7.561772673872244e-35,0.23922352,0.45649347,0.00399944,0.33717033,0.00025993978,1.0000846,3241.8228,3234.1433,479
12322,7.624802531318111e-35,0.036420926,0.11317327,-0.024460874,0.3657029,0.0002554838,0.99998707,3241.831,3219.5806,478
12323,7.750550293838682e-35,0.6074604,0.29362035,0.15468143,0.25782058,0.00028215096,1.0002571,3241.8474,2913.6384,477
12324,8.435767007312785e-35,0.5683021,-0.15771534,0.25030974,0.1828151,0.00030703892,0.9999216,3241.9321,3209.399,476
12325,8.81259382818409e-35,0.09504858,-0.068908796,0.5038023,0.03979475,0.0002408669,0.9999081,3241.9758,3193.9714,475
12326,1.0076591074344458e-34,0.83728796,0.8535962,0.75132424,0.5166842,0.00023170646,1.0002269,3242.1099,3219.5806,474
12327,1.144059669649637e-34,0.36106795,0.2248128,0.29834086,-0.2136551,0.0002613855,1.0000752,3242.2368,3212.7595,473
12328,1.1686196719330732e-34,0.5614909,0.001166814,0.30019185,0.5974521,0.0003051242,1.0000334,3242.258,3039.7366,472
12329,1.316804608073049e-34,1.1239552,0.23718949,-0.092696264,0.03160305,0.00025656802,1.0000125,3242.3774,3203.9795,471
12330,1.3427762517966439e-34,0.22323537,0.20299977,0.42407432,0.10810176,0.00030684532,1.0000393,3242.397,3173.0615,470
12331,1.6484202835218891e-34,0.6843001,-0.014839737,0.10125604,0.39529815,0.0002749168,1.0002217,3242.602,3183.2996,469
12332,1.7858518894605576e-34,0.2817368,-0.06648291,-0.025517253,0.4004707,0.00023218813,0.99987227,3242.6821,3240.9663,468
12333,1.879340544318488e-34,0.40229866,0.29709548,0.31710717,0.48544556,0.00028012018,0.9997919,3242.7332,3203.9795,467
12334,2.0345336827943667e-34,0.5840447,0.091505036,0.3374787,0.49093866,0.00032252254,0.9999508,3242.8125,3230.5425,466
12335,2.3099358859119015e-34,0.19639687,0.4288366,0.115008555,0.19896595,0.00020053572,1.0000057,3242.9395,3230.5425,465
12336,2.652236809134377e-34,0.18998472,0.21361196,0.57114303,-0.24056906,0.00023389213,0.99998045,3243.0776,3237.682,464
12337,2.6567733157052904e-34,0.1729418,0.4340225,0.17192699,0.36599877,0.00027878696,0.9999552,3243.0793,3193.9714,463
12338,2.7471379187092828e-34,0.26687485,0.19228207,0.6206488,-0.042613447,0.000267925,1.0001305,3243.1128,3163.332,462
12339,2.801320359178093e-34,0.19525051,0.048003837,0.25723347,-0.21412167,0.00028125095,1.0000294,3243.1323,3199.0674,461
12340,2.8846043145446438e-34,0.98110574,0.32183573,-0.10594673,-0.04910068,0.0002789613,0.99986076,3243.1616,3234.1433,460
12341,2.898016129904258e-34,0.70140237,0.65171653,0.60852456,0.3426596,0.00021092952,1.0002915,3243.1663,3237.682,459
12342,3.057927342019182e-34,0.6401306,0.62401676,0.2041394,0.353352,0.00027431268,0.9999895,3243.22,3136.7837,458
12343,3.065402105698661e-34,0.31709224,0.27082682,0.63935167,0.15989533,0.0002783122,1.0000291,3243.2224,3157.7856,457
12344,3.070645309001927e-34,0.24839284,0.29204088,0.64422625,0.038115226,0.00023095783,0.9999886,3243.224,3227.6238,456
12345,3.309638304184642e-34,0.7087317,0.39942467,0.6177905,0.66553277,0.00021511033,0.9998689,3243.299,3188.847,455
12346,3.459168917221967e-34,0.32381767,0.37260997,0.52831405,0.3487303,0.00026639272,0.99997085,3243.3433,3199.0674,454
12347,3.583818146702405e-34,0.46583667,0.547541,0.5465477,0.1986231,0.00020500021,0.9998491,3243.3787,3212.7595,453
12348,3.814954558933982e-34,0.35444728,0.28287247,0.081566066,0.26752615,0.00024187178,0.99979895,3243.4412,3183.2996,452
12349,3.972093322626262e-34,0.56668544,0.45049953,0.03587083,0.1967509,0.00027808957,1.0001115,3243.5327,3240.9663,451
12350,4.211806084631109e-34,0.064854495,0.1641623,-0.07081336,0.26927423,0.00022290787,0.9999713,3243.6453,3243.5327,500
12351,4.363576176156998e-34,0.59612703,0.7459078,0.526966,0.40470335,0.00021453876,0.99989957,3243.6807,3203.9795,499
12352,4.465964946538687e-34,0.24754556,-0.034876686,-0.0558882,0.513987,0.00025059498,1.0000123,3243.7039,3199.0674,498
12353,4.531865849166162e-34,0.6032843,-0.07980322,0.052508578,0.20673423,0.0002645494,1.0002207,3243.7185,3199.0674,497
12354,4.592007699220495e-34,0.08638246,0.27842587,-0.07373893,0.45479068,0.00023613035,0.9999884,3243.7317,3234.1433,496
12355,4.827680689367883e-34,0.70434433,0.44975367,0.36610863,0.4738441,0.0002714299,0.99970734,3243.7817,3234.1433,495
12356,5.2596239046457215e-34,0.8208114,-0.070259094,0.022063952,0.31716028,0.00026462326,1.0001743,3243.8674,3212.7595,494
12357,5.740015248869241e-34,0.6912539,0.3377924,0.024548618,0.3101027,0.00028832335,1.0000031,3243.9548,3203.9795,493
12358,5.879005695317589e-34,0.39041597,0.3234555,-0.14439304,0.3132686,0.00022410796,1.0000387,3243.9788,3173.0615,492
12359,6.207951730935646e-34,0.6299639,0.20956872,0.02154327,0.111419186,0.00030896402,0.9998919,3244.0332,3234.1433,491
12360,6.536126288944206e-34,0.25795823,0.28964713,0.45927322,-0.1324828,0.00020285185,1.0000892,3244.0847,3227.6238,490
12361,7.3739251422118415e-34,0.12240805,0.12963352,0.57013667,-0.1570612,0.0002649195,1.0000545,3244.2053,3243.5327,489
12362,8.390503568830717e-34,0.8896229,0.30752778,0.11518325,-0.114804216,0.0002554831,1.0001416,3244.3345,3178.5134,488
12363,8.474912294025177e-34,0.2669321,-0.16831578,0.5100081,0.26800275,0.0002813271,1.0000999,3244.3445,3237.682,487
12364,8.844845976179476e-34,0.6685103,0.015908567,0.38506073,0.27907145,0.000310145,0.9998784,3244.3872,3223.4158,486
12365,9.59161808845618e-34,0.50504255,0.36001047,0.4958635,-0.13720126,0.00023869646,1.0000544,3244.4683,3234.1433,485
12366,1.0697611162221127e-33,0.4692659,-0.39214504,-0.20880975,0.13354336,0.0002530683,1.0000185,3244.5774,3109.8596,484
12367,1.1603645184592994e-33,0.4683842,0.08489461,0.26376826,0.3579742,0.00023742522,0.9997285,3244.6587,3230.5425,483
12368,1.3983005876234029e-33,0.5067883,0.1197834,0.1136222,0.4580873,0.0002934994,1.0001588,3244.8452,3223.4158,482
12369,1.4600497696364573e-33,0.540386,0.04757785,-0.10631948,0.24797422,0.00023197793,0.99983245,3244.8884,3237.682,481
12370,1.5748406895685065e-33,0.3376826,0.14109498,0.6077133,0.2980596,0.0002649668,1.0001256,3244.964,3240.9663,480
12371,1.7555754515710676e-33,0.4486688,0.3099489,0.5467201,0.30454814,0.00029720075,0.9998457,3245.0728,3227.6238,479
12372,1.83758276392229e-33,0.91204655,0.10349922,0.04180767,0.28536004,0.00024532457,1.0001951,3245.1184,3234.1433,478
12373,2.059502944390739e-33,0.122136824,0.1478795,0.43886286,-0.20371562,0.00025458305,1.0000863,3245.2324,3223.4158,477
12374,2.1006357881741073e-33,0.13246694,-0.010503444,0.08344379,-0.08075176,0.00026075557,1.0000061,3245.2522,3230.5425,476
