,,phi_1,theta_1,theta_2,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
45775,0.004441302103197393,0.976154,-0.14858972,0.14743032,0.023685446,0.000111188456,-0.0013031557,1971.3646,1971.303,425
45776,0.004442928854456227,0.9708626,-0.14392954,0.14426473,0.02374076,7.904207e-05,-0.0014255147,1971.365,1971.2867,424
45777,0.004443471237273652,0.9740704,-0.13800761,0.15068305,0.023707664,4.2763553e-05,-0.00078077544,1971.3651,1971.2289,423
45778,0.004444013686300927,0.97506636,-0.1470825,0.14711297,0.023991562,9.0912574e-05,-0.0013139141,1971.3652,1971.2715,422
45779,0.004444013686302948,0.9759731,-0.14682409,0.14017557,0.023910096,0.00012488416,-0.0015231309,1971.3652,1971.1897,421
45780,0.004444556201558261,0.9766263,-0.14556004,0.12579997,0.023812637,8.735242e-05,-0.00086582353,1971.3654,1971.2969,420
45781,0.004445098783034538,0.9742616,-0.1441271,0.1458083,0.023633132,1.869099e-05,-0.0004649534,1971.3655,1971.3135,419
45782,0.004446726924931654,0.97523606,-0.1434093,0.14183393,0.023702774,6.37624e-05,-0.00040387278,1971.3658,1971.2615,418
45783,0.00444726977141105,0.97184336,-0.13984786,0.14423066,0.02386685,0.000116334515,-0.0014480078,1971.366,1971.201,417
45784,0.004448355663180317,0.9745205,-0.138484,0.13936321,0.02357215,0.00010499194,-0.0014337638,1971.3662,1971.3002,416
45785,0.004448898708486367,0.9739928,-0.15066203,0.1272606,0.023766467,9.5245e-05,-0.0011950977,1971.3663,1971.2832,415
45786,0.004448898708489402,0.9740971,-0.14869972,0.1296606,0.023870993,3.026303e-05,-0.0006435734,1971.3663,1971.1897,414
45787,0.0044494418200962905,0.9723465,-0.13998339,0.13097453,0.023712547,6.748173e-05,-0.0012711115,1971.3665,1971.29,413
45788,0.004449984997998958,0.9746141,-0.13436814,0.14696471,0.023784861,0.000102646314,-0.0010969527,1971.3666,1971.2969,412
45789,0.004449984997999971,0.97401124,-0.15872794,0.14449379,0.023730546,3.1780266e-05,-0.0005041676,1971.3666,1971.2289,411
45790,0.004451071552750316,0.97775584,-0.14106037,0.13395956,0.02372179,8.068083e-05,-0.0010191301,1971.3668,1971.3108,410
45791,0.004451071552747279,0.97417146,-0.1586495,0.13987392,0.023695517,8.455924e-05,-0.0009158637,1971.3668,1971.1848,409
45792,0.0044516149296091245,0.9755252,-0.14610042,0.13592139,0.023750676,1.967151e-06,-0.00017095584,1971.367,1971.2748,408
45793,0.004452701882339559,0.9718307,-0.14194827,0.1392511,0.023803439,3.736774e-05,-0.00092088955,1971.3672,1971.303,407
45794,0.004452701882334497,0.9730999,-0.12897938,0.14568603,0.023839442,5.9080485e-05,-0.0006584541,1971.3672,1971.279,406
45795,0.00445378910046462,0.9730939,-0.13965121,0.13543274,0.024057304,9.661062e-05,-0.001269627,1971.3674,1971.303,405
45796,0.004453789100468671,0.97427094,-0.13727596,0.14813973,0.023894172,5.5046155e-05,-0.0010121629,1971.3674,1971.2289,404
45797,0.004454332809083678,0.97141534,-0.14397825,0.14396876,0.023662489,6.462e-05,-0.0006493795,1971.3676,1971.1042,403
45798,0.004455964333197344,0.97680026,-0.13660468,0.12825836,0.023842229,5.4981778e-05,-0.00048262737,1971.3679,1971.29,402
45799,0.004457052347921495,0.97573465,-0.1519158,0.14288245,0.02367893,2.0185378e-05,-0.00046140768,1971.3682,1971.1897,401
45800,0.004457052347921495,0.9757219,-0.14530616,0.14627342,0.024012035,8.535393e-05,-0.0011382285,1971.3682,1971.195,400
45801,0.004457052347921495,0.97342503,-0.12925345,0.12738979,0.023660962,7.897859e-05,-0.0010968687,1971.3682,1971.2748,399
45802,0.004458140628308696,0.974086,-0.13584362,0.14345449,0.023680039,3.7474634e-05,-0.0008247449,1971.3684,1971.3108,398
45803,0.004458140628308696,0.97450656,-0.15936747,0.14714967,0.023915285,6.1013485e-05,-0.0009132698,1971.3684,1971.3108,397
45804,0.004459229174423814,0.97136116,-0.15461943,0.14088154,0.02386351,6.341461e-05,-0.00097576,1971.3687,1971.303,396
45805,0.004459229174425842,0.9759099,-0.15095875,0.14806284,0.023707543,2.4190213e-05,-0.00031200523,1971.3687,1971.2748,395
45806,0.004460317986327678,0.975841,-0.13051826,0.13485521,0.023913937,4.12439e-05,-0.0005184586,1971.3689,1971.24,394
45807,0.004461407064088226,0.9745955,-0.1313532,0.14565809,0.02391095,4.8239363e-05,-0.0006657464,1971.3691,1971.2487,393
45808,0.004462496407769359,0.9770025,-0.15435818,0.14124483,0.023947787,7.0429654e-05,-0.0007351349,1971.3694,1971.3108,392
45809,0.004462496407769359,0.97154814,-0.1403431,0.14929844,0.023631692,5.9740363e-05,-0.0010236171,1971.3694,1970.7223,391
45810,0.004462496407769359,0.9717736,-0.13900505,0.1344051,0.024021955,8.1248e-05,-0.0010468358,1971.3694,1970.9905,390
45811,0.0044635860174329625,0.97262573,-0.13127588,0.14724989,0.023720475,4.2364925e-05,-0.00068844703,1971.3696,1971.3068,389
45812,0.004463586017434992,0.9752936,-0.15599729,0.1382852,0.023695959,7.012252e-05,-0.0011363528,1971.3696,1971.1897,388
45813,0.004464130922035716,0.9735748,-0.15081576,0.15086533,0.023980698,5.744493e-05,-0.0009410928,1971.3698,1970.9441,387
45814,0.004464130922034701,0.9724742,-0.15115115,0.1543192,0.023739684,4.8003923e-05,-0.0006385301,1971.3698,1971.2233,386
45815,0.004464130922035716,0.9724534,-0.12962657,0.1423408,0.023933917,9.28681e-05,-0.0012378944,1971.3698,1971.3002,385
45816,0.0044657660349856475,0.97066516,-0.14455108,0.14743952,0.023833059,3.8048503e-05,-0.0005525037,1971.3701,1971.2449,384
45817,0.004466311205714993,0.9745975,-0.13832521,0.12718086,0.023682876,0.00010154485,-0.0010640788,1971.3702,1971.2562,383
45818,0.0044668564429935,0.97358674,-0.1488321,0.14176504,0.02397042,0.00010081438,-0.0010368085,1971.3704,1971.279,382
45819,0.004467947117250808,0.975409,-0.1518731,0.1487956,0.0237224,2.890775e-05,-0.0005789006,1971.3706,1971.3135,381
45820,0.004468492554240784,0.9761549,-0.15553251,0.13936855,0.023868475,3.2855485e-05,-0.0006090943,1971.3707,1971.1797,380
45821,0.004469038057816486,0.97491646,-0.13325703,0.14489806,0.023719119,3.3447246e-05,-0.00037470352,1971.3708,1971.2832,379
45822,0.004469583627987061,0.97238636,-0.1382838,0.1417257,0.023831377,0.00012184215,-0.0017225349,1971.371,1971.2937,378
45823,0.004471766574768501,0.97502494,-0.13290548,0.13211091,0.023924464,6.207931e-05,-0.00051821175,1971.3715,1971.2832,377
45824,0.004471766574768501,0.9769504,-0.15577239,0.1353919,0.023764012,6.301371e-05,-0.0008838822,1971.3715,1971.2449,376
45825,0.004472312478032357,0.9735668,-0.15867832,0.14507794,0.023766065,6.912952e-05,-0.0007050893,1971.3716,1971.3108,375
45826,0.004472858447938863,0.9716032,-0.14272995,0.14108206,0.023770675,3.0201867e-05,-0.0002555116,1971.3717,1971.0834,374
45827,0.0044744967575925864,0.97402644,-0.14427747,0.13007875,0.023696093,3.168519e-05,-0.00024306081,1971.3721,1971.3068,373
45828,0.0044744967575925864,0.97572124,-0.14934286,0.13953881,0.023613697,2.1622734e-05,-0.00031998704,1971.3721,1970.8358,372
45829,0.004475589297384722,0.9737831,-0.14868905,0.14339292,0.023979612,8.745024e-05,-0.0014131105,1971.3723,1971.3135,371
45830,0.004475589297386758,0.97273535,-0.13693151,0.13547733,0.02371275,1.4038629e-05,-0.00019298054,1971.3723,1971.2449,370
45831,0.004475589297390828,0.9734191,-0.1324718,0.1298647,0.02374366,5.7892095e-05,-0.0011008264,1971.3723,1971.1848,369
45832,0.004475589297390828,0.97494864,-0.13806985,0.125484,0.023929272,3.8499606e-05,-0.00061630993,1971.3723,1971.2867,368
45833,0.004477228607291578,0.97656935,-0.14200163,0.13206021,0.023962144,0.000103604674,-0.0011868874,1971.3727,1970.791,367
45834,0.004478868517631407,0.97333205,-0.15291002,0.13791953,0.023846563,0.000111727655,-0.0015681318,1971.373,1971.2656,366
45835,0.004478868517628352,0.9738433,-0.14433792,0.15145542,0.023863098,2.412015e-05,-0.00046757102,1971.373,1971.3002,365
45836,0.004478868517627334,0.97236407,-0.14145584,0.15013659,0.023608053,7.4543044e-05,-0.0011623269,1971.373,1971.3135,364
45837,0.004479415287881511,0.9750364,-0.12921779,0.13159934,0.02385326,9.080009e-05,-0.0012733844,1971.3732,1971.2054,363
45838,0.004480509028642466,0.9750061,-0.144399,0.13161281,0.023654018,0.00010112974,-0.0014652974,1971.3734,1971.2832,362
45839,0.004481055999161466,0.97742224,-0.1399513,0.13582449,0.023934904,8.212158e-05,-0.00095974875,1971.3735,1971.3108,361
45840,0.004481055999159428,0.97050124,-0.13546044,0.13237934,0.02385077,5.728406e-05,-0.0008751376,1971.3735,1971.3135,360
45841,0.004481603036454422,0.9716468,-0.14299887,0.13773228,0.023908325,2.3114471e-05,-0.00042046534,1971.3737,1971.303,359
45842,0.004482150140528467,0.9712851,-0.1520093,0.14375225,0.023923049,7.6425815e-05,-0.0011853292,1971.3738,1971.2748,358
45843,0.004483244549051416,0.97633606,-0.14636296,0.13804315,0.023960954,5.9622987e-05,-0.0004554773,1971.374,1971.3135,357
45844,0.004483244549054475,0.97229064,-0.13589533,0.14950389,0.02366423,4.464538e-05,-0.0006665543,1971.374,1971.2449,356
45845,0.004483791853526823,0.97533566,-0.13305575,0.14163378,0.023911923,6.8905814e-05,-0.00062709086,1971.3741,1971.1747,355
45846,0.004483791853525803,0.97693616,-0.14349669,0.1333311,0.02394756,7.232554e-05,-0.0010363306,1971.3741,1970.6263,354
45847,0.004484339224803701,0.9744933,-0.14214431,0.14232065,0.023954349,0.000114042705,-0.0011907979,1971.3743,1971.1897,353
45848,0.004484339224799623,0.97253925,-0.13224733,0.14462955,0.023835182,2.6381937e-05,-0.00048467552,1971.3743,1971.2937,352
45849,0.004484886662901421,0.9759183,-0.1420986,0.14254342,0.023549067,6.00102e-05,-0.00073789404,1971.3744,1971.2832,351
45850,0.00448488666290448,0.97382706,-0.13773094,0.13760999,0.023680737,0.00012642464,-0.0015625707,1971.3744,1971.3002,350
45851,0.004487077083698553,0.97225296,-0.13981512,0.13313976,0.0237851,9.760648e-05,-0.0010261299,1971.3749,1971.2233,349
45852,0.004487077083695492,0.9733016,-0.13902456,0.14032379,0.023880957,9.336683e-05,-0.0015803677,1971.3749,1971.2832,348
45853,0.004487624856032041,0.9766282,-0.15853685,0.14288592,0.02375026,7.8417805e-05,-0.0008480154,1971.375,1971.303,347
45854,0.004487624856034082,0.9759755,-0.14354347,0.14308801,0.024011664,4.0818886e-05,-0.00046624788,1971.375,1971.0469,346
45855,0.004487624856036123,0.9715844,-0.13557066,0.14312945,0.023686778,3.7970625e-05,-0.00079080777,1971.375,1971.3068,345
45856,0.004488172695239412,0.97704434,-0.15134482,0.12896858,0.023783332,6.539402e-05,-0.0007263979,1971.3751,1971.201,344
45857,0.004488720601321686,0.973278,-0.1315179,0.13222378,0.02381762,1.9204434e-05,-0.00033128652,1971.3752,1971.2168,343
45858,0.00448981661416197,0.9751543,-0.15330073,0.1538183,0.023787094,5.1535833e-05,-0.00066349644,1971.3755,1970.0581,342
45859,0.004490364720933252,0.9770054,-0.1391046,0.14279553,0.023692716,8.064441e-05,-0.0008246208,1971.3756,1971.1508,341
45860,0.00449091289461516,0.975007,-0.1370926,0.13714692,0.023897469,5.0642768e-05,-0.00031705247,1971.3757,1971.1042,340
45861,0.004491461135215865,0.9730923,-0.13147281,0.14505856,0.023912981,4.4105855e-05,-0.0007707434,1971.3759,1971.1361,339
45862,0.004492557817210425,0.9760776,-0.1458036,0.14246112,0.023635369,0.00010491663,-0.0010475345,1971.3761,1971.2937,338
45863,0.0044931062586206225,0.97625744,-0.15209638,0.14224708,0.02373402,8.116232e-05,-0.0012404344,1971.3762,1970.9905,337
45864,0.004493106258622666,0.9762201,-0.13339671,0.13553882,0.023889404,3.129935e-05,-0.0004248052,1971.3762,1971.2487,336
45865,0.004494203342309758,0.9727107,-0.14030084,0.14179944,0.023562744,8.165555e-05,-0.0013100845,1971.3765,1971.2054,335
45866,0.004494203342307715,0.9745818,-0.14693134,0.13220139,0.023555227,8.136931e-05,-0.0009162322,1971.3765,1971.3002,334
45867,0.004494751984598914,0.97017795,-0.13682204,0.13855694,0.023758294,7.0103786e-05,-0.0012104835,1971.3766,1971.3002,333
45868,0.004494751984600957,0.9763795,-0.14918487,0.13338277,0.023709988,7.140773e-05,-0.0005660781,1971.3766,1971.2289,332
45869,0.004494751984601979,0.97301215,-0.14552937,0.15323676,0.023961237,6.710356e-05,-0.0009784171,1971.3766,1971.111,331
45870,0.004495849470122603,0.97535074,-0.14883474,0.14188121,0.023718923,3.7942227e-05,-0.0008483577,1971.3768,1971.29,330
45871,0.004496398313368381,0.97271335,-0.1439179,0.14182249,0.023515865,6.983203e-05,-0.0010233389,1971.377,1971.1897,329
45872,0.0044963983133704255,0.9730273,-0.13140367,0.13894652,0.023855507,0.00010398254,-0.0015569204,1971.377,1970.3142,328
45873,0.004497496200878919,0.97448754,-0.15888672,0.13970892,0.023733564,4.5464425e-05,-0.0007491589,1971.3772,1971.2289,327
45874,0.004497496200878919,0.9713991,-0.13268873,0.14296806,0.02382613,4.0587696e-05,-0.00046806186,1971.3772,1971.279,326
45875,0.004499143534794438,0.9747597,-0.13158743,0.12499145,0.023806268,6.5530454e-05,-0.00068365404,1971.3776,1971.2487,325
45876,0.004499143534791369,0.9749987,-0.13827558,0.12595867,0.023985686,6.256171e-05,-0.0008300553,1971.3776,1971.0974,324
45877,0.004499692780174308,0.97427934,-0.13972524,0.13664068,0.02391327,8.929563e-06,-0.00013194107,1971.3777,1971.1508,323
45878,0.004500791472097247,0.97455627,-0.15848038,0.14443709,0.023797113,7.768005e-05,-0.0012088831,1971.3779,1971.2832,322
45879,0.004501340918654641,0.97490954,-0.13904652,0.14081386,0.024017556,0.00010196708,-0.001140438,1971.378,1971.2615,321
45880,0.00450134091865157,0.9756466,-0.14228792,0.14157382,0.023940189,1.9457926e-05,-0.00044479713,1971.378,1971.2289,320
45881,0.004501890432282124,0.9746644,-0.1443891,0.13918936,0.023905283,0.00012419248,-0.0013272807,1971.3782,1971.2867,319
45882,0.004502440012998119,0.9738336,-0.1310422,0.13753991,0.023854947,2.0638125e-05,-0.00027622498,1971.3783,1971.2969,318
45883,0.004502989660805699,0.9755605,-0.15420738,0.13473584,0.023683228,3.1233907e-05,-0.00043280734,1971.3784,1971.2867,317
45884,0.004503539375714079,0.976434,-0.14177448,0.1386239,0.024026006,6.971395e-05,-0.0008935111,1971.3785,1971.2937,316
45885,0.004504639006858833,0.9730443,-0.14405406,0.13808046,0.023674382,0.00011804715,-0.0013646402,1971.3788,1971.2107,315
45886,0.004505188923113641,0.97746533,-0.15168165,0.13657323,0.023703456,8.398782e-05,-0.00085822085,1971.3789,1971.3002,314
45887,0.004505738906499972,0.9719018,-0.14215592,0.14343825,0.02357916,9.035653e-05,-0.0011460927,1971.379,1971.2233,313
45888,0.004509040217063514,0.97153884,-0.14689168,0.14587994,0.023942929,4.9744143e-05,-0.0005714523,1971.3798,1971.2748,312
45889,0.0045095906706061695,0.97632676,-0.14268398,0.12688431,0.023862442,8.111061e-05,-0.0011359869,1971.3799,1971.2969,311
45890,0.004510691779300249,0.97677284,-0.1489621,0.1391672,0.02361652,8.460684e-05,-0.00084380805,1971.3801,1971.2107,310
45891,0.004510691779301274,0.97303843,-0.14778695,0.14498024,0.023644436,2.9324308e-05,-0.0006546661,1971.3801,1971.2715,309
45892,0.004510691779300249,0.97409725,-0.14290878,0.14261015,0.023722518,8.801841e-05,-0.0007314742,1971.3801,1971.2832,308
45893,0.004511242434466031,0.9772502,-0.14418206,0.1361345,0.023873402,0.000105567764,-0.0012440877,1971.3802,1971.2656,307
45894,0.00451344572743361,0.9739497,-0.13820659,0.13468246,0.023833534,1.2607763e-05,-8.483084e-05,1971.3807,1971.2562,306
45895,0.004513445727428479,0.9740978,-0.15368102,0.14577667,0.023938397,6.3664185e-05,-0.0011017559,1971.3807,1971.3068,305
45896,0.004513445727426426,0.9742745,-0.13178666,0.13252021,0.023767903,2.3972754e-05,-0.00053646514,1971.3807,1971.3002,304
45897,0.004513996718787011,0.9713177,-0.13780332,0.14911361,0.023810683,3.7947248e-05,-0.00058553065,1971.3809,1971.3108,303
45898,0.004513996718787011,0.97260165,-0.13554597,0.12632047,0.023676384,8.2706814e-05,-0.0011006896,1971.3809,1971.2748,302
45899,0.004514547777412415,0.9737045,-0.15435424,0.15040836,0.023890253,4.1931573e-05,-0.00047517443,1971.381,1971.2969,301
45900,0.004515098903309824,0.97382796,-0.1563909,0.14838819,0.0237262,3.676907e-05,-0.0004510283,1971.3811,1971.3135,300
45901,0.004515098903309824,0.97216517,-0.14202066,0.15371522,0.023893999,6.0793936e-05,-0.0008810931,1971.3811,1970.9905,299
45902,0.004515098903311877,0.97650886,-0.15002885,0.142129,0.023913264,3.1917723e-05,-0.00057844346,1971.3811,1971.3135,298
45903,0.00451565009648745,0.9731358,-0.14555411,0.14105795,0.023929669,7.092433e-05,-0.0013215725,1971.3812,1971.2715,297
45904,0.004517304079773499,0.97690743,-0.14672114,0.14659233,0.023923066,6.163404e-05,-0.00070385827,1971.3816,1971.2656,296
45905,0.0045178555421500274,0.9714602,-0.13883887,0.14673889,0.023946285,4.104326e-05,-0.0006536388,1971.3817,1971.2937,295
45906,0.00451840707185196,0.9745994,-0.1395586,0.13393666,0.023638818,6.78213e-05,-0.0011995409,1971.3818,1971.2233,294
45907,0.004518407071850932,0.97676766,-0.14193903,0.14715472,0.02382643,4.897614e-05,-0.0005536273,1971.3818,1971.3108,293
45908,0.004518958668881348,0.9726289,-0.13452058,0.12859313,0.0239634,7.8022684e-05,-0.0011498333,1971.382,1971.2615,292
45909,0.004518958668882376,0.97609687,-0.14056069,0.134164,0.023567174,6.4698994e-05,-0.0008870552,1971.382,1971.1508,291
45910,0.004519510333248469,0.9746628,-0.13529302,0.13004827,0.023878304,9.5335316e-05,-0.0009180605,1971.3821,1971.2937,290
45911,0.004519510333249497,0.9725856,-0.13483036,0.1263788,0.02388825,8.6300366e-05,-0.0012199731,1971.3821,1971.303,289
45912,0.004520062064963597,0.9730183,-0.14421384,0.12480145,0.023781886,5.8490976e-05,-0.0008168902,1971.3822,1971.3135,288
45913,0.004521165730459458,0.9747977,-0.14426583,0.1258001,0.023714578,4.0018625e-05,-0.0006725235,1971.3824,1971.29,287
45914,0.004522821734005001,0.9747004,-0.1538294,0.13679115,0.02368161,8.244662e-05,-0.0007786829,1971.3828,1971.3108,286
45915,0.004523373869966472,0.974794,-0.1381308,0.13633889,0.023716003,2.1508624e-05,-0.000111732596,1971.3829,1971.3068,285
45916,0.0045255830879298775,0.9736289,-0.15161131,0.13266736,0.023919407,8.057846e-05,-0.0012454145,1971.3834,1971.3135,284
45917,0.0045261355609902305,0.97542006,-0.135442,0.13534516,0.024004726,4.2398027e-05,-0.00059249747,1971.3835,1971.3068,283
45918,0.004526135560989201,0.976687,-0.1543805,0.13569985,0.023930224,7.383585e-05,-0.00083921367,1971.3835,1971.3108,282
45919,0.004527240709456284,0.97434753,-0.1357045,0.12389938,0.023756413,6.402671e-05,-0.0006758477,1971.3838,1971.1747,281
45920,0.004528898938132989,0.97465557,-0.15470405,0.13963243,0.023923127,0.000104694394,-0.001377987,1971.3842,1971.2969,280
45921,0.004529451815982858,0.97102493,-0.14986622,0.14665157,0.023890385,5.2117604e-05,-0.0007914936,1971.3843,1971.2615,279
45922,0.0045294518159859475,0.9738059,-0.13253546,0.13643447,0.023757616,0.000117399984,-0.0013709276,1971.3843,1971.2715,278
45923,0.004529451815989037,0.9720729,-0.13452628,0.13683476,0.02362495,4.870437e-05,-0.0009071124,1971.3843,1971.2715,277
45924,0.004530004761335057,0.97504824,-0.1380155,0.13265689,0.023832243,1.0018748e-05,-0.00017286414,1971.3844,1971.2715,276
45925,0.004530557774184439,0.9732797,-0.13148066,0.14046776,0.023669055,9.180612e-05,-0.0010058329,1971.3845,1971.2937,275
45926,0.004531110854542332,0.9731955,-0.14337927,0.14624663,0.023993528,8.360883e-05,-0.0008800148,1971.3846,1971.0328,274
45927,0.004531664002422129,0.9747377,-0.13115807,0.13007946,0.023723848,7.714831e-05,-0.0011949451,1971.3848,1971.111,273
45928,0.004532217217828982,0.97146386,-0.14371262,0.13858122,0.02363669,6.562294e-05,-0.000735868,1971.3849,1971.2715,272
45929,0.0045344307548846234,0.9772511,-0.14997323,0.14270948,0.023781601,5.2409974e-05,-0.0007970309,1971.3854,1971.3108,271
45930,0.00453443075488153,0.9751164,-0.15558459,0.1410852,0.023867818,0.000104995124,-0.0011164322,1971.3854,1971.2615,270
45931,0.0045344307548846234,0.9718086,-0.14061897,0.14469242,0.023839552,5.1099418e-05,-0.0004478018,1971.3854,1971.2562,269
45932,0.004534984308051461,0.97470856,-0.14882217,0.13713518,0.023912512,1.9633986e-05,-0.00016944941,1971.3855,1971.303,268
45933,0.004536091617117826,0.97037625,-0.14646865,0.13981234,0.023764249,5.9336387e-05,-0.00095123757,1971.3857,1971.2107,267
45934,0.004537753087687296,0.9759718,-0.15681164,0.14904499,0.023818474,7.847378e-05,-0.00097145874,1971.3861,1971.3135,266
45935,0.004537753087687296,0.9763822,-0.15253985,0.14318721,0.023637203,4.7440248e-05,-0.0006758945,1971.3861,1971.2449,265
45936,0.0045388610728077745,0.9773604,-0.14777918,0.14074337,0.023893151,9.337326e-05,-0.0010846152,1971.3864,1971.303,264
45937,0.004539415166815853,0.9737151,-0.13895541,0.14543174,0.023766158,0.00012208793,-0.0015219115,1971.3865,1971.2832,263
45938,0.004539969328464423,0.97624487,-0.15211226,0.14225516,0.023634033,9.660341e-05,-0.0010935505,1971.3866,1971.3135,262
45939,0.00454163221935322,0.9721132,-0.14967304,0.15301877,0.023763526,5.8437246e-05,-0.0009701484,1971.387,1971.2289,261
45940,0.004542186651659769,0.9709249,-0.14265107,0.14370537,0.023957256,5.5273693e-05,-0.0007468092,1971.3871,1971.2354,260
45941,0.004542741151648108,0.9749246,-0.14187053,0.12879916,0.023644129,6.238255e-05,-0.0005669672,1971.3872,1971.303,259
45942,0.004542741151646042,0.9765976,-0.14211902,0.1324908,0.023879929,2.6427668e-05,-0.00048137392,1971.3872,1971.1897,258
45943,0.0045432957193264996,0.9760005,-0.1432149,0.13291186,0.02374869,5.1811643e-05,-0.00033808692,1971.3873,1971.3068,257
45944,0.004543850354704239,0.975776,-0.13379617,0.14494343,0.023740238,6.0836166e-05,-0.0006951694,1971.3875,1971.201,256
45945,0.004544405057795792,0.9741142,-0.15494813,0.14602223,0.02372805,2.5836942e-05,-0.00046028278,1971.3876,1971.2748,255
45946,0.004548289875951519,0.9716005,-0.14381367,0.14894846,0.023832671,8.281214e-05,-0.00092805084,1971.3884,1969.8434,254
45947,0.004548845121005762,0.973073,-0.1495234,0.13682278,0.023953317,9.375651e-05,-0.0010446208,1971.3885,1971.2832,253
45948,0.0045488451210088645,0.9739531,-0.13282013,0.13705306,0.023722475,2.9993802e-05,-0.0002498344,1971.3885,1971.1561,252
45949,0.004551066779143472,0.97193915,-0.13649474,0.12997344,0.02369144,4.649682e-05,-0.00081431825,1971.389,1971.2656,251
45950,0.004551066779141403,0.9739597,-0.14866452,0.1276621,0.023790723,8.418071e-05,-0.0012353264,1971.389,1971.2354,250
45951,0.004552733734784317,0.9741698,-0.13785845,0.12734447,0.023871185,9.570099e-05,-0.0010064247,1971.3894,1971.0547,249
45952,0.004552733734784317,0.9746248,-0.15029089,0.12918425,0.023802783,8.7805194e-05,-0.0012766147,1971.3894,1971.2969,248
45953,0.004553289522334906,0.97123796,-0.13424689,0.13773532,0.023797484,4.0752093e-05,-0.00047203628,1971.3895,1971.2715,247
45954,0.004554957292118718,0.9756494,-0.13557877,0.12763692,0.023770083,4.2869982e-05,-0.00040055168,1971.3899,1971.279,246
45955,0.004555513351117249,0.9714944,-0.14524995,0.14437911,0.023974955,5.2935196e-05,-0.00067874783,1971.39,1971.2832,245
45956,0.0045555133511151775,0.97600865,-0.1435484,0.14533122,0.023801003,9.4917385e-05,-0.00086260977,1971.39,1971.2867,244
45957,0.004557738266014489,0.9723924,-0.13654582,0.13427131,0.023664137,0.00010683462,-0.0013633302,1971.3905,1971.2522,243
45958,0.0045588511309255795,0.97413236,-0.1388487,0.13523991,0.023874592,0.000117995405,-0.0016371867,1971.3907,1971.0637,242
45959,0.004559407665277316,0.97758,-0.14870249,0.13634735,0.023894427,7.364196e-05,-0.0007735117,1971.3909,1971.1361,241
45960,0.004560520937809453,0.9722728,-0.12781079,0.13520426,0.023737246,8.854558e-05,-0.001184808,1971.3911,1971.3108,240
45961,0.004563305308524692,0.97413576,-0.15142037,0.14465784,0.023986747,6.95853e-05,-0.0011193495,1971.3917,1971.3108,239
45962,0.0045633053085226164,0.9755774,-0.1497272,0.13668332,0.023642987,0.00011010913,-0.0012809744,1971.3917,1971.2168,238
45963,0.004564976746868571,0.97481406,-0.14140655,0.1514206,0.023769073,9.400127e-05,-0.0011083249,1971.3921,1971.3002,237
45964,0.004564976746871685,0.9754799,-0.14789727,0.12894094,0.023823146,7.261987e-05,-0.0006493279,1971.3921,1971.2615,236
45965,0.004565534029024918,0.9750843,-0.15399864,0.13109018,0.023743303,8.861913e-05,-0.001130279,1971.3922,1971.2107,235
45966,0.00456943690943742,0.9750664,-0.1383626,0.12724862,0.023880756,2.9903109e-05,-0.0004645545,1971.3931,1971.2449,234
45967,0.0045699947360742085,0.97246665,-0.14593954,0.14112997,0.023557344,5.0658593e-05,-0.0007242444,1971.3932,1971.0328,233
45968,0.004571668624607196,0.974705,-0.14905083,0.12816511,0.023887133,5.8460842e-05,-0.0009170835,1971.3936,1971.3108,232
45969,0.004572784890897851,0.97552454,-0.13688838,0.1274736,0.023638094,6.394719e-05,-0.0007228444,1971.3938,1971.0834,231
45970,0.004573901429750846,0.9766921,-0.14479701,0.12668411,0.023832547,6.8306195e-05,-0.0007398564,1971.394,1971.1848,230
45971,0.004574459801409409,0.9732033,-0.13894068,0.13607179,0.023866624,5.3849824e-05,-0.0011154122,1971.3942,1971.2969,229
45972,0.004576135325400719,0.9706749,-0.14189622,0.13636738,0.02387546,7.6258264e-05,-0.0010182349,1971.3945,1971.1178,228
45973,0.004576135325398638,0.972756,-0.15200816,0.13703717,0.023866834,5.076479e-05,-0.00051742274,1971.3945,1971.3068,227
45974,0.004576693969764104,0.97445846,-0.14883123,0.14004394,0.023824608,0.00012631973,-0.0015221533,1971.3947,1971.1747,226
45975,0.004576693969763064,0.9728859,-0.14658341,0.14797635,0.023722557,2.2916589e-05,-0.000458941,1971.3947,1971.2487,225
45976,0.004577252682328665,0.9718523,-0.15372038,0.14841238,0.023865564,6.18029e-05,-0.00083704764,1971.3948,1971.2522,224
45977,0.004577252682330747,0.97331524,-0.14023526,0.12785733,0.023863733,3.8969636e-05,-0.00042274708,1971.3948,1971.3135,223
45978,0.004577811463098567,0.975058,-0.15413857,0.151264,0.023800638,8.6814536e-05,-0.0009746479,1971.3949,1971.2449,222
45979,0.004577811463098567,0.97376585,-0.13874303,0.14342338,0.023556747,8.5600215e-05,-0.001069997,1971.3949,1971.3002,221
45980,0.0045800472684106,0.9769035,-0.15431947,0.1407061,0.023723386,5.67393e-05,-0.00077768887,1971.3954,1971.303,220
