,,phi_1,phi_2,sigma,mu,init_y_1,init_y_2,logL,logL_birth,nlive
labels,,$\phi_1$,$\phi_2$,$\sigma$,$\mu$,$y_1$,$y_2$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
15561,0.008494408544395055,0.59868413,0.2339379,0.9485993,14.486686,3.3948448,21.00908,-641.32184,-642.13104,989
15562,0.00852505268279496,0.563695,0.26574764,0.92352253,14.811302,22.30401,-14.613361,-641.31824,-643.37885,988
15563,0.008553718806754615,0.6415969,0.17176615,1.1425674,15.225508,4.4303412,44.259678,-641.3149,-648.624,987
15564,0.00857096472855884,0.41888484,0.3931042,1.0408049,14.505911,10.772196,13.3895645,-641.31287,-645.81586,986
15565,0.008622385116162938,0.614555,0.27530277,1.1023699,15.105144,-0.6943623,32.70986,-641.3069,-642.511,985
15566,0.008624490447639263,0.66779625,0.1926076,1.1422616,15.53882,13.004027,14.06234,-641.30664,-655.97424,984
15567,0.008665647314046173,0.70575243,0.19270855,1.0046872,14.82381,-10.900104,100.14548,-641.3019,-642.511,983
15568,0.008701687874891359,0.66589344,0.1674447,0.9553274,15.851107,22.524078,-17.384045,-641.2977,-641.73474,982
15569,0.008717103671489534,0.44263497,0.44279101,1.0581865,15.094336,8.322547,21.584309,-641.29596,-645.37476,981
15570,0.008730415069310302,0.6289892,0.251765,0.9118033,14.039719,17.079985,-2.9199486,-641.29443,-653.951,980
15571,0.00874801724433549,0.72355676,0.11784078,1.048738,15.985719,17.984081,-13.190002,-641.2924,-646.9996,979
15572,0.00877154202902675,0.70768815,0.14462727,1.0629684,14.339513,16.040249,1.5565139,-641.28973,-644.6038,978
15573,0.008808560623084017,0.6768724,0.22807495,0.9789102,14.6326,26.33348,-26.33403,-641.2855,-641.5605,977
15574,0.008880898707104158,0.5869638,0.20721301,1.0936017,14.555437,3.2162387,35.851856,-641.27734,-642.511,976
15575,0.008881440770687695,0.536515,0.29749215,1.1156259,14.975061,13.492966,-0.57233,-641.2773,-648.0463,975
15576,0.008884693847057387,0.68514,0.17398392,0.9453773,15.623985,-6.383051,67.38137,-641.2769,-645.81586,974
15577,0.00890586790653539,0.7254647,0.092590995,0.993701,14.576705,4.9786506,60.12502,-641.27454,-643.53937,973
15578,0.008909129930030605,0.5871817,0.3282342,1.009063,15.684499,1.5582933,21.40277,-641.2742,-648.9256,972
15579,0.00895328436761987,0.7216978,0.13029031,1.081067,14.549152,15.145247,-12.605536,-641.2692,-641.36743,971
15580,0.008966409140786736,0.68912417,0.2103984,1.0579948,14.719737,9.263536,4.6661553,-641.26776,-642.511,970
15581,0.008974074141723808,0.56751174,0.38217068,0.9568441,16.99609,15.887749,3.7123156,-641.2669,-650.6298,969
15582,0.009105942038568175,0.7230291,0.22069304,1.0705482,14.469969,1.1099924,52.215527,-641.2523,-641.36743,968
15583,0.009136561446207144,0.6446765,0.22839673,0.9149158,15.537071,7.4458976,41.344337,-641.24896,-642.511,967
15584,0.009167843357555142,0.640498,0.26478726,0.89197445,16.547735,15.255473,4.028856,-641.24554,-642.89264,966
15585,0.009184645558284809,0.58863497,0.2863747,0.8495602,15.2684,4.9283037,28.925066,-641.2437,-642.3221,965
15586,0.009195302875825699,0.633768,0.14804494,0.8898487,15.146674,12.20684,10.766216,-641.24255,-669.3293,964
15587,0.009207096404026168,0.73466134,0.21651915,0.9580613,16.708242,2.7908216,40.852962,-641.2413,-641.36743,963
15588,0.00921384235297748,0.549806,0.23419505,1.033692,15.553165,-2.0398808,57.678513,-641.24054,-641.5605,962
15589,0.00930653389179153,0.49518806,0.30493084,1.0159976,16.098824,15.186764,11.25142,-641.2305,-646.05554,961
15590,0.009330421577976469,0.52328926,0.32646874,1.089171,14.899523,6.182386,10.711494,-641.22797,-648.35144,960
15591,0.009361795814761811,0.78676957,0.08609529,1.031194,14.796535,12.098082,9.059283,-641.2246,-648.624,959
15592,0.009366368120319182,0.6075106,0.33330444,0.9574987,14.163597,2.2672653,34.99942,-641.2241,-644.6038,958
15593,0.009467525757260323,0.60626644,0.16202016,0.9060906,15.5021305,5.353073,44.9125,-641.2134,-667.2778,957
15594,0.009481404365708544,0.69101304,0.16546752,1.0942949,14.493437,12.334429,0.15849742,-641.2119,-642.13104,956
15595,0.009595510528061867,0.6356317,0.23343584,0.9204829,16.542269,5.2573824,38.06969,-641.19995,-644.85913,955
15596,0.009601368950579002,0.5724377,0.30657995,1.0596716,14.236822,3.0132508,20.684277,-641.19934,-641.73474,954
15597,0.009654255970997712,0.7582578,0.16714378,0.94155735,14.780603,4.2139645,40.41757,-641.19385,-641.36743,953
15598,0.009696183432165969,0.5746719,0.31275418,1.0654752,16.65357,18.73065,-1.338032,-641.1895,-643.77094,952
15599,0.009515384227212603,0.7485035,0.14796896,1.066304,16.411541,13.687416,4.2244587,-641.18304,-645.81586,951
15600,0.009280142336066862,0.6955179,0.23958343,0.9893623,17.88339,8.850986,19.06752,-641.1821,-641.36743,1000
15601,0.009299420439940127,0.4515377,0.3546317,1.1232233,15.026778,7.6403327,15.779877,-641.18005,-642.3221,999
15602,0.009334108059732203,0.4044968,0.441815,0.99154514,15.250785,9.661005,7.8729143,-641.17633,-656.4074,998
15603,0.009355782116992572,0.5920681,0.20612329,1.0403578,15.235781,-3.6113591,38.79211,-641.174,-641.73474,997
15604,0.009360922813414295,0.5012482,0.33387437,0.8532273,15.4949,9.8562355,16.137165,-641.17346,-644.85913,996
15605,0.009368353250915128,0.76360303,0.073248155,0.9988754,15.823712,9.302824,44.70825,-641.17267,-641.5605,995
15606,0.009399281331661501,0.7080253,0.19544643,1.0618451,15.072766,25.257845,-28.855864,-641.1694,-641.18304,994
15607,0.009451632061301401,0.59029734,0.36374694,0.91684747,14.41838,15.295383,6.9452653,-641.1638,-645.06586,993
15608,0.009457402640556858,0.61928713,0.31925926,1.0072606,14.473179,15.27376,17.153908,-641.1632,-645.6073,992
15609,0.009459134501253333,0.7197668,0.088889696,0.91760755,15.297201,8.125223,36.462284,-641.163,-717.7404,991
15610,0.009492100177748137,0.65002,0.24652489,0.96679795,13.646663,2.5357187,43.57987,-641.15955,-647.22876,990
15611,0.0095612940236363,0.7649125,0.10516959,1.0686109,15.748809,17.233412,-26.85229,-641.1523,-645.6073,989
15612,0.009571804147309028,0.6676749,0.2963451,1.0124536,16.22796,9.020336,29.190453,-641.1512,-642.13104,988
15613,0.00959403014146797,0.61258787,0.25612634,0.91863286,16.019773,20.117306,-15.305376,-641.14886,-641.18304,987
15614,0.009594615732460813,0.5527245,0.29234472,1.1096095,14.5667715,12.821038,2.2281628,-641.1488,-643.77094,986
15615,0.009601059592965136,0.6419792,0.2510725,1.1215074,16.545753,7.9431763,25.033875,-641.14813,-646.05554,985
15616,0.009615720830065067,0.53520566,0.27702507,1.1381165,15.349451,16.112925,1.1223426,-641.1466,-665.9195,984
15617,0.009654534157365181,0.5034695,0.40433967,1.0340642,15.604495,6.1269493,11.890601,-641.1426,-642.13104,983
15618,0.00976476213336915,0.6889018,0.2567319,1.0590641,17.455477,15.101493,7.95072,-641.1312,-641.18304,982
15619,0.009977430727916218,0.6832056,0.16116509,1.1061826,15.330446,12.607408,25.590006,-641.1097,-643.37885,981
15620,0.010028715903579054,0.5785758,0.2614448,0.928497,14.561961,19.577543,-12.388818,-641.10455,-653.951,980
15621,0.010080264691108672,0.5674042,0.33704805,0.9639607,14.440583,20.745594,2.820836,-641.0994,-648.0463,979
15622,0.010102438061685964,0.77524626,0.106529325,0.9867904,15.684232,3.0423422,58.1363,-641.0972,-658.35284,978
15623,0.010189132476665554,0.69675803,0.16568796,0.9256456,14.8630705,19.440645,-4.5504384,-641.0887,-645.37476,977
15624,0.010196597953777425,0.7007816,0.24898218,1.0802447,14.136667,3.914392,38.310215,-641.08795,-647.48035,976
15625,0.010219027220468,0.45314324,0.44397914,0.9992569,16.339027,8.69046,19.899357,-641.08575,-641.18304,975
15626,0.01023588154210065,0.76618594,0.11562022,0.94501096,15.005864,9.885433,42.214314,-641.0841,-653.951,974
15627,0.010243381271798607,0.5640099,0.22102986,0.9987122,14.649161,-0.25137705,32.647705,-641.0834,-652.4403,973
15628,0.010273435180663162,0.45415962,0.3829209,1.012835,16.350208,7.113498,13.570911,-641.08044,-644.04987,972
15629,0.01027970750184489,0.62595075,0.26715732,0.9280057,14.316961,20.036156,0.8158818,-641.07983,-646.27924,971
15630,0.010323091016138928,0.55488294,0.19881764,0.98069763,15.190573,-0.5288252,59.67306,-641.0756,-647.48035,970
15631,0.010400881440944932,0.68418556,0.23868056,1.0843958,13.806068,15.039732,-0.63653994,-641.0681,-645.37476,969
15632,0.010436492152171363,0.7349569,0.17492019,1.1000437,14.471629,11.445791,17.406952,-641.0647,-641.36743,968
15633,0.010485016071054051,0.5412468,0.34238163,1.0376213,13.7736845,9.378398,10.508369,-641.06006,-646.4719,967
15634,0.01056918616992827,0.75576127,0.12138525,1.0466356,14.993979,20.248493,-53.857628,-641.05206,-648.35144,966
15635,0.010587910402113451,0.6228572,0.14064565,1.0293531,15.620958,18.197773,-7.5248833,-641.0503,-645.6073,965
15636,0.010596314787879585,0.78831977,0.108875655,0.9596865,15.186775,10.589612,15.277785,-641.0495,-641.9071,964
15637,0.010605373125675213,0.55902886,0.21966727,1.0637652,14.581578,2.218289,38.186882,-641.04865,-646.27924,963
15638,0.010666394263677785,0.55942696,0.24565323,1.0033977,15.954433,6.9033175,37.16124,-641.0429,-656.9607,962
15639,0.010694425107973082,0.5936776,0.18858346,1.096878,15.758696,9.435374,27.848846,-641.0403,-641.5605,961
15640,0.010854884530970459,0.60020757,0.37014648,0.9845533,15.396729,16.42873,2.5842059,-641.0254,-648.0463,960
15641,0.010897369347799023,0.6641185,0.19289917,0.98362285,15.439552,27.303423,-29.275898,-641.0215,-641.36743,959
15642,0.010960739542104402,0.4601127,0.30175644,1.0735118,15.433743,16.022942,2.7082791,-641.0157,-645.06586,958
15643,0.011032555772416021,0.61598647,0.15516883,1.1100327,15.426739,12.065314,12.18908,-641.00916,-642.89264,957
15644,0.01107979277325989,0.7201473,0.1542773,0.952023,16.556587,6.228157,43.10868,-641.0049,-644.6038,956
15645,0.011132666569536705,0.7063321,0.1157948,1.0810504,14.655068,4.207311,64.23942,-641.0001,-642.89264,955
15646,0.011150347179760574,0.67373204,0.26655567,0.97526115,15.518973,16.050074,-8.69882,-640.99854,-653.951,954
15647,0.011155793014648096,0.7348681,0.23802952,0.9741897,16.333569,8.102191,27.242157,-640.99805,-642.7211,953
15648,0.011181014618983753,0.683646,0.2695239,1.0676268,14.1774235,18.50148,-3.7682624,-640.9958,-642.13104,952
15649,0.010944436815131763,0.6384029,0.24601175,1.0574896,14.102725,-0.6048651,38.44304,-640.9919,-645.6073,951
15650,0.010688860087516667,0.75662863,0.10879483,1.0739764,14.747535,14.635121,-4.3497453,-640.98956,-653.6015,1000
15651,0.010739868316847114,0.6316156,0.25621343,0.934128,16.966976,8.331516,25.263973,-640.9848,-641.5605,999
15652,0.010853872296872888,0.650633,0.1865141,1.0631534,16.219986,19.51387,-20.126324,-640.97424,-652.4403,998
15653,0.010857185141312313,0.6796508,0.19449814,1.0223088,16.805876,1.6955707,41.493256,-640.97394,-646.05554,997
15654,0.010866466486046117,0.5831995,0.14877872,1.0143485,15.336664,3.8360693,29.507418,-640.9731,-641.5605,996
15655,0.010870446633666361,0.63732004,0.19276224,1.074439,14.41554,-1.7854761,51.53551,-640.9727,-648.0463,995
15656,0.010920321657096969,0.5471936,0.33182415,1.0063174,16.469362,18.801092,5.911468,-640.96814,-641.5605,994
15657,0.010934995024237474,0.63765013,0.1135696,1.0244377,15.461537,11.051844,1.1966331,-640.9668,-644.04987,993
15658,0.010956373306833534,0.51236856,0.26294094,1.1034566,14.933183,10.515096,20.761822,-640.96484,-640.9919,992
15659,0.010971095115697478,0.63393646,0.2973388,1.0673038,14.612476,-0.3668359,42.468002,-640.9635,-642.511,991
15660,0.011095677315585122,0.72266376,0.20039162,1.0304865,16.91593,18.06565,-12.3352375,-640.9522,-645.6073,990
15661,0.011131628431826336,0.56926763,0.329492,1.0123911,13.726689,13.247198,2.5635688,-640.949,-649.4857,989
15662,0.011177925046181501,0.7516481,0.17930575,1.0294154,13.887722,3.8970473,42.737743,-640.9448,-644.04987,988
15663,0.011203880497521922,0.6791446,0.13938981,0.9099488,15.81736,11.321325,4.1393914,-640.9425,-645.6073,987
15664,0.011205248242186636,0.5898787,0.29393166,0.88224906,14.826883,13.555294,0.97032875,-640.9424,-641.9071,986
15665,0.011207984232478103,0.7346207,0.07640454,1.0062534,15.173032,15.579105,-46.87279,-640.94214,-641.73474,985
15666,0.011231952661815807,0.64718485,0.24212666,1.0333927,14.383109,22.240093,-23.996977,-640.94,-650.6298,984
15667,0.011247731245940343,0.4231755,0.33539078,1.0172886,14.879101,6.2706428,19.40129,-640.9386,-643.37885,983
15668,0.011307616213530618,0.7327152,0.11539299,1.0045319,16.01812,22.278221,-61.36438,-640.9333,-646.4719,982
15669,0.011326265953534937,0.6348926,0.3440267,0.94913614,15.345827,13.104292,13.611625,-640.93164,-643.53937,981
15670,0.01140604516024503,0.51967245,0.2829105,0.94596386,14.347614,9.552224,17.17401,-640.9246,-641.18304,980
15671,0.011415795702007138,0.7646813,0.14291406,1.0542454,15.118316,5.501055,33.581963,-640.92377,-641.5605,979
15672,0.011425554579107313,0.5608795,0.35535765,0.91709447,14.443524,17.598272,0.59566474,-640.9229,-646.27924,978
15673,0.011456279679882764,0.52774876,0.24296966,1.0684439,15.686483,16.32556,-5.80609,-640.9202,-645.37476,977
15674,0.011506033148486746,0.6571856,0.2629853,0.91334903,15.604727,5.2826867,18.94529,-640.9159,-641.18304,976
15675,0.01156235233710435,0.69080395,0.11150892,0.993944,14.637499,10.131917,10.828187,-640.911,-643.77094,975
15676,0.011645215921913615,0.634824,0.2267454,1.06882,16.380358,-4.4264336,59.095867,-640.9039,-643.1316,974
15677,0.011723663403292612,0.64655817,0.23712376,1.0930624,15.320688,24.049412,-23.923088,-640.89716,-648.35144,973
15678,0.011735834162057989,0.6014735,0.19067192,1.0474545,15.247726,-7.903672,59.630077,-640.8961,-643.53937,972
15679,0.011735834162059325,0.77479196,0.16539937,0.98200834,15.406077,16.37202,-5.678603,-640.8961,-642.3221,971
15680,0.011794717866846303,0.64317155,0.34178954,0.9786879,12.814697,8.496854,19.96046,-640.8911,-658.35284,970
15681,0.011797597788168558,0.56004405,0.35991165,0.9974591,13.8477745,5.6144643,16.037825,-640.89087,-641.36743,969
15682,0.011826435705364673,0.5709143,0.25340226,0.90851945,15.896268,19.756845,-8.407289,-640.8884,-643.53937,968
15683,0.011830767468595432,0.72894484,0.12026517,1.0424372,14.786487,11.831983,-7.6990013,-640.88806,-646.7334,967
15684,0.0118423265956365,0.64049214,0.10634219,1.024586,15.278685,6.1697316,56.633526,-640.8871,-640.9919,966
15685,0.011871998434585277,0.58482075,0.2785394,0.98334146,14.419743,14.25002,-5.634962,-640.8846,-645.6073,965
15686,0.011892304841125361,0.61457926,0.1581607,0.9836598,14.851161,16.75858,5.3314834,-640.8829,-657.50433,964
15687,0.012007543696245397,0.66800463,0.12751125,1.1148915,15.362259,-0.0725809,70.40712,-640.8732,-642.511,963
15688,0.01217060798168132,0.53279555,0.35747558,0.8862442,14.342564,11.546228,10.110839,-640.85974,-644.04987,962
15689,0.01218770518355302,0.5851674,0.23716937,0.95189536,14.279379,17.257614,1.3161145,-640.85834,-645.6073,961
15690,0.012263068964321382,0.57838917,0.29415664,0.97481567,15.960826,14.219709,21.314606,-640.8522,-642.511,960
15691,0.012265314604893697,0.5331378,0.36212832,1.0529901,13.544769,11.814085,14.833205,-640.852,-641.9071,959
15692,0.012355478238131379,0.62690604,0.16587085,1.1129128,14.960698,12.612716,15.418078,-640.84467,-641.9071,958
15693,0.012366040409772431,0.50833654,0.3774126,1.056782,16.773312,14.144024,10.095124,-640.8438,-646.7334,957
15694,0.012393241758632632,0.5615436,0.25695565,0.9136051,14.949691,15.252008,-7.23456,-640.8416,-667.9223,956
15695,0.01247063761755563,0.46784294,0.36526272,1.0255685,14.787593,19.955143,2.2142396,-640.8354,-643.1316,955
15696,0.0125569445503628,0.7297477,0.24412951,1.0263337,14.515575,13.334832,8.03139,-640.8285,-646.7334,954
15697,0.012563844180869026,0.7388863,0.21299429,0.9996245,17.223494,4.356311,42.842255,-640.82794,-642.3221,953
15698,0.012619948117515985,0.6911364,0.118624575,0.9460486,15.213077,18.139273,-5.465184,-640.8235,-649.753,952
15699,0.012337854031941018,0.603406,0.33301327,1.0774058,13.688274,5.0706716,22.991135,-640.8208,-644.04987,951
15700,0.012072558709843294,0.76581985,0.10651171,1.0386691,15.673447,21.74612,-49.48363,-640.8166,-641.18304,1000
15701,0.01210354613194264,0.654782,0.2775522,1.0562572,13.0529785,6.3550644,27.74658,-640.814,-640.9919,999
15702,0.012222323850010436,0.61358184,0.18316296,0.98368865,15.169045,-4.522562,85.18171,-640.80426,-648.35144,998
15703,0.012325705442264231,0.42705506,0.47075272,1.019121,15.927674,7.583184,17.249853,-640.79584,-645.6073,997
15704,0.012364132588345206,0.6879303,0.13946503,1.0445993,14.366385,13.114384,2.8835914,-640.7927,-641.5605,996
15705,0.01239813837120153,0.41736516,0.37404665,0.99512136,15.024383,8.166945,8.807765,-640.79,-643.37885,995
15706,0.012467952652297477,0.74461126,0.11193518,0.97708946,15.876893,13.576782,18.952343,-640.78436,-644.04987,994
15707,0.012490040714380693,0.67489415,0.27558297,1.0406389,12.495485,11.253096,16.396786,-640.7826,-642.511,993
15708,0.012495378175617333,0.6392405,0.23799019,1.0933375,14.865268,13.849942,-6.3792415,-640.78217,-641.36743,992
15709,0.012631100326527686,0.73358804,0.22544108,0.95279944,16.73808,12.3744335,11.479517,-640.77136,-643.77094,991
15710,0.0127418274272202,0.5511738,0.3163934,1.10331,14.473731,16.784742,9.278132,-640.76263,-652.7471,990
15711,0.01284411443059838,0.5202144,0.33940682,1.0939934,16.475752,7.700907,20.958654,-640.75464,-666.4936,989
15712,0.012966202114538855,0.6288976,0.12937677,0.96620756,14.998475,10.954542,27.09482,-640.7452,-641.9071,988
15713,0.013002657398749236,0.76777273,0.1547557,0.9623282,14.911877,12.232896,22.513308,-640.7424,-646.7334,987
15714,0.013013772816248185,0.75203,0.1860433,0.96535337,14.192104,15.811026,1.4564451,-640.7415,-645.06586,986
15715,0.013126252087615158,0.7585823,0.10532451,0.9783433,16.14017,10.165312,21.646078,-640.7329,-644.31537,985
15716,0.013131059944986286,0.69155765,0.18317635,0.95741236,14.70312,22.254452,-12.938563,-640.73254,-643.77094,984
15717,0.0131511116467034,0.72215796,0.23182908,1.0668117,14.768141,7.9717703,19.74877,-640.731,-648.9256,983
15718,0.01320177784519756,0.5810802,0.20497109,0.88211715,15.419903,4.674343,39.871223,-640.7272,-640.8208,982
15719,0.013216289721682834,0.49853164,0.3746162,0.9141778,16.355652,9.753201,10.358567,-640.7261,-646.4719,981
15720,0.013217903136779802,0.741015,0.18778603,1.0052671,15.584777,23.615808,-31.135107,-640.72595,-640.9919,980
15721,0.013342729409283428,0.63403255,0.2494511,0.9553706,14.5762205,15.4979725,-10.590887,-640.71655,-645.06586,979
15722,0.013358211520526395,0.6605731,0.2558231,0.9522016,15.444015,21.802387,-4.3650646,-640.7154,-641.9071,978
15723,0.013369630886091123,0.64804965,0.15971044,1.0308799,16.104198,-6.7631125,80.23936,-640.71454,-641.18304,977
15724,0.013505778339925011,0.7816525,0.13793685,0.9543122,14.946606,6.599365,45.88073,-640.7044,-642.89264,976
15725,0.013583487813619427,0.50381655,0.29925722,0.9447612,15.257351,21.789461,-6.662936,-640.69867,-650.04474,975
15726,0.01362916330206503,0.67639714,0.2189762,0.8730692,15.399566,13.658898,12.96641,-640.6953,-641.18304,974
15727,0.013679166291090138,0.5239933,0.3424911,1.1094424,16.34183,7.5198903,15.449809,-640.69165,-641.36743,973
15728,0.013746961451699475,0.7429427,0.21506925,0.9669625,14.022157,11.552179,18.14165,-640.6867,-641.9071,972
15729,0.013840411974700716,0.7486479,0.1527101,1.1003308,15.604671,10.007211,21.500992,-640.67993,-642.7211,971
15730,0.01387847805339999,0.66545963,0.14166068,1.0386772,16.057003,7.016512,20.921183,-640.6772,-642.511,970
15731,0.013910704263554985,0.76366585,0.18293081,1.039144,15.446098,14.68289,-0.8029566,-640.67487,-646.9996,969
15732,0.013912402451229645,0.702606,0.230108,1.0759872,15.035112,5.948114,42.228672,-640.67474,-646.9996,968
15733,0.013913251622804627,0.60869366,0.36375162,1.0399528,12.985366,7.815582,18.728733,-640.6747,-642.3221,967
15734,0.013914950121442553,0.63962615,0.22949314,0.94012475,16.372612,20.41797,-15.242614,-640.67456,-643.1316,966
15735,0.01394130338074236,0.552449,0.34112564,1.1383743,14.760839,12.63116,13.096697,-640.67267,-641.18304,965
15736,0.014042073160965824,0.7037611,0.14460066,1.0843291,15.710157,14.762099,-17.441324,-640.66547,-641.36743,964
15737,0.014091870739161792,0.54651946,0.3050473,1.0357782,14.906641,22.407423,0.32110116,-640.6619,-643.77094,963
15738,0.014115112571970165,0.67145896,0.18138595,1.0749444,14.399528,16.879553,-15.011619,-640.6603,-644.04987,962
15739,0.014236241889408965,0.6613182,0.18786591,0.8821317,14.570217,8.066494,29.089138,-640.65173,-650.949,961
15740,0.014262333106777984,0.5763685,0.2575336,1.0174282,16.489513,-0.22393596,38.771114,-640.6499,-643.53937,960
15741,0.014283240505579449,0.64451456,0.2529801,1.009593,16.581873,13.783997,20.127832,-640.64844,-640.9919,959
15742,0.014300686748086074,0.5955928,0.3179786,1.0949376,14.611849,18.855928,-3.7104416,-640.6472,-640.9919,958
15743,0.014355781819365174,0.650696,0.32959947,1.0349241,13.957545,6.8084354,23.163092,-640.6434,-641.73474,957
15744,0.014367177035598217,0.69040245,0.24957614,0.97749203,17.407936,15.076731,9.3330765,-640.6426,-647.48035,956
15745,0.014532097251230544,0.61108214,0.27812433,1.0261332,13.535256,10.242192,22.922169,-640.63116,-641.73474,955
15746,0.014550735538732618,0.67271614,0.21348387,0.95968467,16.286406,22.786572,-16.928219,-640.6299,-642.3221,954
15747,0.014566730238767278,0.7327643,0.12302871,0.9547241,15.796502,15.559388,-26.603296,-640.6288,-642.13104,953
15748,0.014610360499390428,0.74189895,0.14814086,0.9776264,16.014896,12.187761,-5.512547,-640.6258,-643.77094,952
15749,0.014276801868206773,0.6582137,0.21981235,1.1083599,16.2189,17.22935,-2.6677933,-640.6236,-642.511,951
15750,0.01393915252918656,0.59117323,0.17935352,1.026595,14.58418,6.914514,29.830675,-640.6216,-657.91003,1000
15751,0.013953623267286233,0.55957675,0.41229495,1.0060705,14.732425,8.733009,15.052052,-640.62054,-641.18304,999
15752,0.013987731349248057,0.6975068,0.19633941,1.0850487,14.346062,-2.0330002,61.506287,-640.6181,-641.73474,998
15753,0.01409485740415767,0.6820139,0.16931464,1.0504159,15.274338,15.4599495,-23.227915,-640.6105,-652.4403,997
15754,0.01412155138644225,0.42455566,0.45803794,0.972099,15.359299,5.726571,18.258469,-640.6086,-646.05554,996
15755,0.014206271796444393,0.5707787,0.25917825,0.9733266,16.27219,-2.2345533,37.703747,-640.6026,-642.7211,995
15756,0.01421841613258273,0.60157865,0.30728427,1.0798539,14.364106,20.232641,-5.855047,-640.60175,-642.511,994
15757,0.014229702311782043,0.7515334,0.1600817,0.9149358,14.909328,7.108717,33.330025,-640.60095,-642.511,993
15758,0.014231439442021973,0.656481,0.16481912,1.100423,15.778979,17.4221,-17.764305,-640.6008,-652.7471,992
15759,0.014290628218170641,0.7546331,0.16786681,0.92607135,15.792839,11.4662075,12.305837,-640.5967,-643.37885,991
15760,0.014319440839007968,0.67805004,0.27071023,0.98315716,16.204744,5.27066,39.83044,-640.59467,-649.19995,990
15761,0.014347435826839557,0.76593333,0.1794025,1.0102323,14.987971,8.436649,21.10163,-640.5927,-640.9919,989
15762,0.014396558816751934,0.5985986,0.27170643,0.9987716,14.605586,15.611014,-9.8822975,-640.5893,-641.73474,988
15763,0.014459964160710818,0.719386,0.18792737,1.103481,15.548571,3.856228,35.80325,-640.5849,-641.5605,987
15764,0.014611673293948822,0.713525,0.18157217,1.0036834,14.540461,8.000195,10.911038,-640.57446,-640.8208,986
15765,0.014681401550875894,0.5475538,0.25940737,1.0127878,14.876109,-6.6869354,49.414864,-640.5697,-644.04987,985
15766,0.014711899960685445,0.6771788,0.098663285,1.0175912,15.087689,17.982374,-18.191175,-640.5676,-645.06586,984
15767,0.014788423455120334,0.51816595,0.2140554,0.9529935,15.407222,8.682496,23.90627,-640.56244,-641.18304,983
15768,0.014822762583689445,0.5662282,0.24803804,1.0740904,14.832002,19.806936,-14.920862,-640.5601,-642.13104,982
15769,0.014822762583699557,0.6232106,0.23416199,0.9739114,13.822664,10.543859,14.918627,-640.5601,-643.77094,981
15770,0.01482457211341137,0.6577489,0.10131127,1.0214118,15.640197,2.1094735,70.33461,-640.56,-641.18304,980
15771,0.01487078983302149,0.7430053,0.1601981,1.0559937,15.125456,3.3988826,37.211464,-640.5569,-640.8208,979
15772,0.01488986251411804,0.69155973,0.19192854,1.0026016,16.66229,17.656279,-2.2666545,-640.5556,-645.6073,978
15773,0.014969138851237443,0.61483467,0.35167393,0.965189,18.295788,13.137807,9.221798,-640.5503,-643.37885,977
15774,0.015039654991145167,0.53831035,0.3334322,1.0155995,14.195966,18.534363,-3.594791,-640.5456,-641.5605,976
15775,0.015047000365857637,0.4484119,0.3101454,1.0087162,15.518888,9.715263,6.044967,-640.5451,-640.8208,975
15776,0.015047000365842242,0.54294544,0.22608458,1.0964919,15.402296,16.48163,-4.9942503,-640.5451,-645.81586,974
15777,0.015054349328022123,0.7275082,0.17840034,0.9224011,15.752298,19.825264,-15.817209,-640.5446,-648.35144,973
15778,0.015068138307620486,0.6450158,0.31642103,1.0970384,15.738715,11.346942,13.344288,-640.5437,-644.6038,972
15779,0.015116960599094903,0.68504864,0.21777456,1.0138483,16.25219,17.677364,7.732495,-640.54047,-642.3221,971
15780,0.015140968961006765,0.6034006,0.22983783,1.0804905,14.591144,21.790892,-10.42404,-640.5389,-641.5605,970
15781,0.015266242101515873,0.5889518,0.31702983,0.9761211,17.061216,15.975226,0.1331594,-640.53064,-640.8208,969
15782,0.015317575976486844,0.6741192,0.27065006,1.0746655,15.254927,1.6301444,42.96194,-640.5273,-646.7334,968
15783,0.015363455169776554,0.46256852,0.46434543,1.0528208,15.4595175,11.966927,10.627138,-640.5243,-647.22876,967
15784,0.015495297181565584,0.6208357,0.3532568,0.9847294,16.248625,5.2051916,25.159399,-640.51575,-642.3221,966
15785,0.015551197486916789,0.5134175,0.34893727,0.93044037,15.677628,2.6594994,18.00792,-640.51215,-648.35144,965
15786,0.015645449765989517,0.43922824,0.4323,1.0278258,14.580859,16.04177,8.918388,-640.5061,-641.36743,964
15787,0.015699016917651805,0.47063375,0.3702368,1.032328,15.378064,2.385726,31.585037,-640.5027,-645.6073,963
15788,0.015823111570011802,0.5842272,0.24453923,0.99439543,14.325103,17.817886,-9.709538,-640.4948,-645.06586,962
15789,0.015954028612663,0.70343363,0.22300221,1.1120303,14.837582,6.4403296,30.679422,-640.4866,-654.7917,961
15790,0.01608308366472102,0.63547975,0.2139112,1.072268,15.183126,23.372232,-32.784042,-640.4785,-640.9919,960
15791,0.016131255706112183,0.7032414,0.13079156,0.9652354,15.974268,22.204193,-47.14005,-640.4755,-646.7334,959
15792,0.01613420969770037,0.65576214,0.18569127,1.106604,14.797973,19.455389,-19.941902,-640.47534,-651.23706,958
