,,phi_1,phi_2,sigma,mu,init_y_1,init_y_2,logL,logL_birth,nlive
labels,,$\phi_1$,$\phi_2$,$\sigma$,$\mu$,$y_1$,$y_2$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
255,0.0,1.3190632,-0.95483154,4.2898765,-44.036884,-15.502217,-26.55749,-18448.96,,995
256,0.0,0.74871135,-0.82340753,5.2002125,-27.041483,47.57101,23.506447,-18427.48,,994
257,0.0,0.20414545,-0.6510733,6.571036,54.713284,-32.356693,17.063248,-18300.355,,993
258,0.0,0.63442904,-0.5172267,7.7740707,-60.907722,-118.39799,-66.5142,-18208.479,,992
259,0.0,-1.0847269,-0.35220313,9.419686,-18.034681,-71.2451,-24.832184,-18118.684,,991
260,0.0,1.0327694,-0.66238195,6.4749074,-73.41673,-45.532257,-11.119108,-18047.014,,990
261,0.0,-0.8351182,-0.91675967,4.406657,1.5107977,5.5365095,40.592857,-17944.549,-38346.816,989
262,0.0,0.10617278,-0.20640297,11.016394,100.308716,-48.648743,-3.2611206,-17737.236,,988
263,0.0,0.9859464,-0.75548947,5.716395,78.52028,-50.868744,-44.631542,-17616.104,,987
264,0.0,-0.81805396,-0.25414634,10.47927,58.01862,22.16058,-53.199432,-17577.77,,986
265,0.0,0.07604781,-0.81843984,5.236907,40.08747,-76.051735,-15.883512,-16824.809,,985
266,0.0,-0.7468447,-0.04896968,13.976666,-47.843822,21.45631,-43.865955,-16408.852,-38346.816,984
267,0.0,-1.029052,-0.5598586,7.3778896,38.162636,-83.898155,-78.87908,-16389.252,,983
268,0.0,1.2771869,-0.82289845,7.058405,-89.62214,91.44749,53.5288,-16184.17,-38346.816,982
269,0.0,-0.31067115,-0.030815747,13.105594,-63.354023,-16.405947,70.4774,-16146.522,,981
270,0.0,0.6017801,-0.67567295,6.363034,-32.812004,12.03592,61.81384,-16135.258,,980
271,0.0,0.47849438,-0.39318877,8.994611,-64.00275,29.218596,24.619474,-16034.743,,979
272,0.0,0.18828993,-0.5618178,6.0925055,-20.1531,-29.288218,25.349783,-15606.8125,-38346.816,978
273,0.0,-0.6073722,0.05558796,14.195901,-56.83757,-21.347958,-3.3071325,-15585.529,,977
274,0.0,-0.5088359,-0.07076925,12.614966,-47.453835,-35.594837,115.29715,-15431.913,,976
275,0.0,0.24359941,-0.12548806,4.1193986,-21.87161,27.475376,-3.5044677,-15303.15,-28130.213,975
276,0.0,-0.6971312,-0.698954,6.169956,-4.925283,40.67263,1.1676931,-15197.727,,974
277,0.0,0.47150135,-0.586493,7.136519,-35.010574,3.4345443,-21.196909,-15179.6,,973
278,0.0,0.62460905,-0.5475029,7.491469,-48.226994,-93.88873,-41.235798,-15119.807,,972
279,0.0,-0.90312344,-0.02738989,13.148068,68.05213,33.28275,-25.087082,-15089.153,,971
280,0.0,-0.33660904,-0.27802575,17.572407,-68.48415,45.183098,-5.3592067,-15040.221,-28130.213,970
281,0.0,0.18589352,-0.614127,6.8911123,52.832375,-42.807182,-38.72379,-15029.9795,,969
282,0.0,0.37143958,-0.499645,7.940964,69.97785,22.103268,-81.45782,-15019.877,,968
283,0.0,-1.2238114,-0.2497981,10.52762,-17.404537,53.49391,-73.622665,-14796.829,,967
284,0.0,1.4002224,-0.81055754,5.295473,-85.2445,-53.516914,-145.45184,-14776.36,,966
285,0.0,-0.8175814,-0.2473742,10.554625,-23.816628,6.905116,-39.57262,-14642.353,,965
286,0.0,0.65315104,-0.5401578,7.559471,80.23284,9.583363,44.54072,-14392.846,,964
287,0.0,-0.6146798,0.20180644,16.12736,-70.46596,17.879967,-60.095882,-14371.942,,963
288,0.0,0.6324744,-0.9993312,2.5822155,2.112792,-102.9613,65.82058,-14161.766,-137824.77,962
289,0.0,0.3505635,-0.50244224,7.9142737,-36.32855,-15.6289,-7.334926,-14036.061,,961
290,0.0,-0.81978816,0.02696587,13.830375,72.59964,55.318016,-40.51551,-14015.72,,960
291,0.0,-0.0680983,-0.6010148,7.006917,-16.084244,-96.136856,-16.75913,-13835.936,,959
292,0.0,0.9356158,-0.9628589,4.2380214,46.15301,4.5958667,-0.9994591,-13749.668,,958
293,0.0,-0.801063,-0.69740534,6.6897583,-4.473853,-25.70646,155.40674,-13683.055,-28130.213,957
294,0.0,-0.30130675,-0.38227686,10.120301,-28.727854,-37.192543,17.989395,-13505.825,-68144.57,956
295,0.0,-0.6656276,-0.004250259,13.436609,72.840744,-34.89393,82.162315,-13130.095,,955
296,0.0,-1.5259126,-0.57318944,7.256489,-1.5039715,68.45642,-19.097065,-13091.729,,954
297,0.0,-1.1506186,-0.50637263,7.8768616,36.47025,-48.80847,10.899058,-13070.178,,953
298,0.0,-0.15036665,-0.8828055,4.774395,31.85892,-24.067492,-69.89911,-12802.2295,,952
299,0.0,0.0030817415,-0.35707936,9.368556,64.4125,25.740826,8.305551,-12780.553,,951
300,0.0,0.4324091,-0.42594388,4.798869,-19.315134,87.90638,-26.186121,-12734.746,-19432.271,1000
301,0.0,0.17150895,-0.8969415,4.676561,34.430916,141.023,4.0568376,-12609.333,,999
302,0.0,-0.336063,-0.25160876,10.507473,-31.076603,33.575283,77.804085,-12540.213,,998
303,0.0,-0.5509791,-0.6454498,6.717737,36.628654,-48.981064,13.465,-12422.234,-68144.57,997
304,0.0,-0.31624198,0.22638331,15.577152,-82.950325,-19.992369,-89.346115,-12287.449,-12780.553,996
305,0.0,-0.7003845,-0.3555259,9.3848295,-16.421352,-0.7283497,15.791793,-12285.183,,995
306,0.0,-0.2526825,-0.5651389,7.3296614,-12.835298,-15.095613,-18.693075,-12250.053,,994
307,0.0,-0.6843266,-0.8716094,4.8528376,2.3811312,-6.7646904,186.77615,-12197.985,,993
308,0.0,-0.65962744,-0.118548535,12.03985,-31.233059,14.254381,10.915261,-12160.158,,992
309,0.0,-0.12367762,-0.7485318,6.7811966,-9.785784,-44.688457,80.438644,-12126.847,-19432.271,991
310,0.0,-0.3415262,0.07359318,14.699228,94.41786,-10.764447,-25.12877,-12116.518,-38346.816,990
311,0.0,1.0679085,-0.6913284,6.232793,-54.242054,20.325377,-5.043902,-12115.18,,989
312,0.0,0.99728096,-0.5967043,7.5022492,-70.19216,55.03871,25.123793,-11826.82,-19432.271,988
313,0.0,-0.0758109,0.24695934,16.74448,-120.305016,-82.16321,4.561869,-11825.425,,987
314,0.0,1.5479724,-0.8784276,4.8049674,-84.82647,14.549017,-4.6538973,-11788.392,,986
315,0.0,-0.03165253,-0.72150284,5.9864545,38.637627,58.07349,5.060894,-11785.226,,985
316,0.0,0.5347259,-0.5383439,7.57632,-36.21383,-10.015702,-40.42678,-11781.077,,984
317,0.0,-0.8211857,0.01179713,9.043331,-18.644938,-5.9503655,7.0615916,-11780.226,-19432.271,983
318,0.0,-0.43310905,-0.44421408,14.645413,-37.097897,-34.488895,63.519352,-11762.395,-12780.553,982
319,0.0,0.23031826,-0.8370811,4.2782845,33.562363,32.103203,15.456079,-11754.484,-68144.57,981
320,0.0,-0.6953918,0.2083858,16.216694,-57.464706,-46.10166,97.23457,-11669.805,,980
321,0.0,0.010712977,-0.14221707,10.727056,-48.353672,30.544844,12.359465,-11623.623,-19432.271,979
322,0.0,-0.6438717,-0.2123064,10.949241,54.46275,-35.016743,-24.52733,-11478.441,,978
323,0.0,0.5813317,-0.41625008,8.760141,-54.781044,-32.47981,0.89959997,-11433.67,,977
324,0.0,0.6104169,-0.78388476,10.87011,-45.8199,-101.32645,-60.77461,-11270.228,-12780.553,976
325,0.0,0.24779274,-0.23012058,10.674061,-56.10838,-3.941086,-44.330616,-11186.511,-68144.57,975
326,0.0,-0.8349148,-0.095121816,16.30287,70.131714,4.1978073,-3.8954134,-11173.312,-28130.213,974
327,0.0,0.6779425,-0.94495785,4.354247,-7.5876675,21.173386,2.278452,-11082.824,,973
328,0.0,-0.38055182,0.2077568,16.208145,104.242935,-96.64715,-12.223786,-11004.775,,972
329,0.0,0.8716385,-0.8720023,7.729964,-35.225536,28.322603,67.65054,-11004.215,-68144.57,971
330,0.0,-0.73362,-0.031698275,13.094663,63.174763,10.531725,21.310593,-10966.744,,970
331,0.0,0.095751524,-0.4358507,8.563544,56.918766,53.695724,44.37782,-10932.955,,969
332,0.0,0.71417445,-0.24863142,10.540614,-111.797424,86.87053,22.442339,-10810.304,,968
333,0.0,1.0291401,-0.92865354,4.4619627,47.31921,42.543686,-21.553915,-10689.888,,967
334,0.0,-0.0046396167,-0.32737514,9.682339,-30.998095,14.234591,69.46251,-10576.13,,966
335,0.0,0.07147878,-0.4975972,7.9605346,-20.465054,-67.538,-45.652683,-10557.485,,965
336,0.0,-0.77537954,-0.05141428,12.851553,-29.007471,106.37587,21.85264,-10539.713,,964
337,0.0,-1.0096954,-0.94843835,4.331482,24.632984,63.461918,-32.64391,-10498.383,,963
338,0.0,0.8830043,-0.65668,6.5232677,-38.550293,78.39853,11.247537,-10485.423,,962
339,0.0,0.29537645,-0.859253,4.94039,-4.915749,57.009106,-2.4802673,-10434.756,,961
340,0.0,-0.44892824,-0.28551635,10.133843,-21.582006,-178.37819,-20.928646,-10396.447,,960
341,0.0,-0.7805605,-0.0715697,12.6052265,57.90468,30.434925,78.81234,-10387.084,,959
342,0.0,0.81177646,-0.64023674,6.6639624,66.22534,43.747486,-21.170385,-10366.026,,958
343,0.0,0.3354369,-0.41822553,8.740213,66.04578,0.7235607,-48.57193,-10325.801,,957
344,0.0,-0.2794237,-0.9806514,4.124606,26.782866,25.218311,-40.732758,-10324.268,,956
345,0.0,-0.013025168,0.11100031,17.901215,-107.02134,-32.45452,91.75083,-10256.186,-137824.77,955
346,0.0,-0.18805589,0.2353406,9.495353,-46.59416,66.051865,16.687634,-10102.381,-12780.553,954
347,0.0,0.6532276,-0.5036401,7.329034,-38.50614,24.273596,45.122704,-10093.354,-137824.77,953
348,0.0,-0.010895026,-0.17121926,11.079379,73.11434,66.097946,-75.84698,-10077.39,-137824.77,952
349,0.0,-1.144479,-0.46151128,8.309925,-4.3813453,34.47837,62.949898,-10022.863,,951
350,0.0,-1.1312476,-0.63468504,6.7118764,0.21659927,11.976685,2.376195,-10020.655,,1000
351,0.0,0.97551113,-0.7960154,5.4046288,56.195232,-63.984085,-74.824265,-10014.573,,999
352,0.0,0.70755714,-0.35338926,9.407235,-74.535,6.5638223,74.00504,-9998.361,,998
353,0.0,0.19858406,-0.29414606,10.039874,71.52908,10.01196,-25.570492,-9946.882,,997
354,0.0,-0.506559,0.33092758,13.5136,85.2337,-78.920586,-100.47041,-9917.938,-10022.863,996
355,0.0,-0.3185456,-0.25084487,10.515971,-25.744997,17.392878,-27.085506,-9911.88,,995
356,0.0,0.5362972,-0.5625218,7.353542,59.42688,-55.04306,23.851385,-9895.958,,994
357,0.0,0.4351455,-0.48393896,8.091773,-32.19379,31.359995,19.914188,-9884.582,,993
358,0.0,-0.0488592,-0.0073899454,13.397292,-61.7574,3.960355,24.665377,-9883.383,,992
359,0.0,0.104995176,-0.3632562,9.304004,60.45243,48.572468,-30.71396,-9837.091,,991
360,0.0,1.0541166,-0.84417087,5.0486526,54.28339,-93.79422,-105.61729,-9817.611,,990
361,0.0,-0.8975651,-0.5280849,9.644941,-8.515961,153.74109,-61.01862,-9680.933,-12780.553,989
362,0.0,0.09395983,-0.69734746,9.256833,-19.688337,-88.63974,23.84715,-9680.846,-10022.863,988
363,0.0,-1.4596984,-0.96261704,4.2395763,7.8439684,26.501549,24.561672,-9595.636,,987
364,0.0,0.5853475,-0.5863161,14.2911,100.17481,108.15888,59.204273,-9569.029,-38346.816,986
365,0.0,0.2676268,-0.5422864,7.539728,-20.267874,-43.71819,-2.9823077,-9452.741,,985
366,0.0,0.26369676,-0.24229942,10.398583,77.87193,91.20701,117.819984,-9270.27,-68144.57,984
367,0.0,0.7067759,-0.4226842,8.695333,-56.611942,-5.7683597,-36.942135,-9264.007,,983
368,0.0,-1.3595003,-0.47378364,8.1901455,32.201244,-18.787367,16.245926,-9210.08,,982
369,0.0,0.605297,-0.90853506,4.5973244,-5.8441253,3.469364,6.589924,-9204.675,,981
370,0.0,-0.18028332,-0.572733,10.932923,51.592533,35.829872,-60.77334,-9157.898,-38346.816,980
371,0.0,-0.18394493,-0.6474711,6.601837,36.363796,-72.438675,38.902557,-9101.957,,979
372,0.0,-0.74980474,0.18587163,15.911835,-43.113808,76.07547,-52.723866,-9097.91,,978
373,0.0,-0.3085936,0.5295597,9.580297,87.06462,21.444597,-54.454296,-9090.868,-10022.863,977
374,0.0,1.3080409,-0.98765105,4.0805616,-20.385914,-25.150562,-9.756301,-9069.511,,976
375,0.0,-0.43494105,-0.13279067,11.87091,-28.567816,-33.720413,-10.932898,-9067.419,,975
376,0.0,0.17874248,-0.16331373,10.218716,-44.794037,62.52256,-40.12533,-8997.943,-68144.57,974
377,0.0,0.24826172,-0.37880594,13.4062195,-52.556667,-7.600829,65.10738,-8956.143,-137824.77,973
378,0.0,-0.8261729,-0.015372386,13.297563,-25.976568,48.64737,-117.15444,-8944.522,,972
379,0.0,0.07383396,-0.7605239,5.677058,-4.3050995,28.640625,-79.59718,-8885.256,,971
380,0.0,-0.17095508,-0.17901137,13.743163,-42.341457,45.35922,-69.98248,-8803.28,-12780.553,970
381,0.0,-0.6247527,0.30458248,17.545433,-59.25798,-15.732683,-0.34051165,-8781.019,,969
382,0.0,0.12298174,0.07385776,8.122212,-42.636627,14.775453,54.052586,-8738.982,-28130.213,968
383,0.0,0.7379214,-0.666911,6.4366508,55.0261,-39.36513,17.490097,-8705.2,,967
384,0.0,0.074462295,-0.35178187,9.424111,-26.68254,19.745687,-75.34353,-8698.087,,966
385,0.0,0.693749,-0.9190794,4.526041,-5.893379,63.161648,-4.140674,-8637.739,,965
386,0.0,0.9585312,-0.6452418,6.6209435,-39.719788,31.46317,60.97883,-8618.405,,964
387,0.0,-0.94075626,-0.14017045,11.783828,46.853886,-77.05229,23.46781,-8615.778,,963
388,0.0,-0.72201383,-0.029147621,13.698338,-28.389893,16.802582,78.55211,-8612.359,-38346.816,962
389,0.0,-0.38796178,0.45780665,10.88903,81.05066,-2.927964,44.52812,-8606.356,-19432.271,961
390,0.0,0.18878734,-0.17038509,11.430559,80.557365,9.652627,8.270969,-8587.521,,960
391,0.0,-0.16413525,-0.43196708,8.6023,-15.125639,-30.334982,6.886971,-8544.58,,959
392,0.0,-0.61676383,-0.14263749,11.754786,-22.016014,20.03437,-52.844353,-8541.877,,958
393,0.0,-0.1393974,-0.7682835,5.6167655,31.965406,18.852633,-10.656829,-8512.184,,957
394,0.0,-0.5798097,-0.65032846,9.575242,-8.736019,-51.739883,-113.57142,-8498.435,-137824.77,956
395,0.0,1.0256364,-0.58318883,2.8356745,44.589336,-19.72066,5.0899515,-8466.69,-10022.863,955
396,0.0,-0.50634503,-0.5983206,9.043656,39.215866,59.379066,-26.446404,-8408.97,-38346.816,954
397,0.0,-1.8054199,-0.88702637,4.745042,8.338439,-25.693188,-77.768585,-8405.321,,953
398,0.0,-0.8898824,-0.13308278,11.867457,-17.104073,-47.062916,16.311146,-8380.567,,952
399,0.0,-0.0095991315,-0.5999979,6.143935,-6.1641674,-7.756616,16.127508,-8358.84,-137824.77,951
400,0.0,-0.8277922,-0.70228326,6.142645,28.787447,46.650406,-62.93407,-8320.406,,1000
401,0.0,0.62447506,-0.43591902,8.562862,73.80793,-6.553054,-16.232845,-8317.46,,999
402,0.0,-0.5100539,-0.18629467,11.246677,51.67348,53.87303,-55.741066,-8291.575,,998
403,0.0,-0.40786123,0.36200842,7.6202955,-25.095274,23.672007,73.41136,-8235.562,-12780.553,997
404,0.0,0.45051932,-0.3750372,9.181553,-39.366474,27.178907,-40.05217,-8220.723,,996
405,0.0,0.31096858,-0.6139202,6.8929296,-13.801044,68.52312,-117.54854,-8164.577,,995
406,0.0,0.6851736,-0.5456053,5.8592343,53.070988,22.79924,21.072401,-8157.127,-28130.213,994
407,0.0,-0.345188,-0.3491535,14.943005,-32.198364,6.5670958,-100.49665,-8144.9136,-8358.84,993
408,0.0,-0.15942688,-0.39923513,8.932806,-15.847076,57.574665,111.20528,-8100.7534,,992
409,0.0,1.1536132,-0.48043573,1.7167486,-10.271241,92.71278,-14.307928,-8057.71,-19432.271,991
410,0.0,-0.39581248,0.453538,19.681519,-94.987076,7.5366707,91.35297,-8018.63,,990
411,0.0,-0.3826093,0.19115962,15.983224,-55.958286,0.7143712,59.388138,-8004.648,,989
412,0.0,-0.04542945,0.11938725,8.351498,-33.618797,54.284695,-3.1890588,-7989.3745,-8358.84,988
413,0.0,1.0917169,-0.62971693,8.026962,-64.894165,-16.057905,88.21731,-7942.8804,-19432.271,987
414,0.0,0.7954082,-0.24070318,10.629125,-112.47225,-32.47357,-77.31557,-7927.05,,986
415,0.0,-0.042419937,-0.016921638,13.278247,81.40276,108.28762,-9.085719,-7842.427,,985
416,0.0,0.93383175,-0.62912554,6.760066,-36.942905,64.07677,-64.49771,-7838.0303,,984
417,0.0,-0.18598987,-0.1998319,15.8181,74.84708,4.5705185,-23.36335,-7794.188,-28130.213,983
418,0.0,0.7858476,-0.97419304,4.165531,34.168297,-10.766423,-38.268333,-7779.6123,,982
419,0.0,-0.43053636,0.48027164,20.074352,-93.60335,16.609896,-14.875537,-7745.2373,,981
420,0.0,-1.0113927,-0.29150814,11.672798,41.907562,53.55121,5.027143,-7737.089,-19432.271,980
421,0.0,0.5072072,-0.5489975,7.477677,-22.970661,-39.86467,21.10351,-7736.2734,,979
422,0.0,-0.009672366,-0.3977677,8.947784,48.806343,-20.137144,73.233185,-7673.4893,,978
423,0.0,-0.3022178,-0.59273064,7.080678,35.084183,57.33152,-40.5652,-7665.9336,,977
424,0.0,0.09448969,-0.067174315,20.309246,121.79543,-3.3130057,-50.787907,-7627.5396,-10022.863,976
425,0.0,-0.10486325,-0.079530366,7.802985,-19.467846,69.09932,30.332033,-7616.1055,-19432.271,975
426,0.0,-0.19530572,0.15083864,18.454948,-73.76727,20.13967,-67.916916,-7444.7236,-10022.863,974
427,0.0,1.2655218,-0.7334319,5.890772,-50.43247,26.164528,-1.9442668,-7349.8276,,973
428,0.0,0.51962286,-0.5066943,7.873804,56.325397,109.311035,23.79878,-7345.4585,,972
429,0.0,-0.51965946,-0.5271541,15.764831,53.92126,27.673458,3.0872407,-7327.1426,-8358.84,971
430,0.0,0.28770244,-0.068178564,12.646515,97.146736,-18.824892,-7.312756,-7300.8374,,970
431,0.0,-0.028758798,-0.08657852,11.183192,65.611565,22.757664,61.640522,-7175.4663,-38346.816,969
432,0.0,0.42193526,-0.0074290913,13.396801,-97.4209,-71.00559,-65.47569,-7056.579,,968
433,0.0,-0.49142104,0.25500888,16.855473,-51.236523,-23.401217,58.63095,-7039.4536,,967
434,0.0,-0.31600815,0.2295652,16.505636,-58.697403,-112.54645,-70.499214,-7016.4917,,966
435,0.0,-0.40988877,-0.7633045,7.5353775,32.539894,-7.669996,-14.512749,-6996.26,-10022.863,965
436,0.0,-0.58644587,-0.9732398,5.8231745,3.9912488,-17.93765,-41.01583,-6867.3516,-8358.84,964
437,0.0,-1.1148804,-0.73117673,5.908787,5.074064,14.612343,40.753906,-6794.349,,963
438,0.0,-0.37917495,-0.6619541,6.478529,-0.3905792,3.4802973,25.083838,-6788.2188,,962
439,0.0,-0.07252074,-0.18733867,17.250738,-49.471367,42.21782,96.82488,-6735.1772,-137824.77,961
440,0.0,0.6031298,-0.2935136,3.8860464,-12.978354,45.808693,-33.166462,-6731.4907,-8358.84,960
441,0.0,-0.16317917,-0.67066336,6.405061,-1.8432704,26.276937,-31.408197,-6695.963,,959
442,0.0,-0.44903037,0.04447038,14.053415,-31.936516,-31.851662,-67.4332,-6613.73,,958
443,0.0,-0.29283112,-0.3364832,9.585537,-12.747643,98.43375,8.45933,-6581.427,,957
444,0.0,-0.6846469,0.017863788,13.715029,-23.405785,8.658442,49.720623,-6570.7007,,956
445,0.0,0.03270015,-0.6499101,2.8150244,23.87755,27.505667,67.58111,-6557.286,-68144.57,955
446,0.0,0.7253367,0.024657246,6.680558,-113.70926,22.486944,-51.26403,-6512.2734,-10022.863,954
447,0.0,0.36146507,-0.40704173,11.881008,68.648224,-74.80832,-1.0037448,-6508.4126,-68144.57,953
448,0.0,0.16155866,0.04735742,10.267847,-46.18296,45.254196,111.56633,-6505.585,-28130.213,952
449,0.0,-0.07199631,0.26457646,16.987783,-82.04143,97.602554,-14.04961,-6502.1934,,951
450,0.0,-0.51354957,0.4407258,21.03557,104.58857,-97.95141,21.951195,-6464.348,-38346.816,1000
451,0.0,0.014677028,-0.0792996,13.0661545,72.49466,85.26361,5.8296523,-6464.265,-10022.863,999
452,0.0,-0.1631874,-0.35437617,8.77743,42.66231,78.90818,-48.74044,-6452.213,-137824.77,998
453,0.0,-0.49081057,-0.6909137,6.236222,28.907547,71.03323,-61.247765,-6440.456,,997
454,0.0,0.56272495,-0.36230382,7.419184,59.449127,-54.70322,43.797466,-6435.851,-68144.57,996
455,0.0,-0.3857591,-0.13498199,11.845018,-20.969147,37.478153,18.772722,-6411.757,,995
456,0.0,0.13914257,-0.04299717,12.955082,81.67531,-47.17558,-51.663624,-6397.9385,,994
457,0.0,-0.76303333,-0.13658822,11.826058,44.202705,12.631541,53.72343,-6397.938,,993
458,0.0,0.69163525,-0.704229,6.1267185,-13.302574,-27.695295,75.36633,-6376.8364,,992
459,0.0,0.38718304,-0.73331374,5.891714,-5.5233746,32.8445,69.43307,-6375.467,,991
460,0.0,-0.7805031,-0.0096998215,15.585905,-24.620346,-27.683432,-4.924083,-6374.152,-10022.863,990
461,0.0,-1.0296566,-0.6247734,6.797936,3.26839,25.578638,8.154879,-6316.3594,,989
462,0.0,-0.38717666,0.2466224,15.50721,77.06526,-54.27307,-35.17798,-6298.586,-19432.271,988
463,0.0,-0.08507749,-0.16736223,11.465665,57.38056,-52.515392,-41.18374,-6291.5,,987
464,0.0,-0.46024188,-0.050039466,12.868437,-23.732048,-34.003586,3.7366138,-6279.412,,986
465,0.0,0.1639632,-0.33364898,13.180523,-36.190525,77.48565,1.3991319,-6275.601,-19432.271,985
466,0.0,-0.9473365,0.0387949,14.448067,-19.1333,13.767311,16.343695,-6273.155,-68144.57,984
467,0.0,0.38983473,-0.2759923,10.238081,-37.800938,-19.257635,-74.09642,-6205.717,,983
468,0.0,0.021755775,-0.7116378,8.600725,38.651253,-11.66993,-2.7124832,-6173.0547,-10022.863,982
469,0.0,0.8213239,-0.8838013,4.76746,-5.797946,-58.86148,-34.87409,-6168.2837,,981
470,0.0,0.8071254,-0.7828805,5.5044546,-10.943057,-46.526604,25.63751,-6163.0356,,980
471,0.0,0.4782606,-0.11550099,4.725958,50.291874,-37.366898,27.748089,-6140.131,-8358.84,979
472,0.0,0.82562673,-0.5099771,5.838123,-24.38218,-18.210983,49.578655,-6135.556,-10022.863,978
473,0.0,0.44021574,-0.15974738,9.994746,78.407295,33.776764,-35.705555,-6110.002,-38346.816,977
474,0.0,0.08916185,-0.15240031,14.714228,-46.290146,60.855133,69.39985,-6082.593,-137824.77,976
475,0.0,-0.8479221,-0.83403873,1.4320087,14.232401,-98.73338,87.95557,-6080.6426,-6502.1934,975
476,0.0,0.5549221,-0.27424422,10.257274,79.6012,98.5401,-26.927727,-6079.494,,974
477,0.0,0.100940265,-0.30840358,12.998085,-32.831764,-13.438152,-48.02383,-6058.713,-28130.213,973
478,0.0,0.42657208,-0.8029044,8.6552,43.89577,30.86883,60.65272,-6044.925,-28130.213,972
479,0.0,0.227743,-0.9205097,5.674392,-0.043163225,-100.635185,-21.359312,-6040.389,-19432.271,971
480,0.0,-0.8938923,-0.4247478,12.42661,39.04079,-42.65464,-3.8111968,-6038.0684,-137824.77,970
481,0.0,0.048997182,-0.6017916,11.619085,-18.036726,-93.532974,57.297215,-5993.3623,-38346.816,969
482,0.0,0.077183336,-0.028555121,13.133614,-45.56094,29.236586,-45.257305,-5944.1367,,968
483,0.0,1.186227,-0.51824313,7.7644844,-88.24018,126.676605,-35.91128,-5935.8613,,967
484,0.0,-0.54147524,-0.24389604,10.593434,41.543922,-43.910374,6.120986,-5930.964,,966
485,0.0,0.61313874,-0.07070493,9.001078,-72.92455,-2.8238943,-54.967632,-5930.599,-38346.816,965
486,0.0,-0.6911561,-0.16157596,11.533009,-12.174916,-62.72533,-41.643394,-5892.1685,,964
487,0.0,-0.66590303,-0.0407528,13.412569,-19.06926,15.18513,64.1185,-5888.5166,-137824.77,963
488,0.0,-1.1241505,-0.45320666,8.391537,0.77269113,2.1801643,-4.5013576,-5878.5596,,962
489,0.0,-0.13741408,-0.19582595,11.137227,-21.51531,23.245308,38.996635,-5873.3257,,961
490,0.0,-1.108583,-0.56751406,7.3080273,27.286282,-31.237581,-28.365559,-5869.168,,960
491,0.0,0.89220953,-0.55205286,2.9514751,-4.791049,-12.056747,102.36058,-5859.4614,-10022.863,959
492,0.0,-0.7183974,0.26293173,16.96501,-34.789402,-64.73014,-2.0821166,-5840.342,,958
493,0.0,1.0389769,-0.13841961,1.2683053,55.993008,-76.38661,53.213207,-5781.897,-10022.863,957
494,0.0,-0.3729997,0.43842155,19.460623,-72.72757,-10.454282,41.05058,-5768.0903,,956
495,0.0,-0.14838627,-0.68862975,6.255125,30.391495,3.5055935,-14.703794,-5754.741,,955
496,0.0,-0.30607754,-0.7026507,17.829542,52.615704,-42.36857,-78.19972,-5743.4907,-8358.84,954
497,0.0,-0.10313743,0.09457365,14.700539,77.56526,-88.42828,-14.31076,-5735.7734,,953
498,0.0,0.36959687,0.13850218,13.372268,-101.348656,-36.536575,-21.882204,-5733.894,-8358.84,952
499,0.0,-0.090687804,-0.15369685,7.2608128,41.0555,-27.638315,-4.004777,-5726.9307,-19432.271,951
500,0.0,0.72258615,-0.6555872,6.532562,-15.85039,18.574814,-16.54675,-5712.7686,,1000
501,0.0,1.1416959,-0.79415536,5.4186945,-21.911827,24.79985,20.68883,-5705.7954,,999
502,0.0,0.8179618,-0.29007322,9.39362,-71.03533,-52.98567,13.318708,-5692.7114,-38346.816,998
503,0.0,-0.44526798,-0.6447811,7.4337683,30.69666,-67.40078,16.610779,-5687.699,-28130.213,997
504,0.0,-0.1569875,-0.32578787,9.699261,-12.98651,49.536728,-32.576584,-5650.5664,,996
505,0.0,-0.14603315,-0.61017925,6.9258566,32.529686,16.622606,0.10769615,-5636.1206,,995
506,0.0,-0.029383183,-0.999844,4.004609,23.91487,-20.073582,-4.9342303,-5625.8823,,994
507,0.0,0.3530227,-0.3202814,9.758089,-28.097254,3.362783,-13.202914,-5600.021,,993
