,,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\theta_6$,$\theta_7$,$\theta_8$,$\theta_9$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,
18759,0.0,0.48570567,0.16567034,0.63332635,0.63024193,0.56862944,0.34468693,0.14633532,0.39782855,0.44683576,0.0017652116,0.9977781,2519.2441,2489.0244,991
18760,0.0,0.27638638,0.4868044,-0.08323638,0.09332776,-0.13942677,-0.6465333,-0.024486523,0.0019856358,0.12532477,0.0017944642,1.000062,2519.2588,2392.1226,990
18761,0.0,0.99031264,0.49103427,0.4950774,0.4740072,0.14037685,0.45626155,0.44689998,0.11084017,0.11176632,0.0018020618,0.9985565,2519.3657,2479.1743,989
18762,0.0,0.4046727,0.24223742,0.36590552,0.09539135,0.26870978,-0.008260542,-0.04794895,-0.32739717,-0.037206855,0.001779391,0.9991682,2519.4885,2460.7324,988
18763,0.0,-0.37347937,0.21139042,-0.29631367,-0.15053236,-0.39737412,-0.039747022,0.3710043,-0.19731538,0.60394055,0.0016243787,0.9996296,2519.6936,1987.7017,987
18764,0.0,1.0375171,0.3543191,-0.3508617,-0.5140715,-0.25369495,-0.02351008,0.91337544,0.94100845,0.39886206,0.0016973265,1.000869,2519.761,1942.7295,986
18765,0.0,0.8277754,0.6819371,0.90483165,0.9835821,0.8025864,0.687722,0.31933042,0.42189768,-0.055413604,0.0016603018,0.9956603,2519.77,2460.7324,985
18766,0.0,-0.6912703,0.119278885,-0.41996217,0.3996211,0.02116656,-0.13378789,-0.09991244,0.28978524,0.13484655,0.0017317471,0.99991304,2519.7827,2245.0183,984
18767,0.0,0.075670026,0.21329601,0.29325083,0.14332898,-0.0046911277,0.16398656,-0.08976028,0.083165154,0.5915294,0.0017970216,1.0000358,2519.921,2441.349,983
18768,0.0,-0.6302115,0.41009888,0.0039310358,0.9821697,-0.47951314,0.35092413,0.20846489,0.06347576,0.122550026,0.0013829828,1.0015286,2519.9758,2441.349,982
18769,0.0,1.2165401,0.35975358,-0.42204633,-0.34475142,-0.18248919,0.2376616,0.6932062,0.54872173,-0.06920038,0.0015485954,1.0023634,2520.238,2489.0244,981
18770,0.0,0.92610365,0.6297888,0.8557624,0.22397885,0.3301674,0.47969317,0.61153895,0.71950483,0.23257978,0.001312386,1.0049088,2520.2776,2359.7969,980
18771,0.0,0.030512884,-0.033508215,0.12745343,0.5221939,-0.27996102,0.20359023,-0.17834923,0.07266674,0.0031435639,0.0009482416,0.99848133,2520.459,2392.1226,979
18772,0.0,0.10436631,0.29933843,0.5975487,0.307249,0.008482242,-0.19348034,0.000821327,0.101952024,-0.117639855,0.0017668192,0.99977624,2520.8225,2479.1743,978
18773,0.0,-0.124985605,0.95126915,-0.12565573,0.3142816,0.23959316,-0.4926875,-0.08698843,-0.43003348,-0.075012214,0.00088264304,0.99933606,2520.8813,2265.4497,977
18774,0.0,0.21468483,-0.083639786,0.08111656,-0.46963954,0.074184574,-0.052918915,0.112726666,0.91412395,0.040402472,0.0017014433,0.9991209,2520.8987,2452.5046,976
18775,0.0,0.29639155,0.5966571,0.23394974,0.41663,0.029877493,0.23727703,-0.32854143,0.15914658,0.022831691,0.00065488607,1.0023636,2521.109,2347.9045,975
18776,0.0,0.35201302,0.9636856,0.64045984,0.45376167,0.28627855,0.7246867,-0.027943542,0.33162847,0.04845393,0.0015014512,0.9970337,2521.199,2469.33,974
18777,0.0,0.63028544,0.2658755,0.56049335,0.16722089,0.15753053,0.24978527,-0.21417622,0.0037620303,0.37243077,0.0016448966,0.99770904,2521.3135,1783.8674,973
18778,0.0,-0.12856893,0.47925884,0.332957,0.2668637,-0.25930423,0.47109628,-0.15481769,-0.30491143,0.34724057,0.0009483677,0.9979178,2521.3367,2254.7979,972
18779,0.0,0.7600952,-0.30980283,0.07320322,1.1592984,0.5281739,-0.3209446,0.14473754,0.86857796,0.40302232,0.0011013298,1.004161,2521.435,2313.048,971
18780,0.0,0.5571933,0.19565688,0.20824583,-0.24589641,-0.048762813,0.37389684,0.4236738,0.18519457,0.28500932,0.0015468007,1.0025257,2521.4966,2479.1743,970
18781,0.0,-0.1546841,0.07626088,1.036079,-0.273767,-0.11992443,0.9860104,0.15376747,-0.075682074,0.71772015,0.0016810554,0.99871415,2521.605,2421.9888,969
18782,0.0,0.6255715,0.56992805,0.137981,0.39264706,0.16204341,0.28672135,0.26926634,0.1576357,0.2266884,0.0017606906,1.0017438,2521.8274,2290.6355,968
18783,0.0,-0.7772595,0.56484824,-0.549125,0.84104794,-0.033953108,0.0051370207,-0.3094455,0.26982278,0.10055247,0.00075529295,1.0009228,2521.994,1909.0287,967
18784,0.0,-0.12028646,0.19333312,-0.050335143,0.24348576,0.10148469,-0.13217455,-0.22329502,-0.213739,0.13048753,0.0010701215,1.0010083,2522.2217,2254.7979,966
18785,0.0,-0.30684632,-0.3342391,0.63030607,-0.20393659,-0.08073808,0.95361984,-0.34979868,-0.12858857,0.3076524,0.0017064214,0.9994631,2522.7517,2441.349,965
18786,0.0,-0.18642956,0.03400212,-0.05334781,0.06427818,0.33381236,0.26846164,-0.2821971,0.376372,0.18630008,0.0011812336,1.0017309,2522.7622,2518.523,964
18787,0.0,0.19540372,1.0928915,-0.26291844,0.8481756,-0.39143577,0.44272748,-0.5556976,-0.29596436,-0.47989538,0.0012647344,0.9985043,2522.8862,2138.1655,963
18788,0.0,-0.5717414,0.43645975,-0.21382758,0.34632853,-0.08489807,0.07839161,0.5403927,-0.3903023,0.022087755,0.0017896132,0.9999436,2522.9116,2373.4578,962
18789,0.0,-1.055722,0.24250793,0.4341584,-0.015109662,-0.6808132,0.9211699,-0.42166838,-0.0038250561,0.30693763,0.0015958729,0.99967456,2523.2983,2518.523,961
18790,0.0,0.243679,-0.34466246,-0.5144985,-0.19344369,-0.16794899,0.20925182,0.5460497,0.23927547,-0.21481822,0.0017710135,1.0002768,2523.4258,2115.3677,960
18791,0.0,0.038428206,-0.35857052,0.5319015,-0.18712229,0.26368153,0.6372419,-0.08591172,0.21030496,-0.012233069,0.001316963,1.0016723,2523.5671,2152.6677,959
18792,0.0,0.41079685,0.30029583,-0.24846372,0.04314808,-0.21220456,-0.033665717,0.06362405,-0.09981732,-0.32005417,0.001791048,0.9997294,2523.601,2152.6677,958
18793,0.0,0.31483054,-0.093350984,0.23983906,0.10384616,0.38744044,-0.2359756,-0.08770664,0.29362208,0.14856537,0.0018135853,1.000166,2523.9363,1974.9025,957
18794,0.0,0.5250629,0.1645802,0.79633236,0.70991856,0.56836474,0.24287853,0.33645338,0.20366478,-0.080601886,0.0018015805,0.99932855,2524.42,2392.1226,956
18795,0.0,1.1435968,0.7803068,0.75084096,0.90487134,0.3789924,-0.083987415,0.099869,-0.07331715,-0.02895584,0.0010842631,1.0049,2524.6094,2254.7979,955
18796,0.0,0.91879463,-0.6948066,-0.9114164,-0.33151963,-0.5673312,-0.37666145,0.67000103,0.6974151,0.11231857,0.0014485371,1.0000736,2525.0332,2278.0542,954
18797,0.0,0.7941976,0.32781145,0.17233852,0.05548987,-0.056789026,0.42585668,0.42116526,0.28297213,-0.0411546,0.0017986863,0.9991916,2525.2366,2460.7324,953
18798,0.0,0.43332887,-0.17915507,0.4008666,0.2108066,-0.32386944,0.26520887,0.11379702,-0.26223212,0.09018462,0.0016978432,0.998943,2525.501,2508.5862,952
18799,0.0,0.78822964,0.82909364,0.59673023,0.7818873,0.45373797,0.30042106,-0.0037830991,-0.055875268,-0.29393443,0.0014882279,1.0039431,2526.0786,2430.353,951
18800,0.0,0.23253185,0.2215749,0.66344154,-0.10047069,0.5724545,0.33928037,0.065746,0.5334904,0.097286694,0.001784459,1.0008075,2526.1672,2508.5862,1000
18801,0.0,0.9259449,0.058260113,0.20690861,0.4006668,0.14533263,0.37286893,-0.077128194,-0.42730486,-0.06727003,0.0013444285,0.997556,2526.2214,2430.353,999
18802,0.0,0.9568244,1.2070159,0.2826587,0.18702565,-0.3668543,-0.018489942,0.01878572,0.008241834,-0.15218292,0.0017527076,0.99939364,2526.5137,2518.523,998
18803,0.0,0.83050054,0.096480526,-0.048186295,-0.50563055,-0.6495424,0.11443834,0.6349223,0.64572203,0.2943791,0.0016166639,1.0015864,2526.7239,2034.4576,997
18804,0.0,0.044830136,-0.23858221,1.1097453,-0.39608386,-0.0024785176,0.8852176,-0.13414195,0.24852903,0.41723466,0.0017071646,0.9988079,2527.2078,2373.4578,996
18805,0.0,-0.71975076,0.48931617,0.13883384,-0.17221189,-0.1234754,0.31783253,-0.19903436,-0.270303,0.55637944,0.0016949754,0.99976104,2527.446,1942.7295,995
18806,0.0,1.0142771,0.2129639,-0.23613863,-0.026715081,-0.0005836714,-0.30363685,-0.2675982,0.3262079,0.64711505,0.0013466929,0.99805206,2527.6223,1531.9727,994
18807,0.0,-0.87025577,0.6080483,0.15281868,-0.8710921,0.48114455,-0.2662423,0.120155886,0.0691557,0.0047457833,0.00097232225,0.9996008,2527.6836,2278.0542,993
18808,0.0,-0.1879524,0.16265903,-0.06966782,0.4603886,-0.062423006,0.27797228,-0.123271145,0.31983846,-0.42808655,0.0012770396,0.99865264,2527.9688,2441.349,992
18809,0.0,-0.16428958,0.13047364,-0.988976,-0.30945894,0.41601688,0.29779842,0.47251266,-0.050039753,-0.15585348,0.0016625614,1.0000595,2528.0005,2489.0244,991
18810,0.0,0.08463011,0.6131751,0.2162143,-0.55538636,0.579693,-0.10744782,0.25407302,0.09020729,-0.18889536,0.0015706698,1.0006865,2528.0056,2508.5862,990
18811,0.0,0.7190596,1.0103035,0.5590381,0.85342896,-0.16323164,-0.00400529,-0.5577434,-0.1474085,-0.35971892,0.0016305676,1.0017438,2529.0027,2441.349,989
18812,0.0,-0.06933424,0.17655852,0.48400953,0.5103353,0.015061021,0.5982623,0.053913012,-0.13049781,0.39062184,0.00056819007,0.9977277,2529.4375,2489.0244,988
18813,0.0,-0.3095354,-0.4125321,0.5981951,0.0929318,-0.3694631,0.017180573,0.14491168,0.069086894,0.22252813,0.0017599189,0.9998002,2529.5928,2508.5862,987
18814,0.0,0.41428506,-0.018547377,-0.01610216,0.05088739,-0.35333154,0.097187504,0.24966271,0.44501656,0.18403381,0.0013749638,1.0020162,2529.8074,2526.0786,986
18815,0.0,0.25558567,0.5374766,-0.050665047,-0.06782687,-0.3981708,-0.073551245,-0.17139538,0.12721714,0.033269994,0.0011539756,1.001276,2529.8123,2401.3337,985
18816,0.0,0.54412264,0.11863471,-0.15382917,0.56889784,0.11589205,0.20974326,0.12186461,0.1953148,0.026785022,0.0013682422,1.0026556,2530.446,2499.4475,984
18817,0.0,0.8074071,0.201074,0.54090106,0.337696,0.5067128,0.69126254,0.12646124,-0.012665589,0.22125359,0.0017338924,1.0008667,2530.815,2518.523,983
18818,0.0,-0.3490273,0.64145416,-0.2576837,0.3488334,0.2524901,-0.29767674,0.8179001,-0.14156695,0.57609594,0.0009844512,1.0022223,2530.9578,1859.6139,982
18819,0.0,0.23245221,0.16442005,0.56408286,0.8032075,0.5183489,0.59297365,0.11415622,0.38056332,0.46277025,0.001672404,1.0016727,2531.2305,2359.7969,981
18820,0.0,-0.22405054,0.47584638,-0.2604882,-0.8882242,0.3655493,-0.35926855,0.44950438,0.11408178,-0.044994373,0.0016844686,0.99988586,2531.2542,2071.729,980
18821,0.0,0.09786891,0.13959406,-0.480632,0.1979036,0.45503464,-0.06815247,0.24718282,0.102743104,0.2524403,0.0010790873,0.9981703,2531.639,2392.1226,979
18822,0.0,0.71177316,0.36673787,-0.24880096,-0.31329003,0.1361377,0.37962288,0.566072,0.12341061,0.10327167,0.001352395,0.9972773,2531.83,2518.523,978
18823,0.0,0.36745977,0.3586199,0.4912195,0.44744837,0.51995015,0.7278595,0.16911346,0.29561096,0.54222506,0.0016966051,1.0015417,2532.5464,2479.1743,977
18824,0.0,0.5707569,0.39018822,-0.015709458,-0.23166548,0.07115894,0.28554755,0.17229311,0.30101606,0.23162076,0.0014951397,1.0022836,2532.599,2164.0007,976
18825,0.0,0.79330206,0.9259206,0.6986354,0.56405145,0.06763582,0.08766256,-0.2055163,-0.29325297,0.033255313,0.0017606368,0.9993569,2532.947,2441.349,975
18826,0.0,0.9408358,1.1427093,0.25238892,0.439194,0.39126652,0.54646575,0.060802814,-0.19370371,-0.3912687,0.0013685438,0.9974333,2533.2222,2489.0244,974
18827,0.0,0.54194766,0.33995527,-0.43547133,-0.2017623,-0.030373618,0.37325984,0.08726601,0.16544046,0.26040724,0.0012687792,1.0015697,2533.44,2518.523,973
18828,0.0,0.79031193,-0.20845863,-1.2248278,-0.3246532,0.4322665,1.1212553,0.3451363,-0.3778801,-0.46946135,0.0015820805,0.9997159,2533.9187,2441.349,972
18829,0.0,0.6921578,0.053774726,0.52989984,0.42593864,-0.20148972,0.12426675,0.39288378,0.36177614,0.38923612,0.0017343145,1.0008965,2533.999,2233.1143,971
18830,0.0,0.7497253,-0.690506,-0.83721125,0.20916943,0.5886052,-0.3155549,-0.3722406,0.53899074,0.40542385,0.0017464553,0.99987596,2534.3293,2489.0244,970
18831,0.0,-0.06400382,-0.13725351,0.13292374,0.20776217,0.09388522,-0.27066258,0.03259063,0.4129201,0.28278112,0.0011833117,1.0016882,2534.7554,1716.3529,969
18832,0.0,-0.41023427,-0.07765888,-0.27186382,0.8559006,-0.3658996,-0.24816626,-0.2856942,0.5683404,-0.08548714,0.0012658505,1.000661,2534.8938,1859.6139,968
18833,0.0,0.26652375,0.013006667,0.24578461,0.5334863,-0.06609996,-0.18193845,0.3171258,-0.08797677,-0.22614722,0.0016095106,1.0012636,2534.9358,2290.6355,967
18834,0.0,0.35159144,1.0537791,0.84542495,0.46254236,0.61547226,0.5843448,0.29520586,0.5203843,0.29112223,0.0011245188,1.0045029,2534.94,2460.7324,966
18835,0.0,0.8765944,0.35261786,-0.089830495,-0.18339053,-0.14469454,0.45060474,0.56628805,0.5102358,0.19478011,0.0017664296,1.0005453,2535.0215,2479.1743,965
18836,0.0,0.8875665,0.69239134,-0.014219032,0.35945883,-0.23353899,0.15450467,0.027949398,-3.3110096e-05,-0.32799274,0.00085386273,0.997935,2535.2456,2526.0786,964
18837,0.0,0.16253108,-0.13672493,0.44429296,-0.16647245,-0.4206632,0.22553301,-0.2219374,-0.06313511,0.24975897,0.0011233862,0.99887526,2535.5,2164.0007,963
18838,0.0,0.20383428,0.24396625,0.064914875,0.5180427,0.09178239,0.13069522,0.26047608,0.8299864,0.10249143,0.0016509985,0.9987823,2535.5293,2083.4917,962
18839,0.0,-0.3646277,-0.20864624,0.26474422,-0.16817522,0.122433394,0.049218796,-0.31606868,-0.08978336,0.75685734,0.0006532089,1.0006139,2535.5823,2421.9888,961
18840,0.0,0.21136369,0.4484786,0.2944087,0.70120984,0.40144637,0.24351312,0.4199339,0.35752016,0.35789368,0.0017063229,1.0018182,2535.869,2382.363,960
18841,0.0,-0.046761032,0.39552093,-0.17791566,-0.53128374,0.058835607,-0.08486296,0.5201933,0.179823,0.3641194,0.0012082589,0.99836737,2535.991,2489.0244,959
18842,0.0,-0.25881723,1.1200931,0.31773922,-0.1106393,0.25110415,0.043481193,-0.90147144,0.490727,-0.7099809,0.0012256118,1.000055,2536.0159,2489.0244,958
18843,0.0,0.050166816,-0.07704093,0.01550136,0.59917766,-0.36393598,0.18215998,0.40891364,0.41012082,0.15187208,0.00029305674,1.0007194,2536.016,2479.1743,957
18844,0.0,-0.01667452,-0.39909875,-0.2656005,0.45217428,0.5231604,0.095789395,-0.478649,0.079357676,0.57319945,0.0016303583,1.0006632,2537.0837,2479.1743,956
18845,0.0,0.21250175,0.035191018,0.2435115,0.5996151,0.20104803,-0.11350611,0.43356436,0.060876478,0.35022122,0.0016796164,0.99857855,2537.1187,2233.1143,955
18846,0.0,-0.31362426,0.36893836,0.21859553,-0.07520676,0.3959063,-0.20701951,0.32992956,0.21359687,0.18486151,0.0017248682,1.000569,2537.2146,2189.5286,954
18847,0.0,0.33470806,1.1769981,0.56354594,1.0439304,0.3767435,0.9132419,-0.012936809,0.2161372,0.05725547,0.0008075793,0.99563044,2537.3267,2189.5286,953
18848,0.0,0.18867737,0.10130449,0.3644172,-0.22145349,0.28337303,0.45243147,-0.3496361,-0.13808419,-0.3904868,0.0016776448,0.99953496,2537.377,2222.0051,952
18849,0.0,-0.059197444,0.18921436,-0.20351408,-0.13891979,0.13611233,-0.6789403,-0.04993018,0.019019315,0.046009563,0.0014406571,1.00023,2537.3894,2508.5862,951
18850,0.0,-0.1331098,-0.5848747,0.5175399,0.2861219,-0.4146981,0.071397774,0.34790948,0.21215665,-0.10500282,0.0011405154,1.0012053,2537.7512,2373.4578,1000
18851,0.0,0.033651087,0.008406861,0.16355409,0.46139833,0.3326669,-0.11930028,0.3616922,-0.17216289,0.050651465,0.0017168833,0.9993012,2538.2058,2014.6315,999
18852,0.0,-0.39798373,0.68462193,-0.03084502,0.20618758,0.545022,-0.35991466,0.67269915,-0.35314763,0.2766129,0.00094347185,0.9977725,2538.2153,2499.4475,998
18853,0.0,0.3760581,-0.07081639,0.530054,0.08424061,0.11533089,-0.14878014,0.13435288,0.4519213,0.059938863,0.001578445,0.99823993,2538.3606,2537.3894,997
18854,0.0,-0.034092553,0.90192014,-0.5044947,0.7862673,-0.07275884,0.9669749,-0.25084665,0.37394565,-0.27782983,0.0013460839,1.0018785,2538.414,2518.523,996
18855,0.0,0.5021767,1.1246275,0.89752823,0.70176286,0.5099178,0.5448726,0.14894518,0.39838427,-0.09745729,0.00065504847,1.004314,2538.5005,2526.0786,995
18856,0.0,0.15698305,0.8371282,-0.28860253,0.9283955,0.3875675,0.55193734,0.3428117,0.32739118,0.4742947,0.00064374285,1.0018095,2538.5522,2254.7979,994
18857,0.0,0.08473587,0.20518488,-0.26743996,-0.0466054,-0.23540747,0.087723106,-0.28720272,0.5711594,0.17783651,0.0015813465,1.0007815,2538.6301,2412.5657,993
18858,0.0,0.82675654,0.14236325,-0.616433,-0.7264679,-0.4506484,0.06205091,0.8809416,0.7819008,0.12182996,0.0016630051,0.9992268,2538.8455,2211.1865,992
18859,0.0,-0.88807404,0.79964024,-0.3499845,-0.03335231,0.28547794,-0.33275527,0.47671047,-0.068272375,0.02780644,0.0017003923,0.99976194,2538.9624,2499.4475,991
18860,0.0,-0.13758275,0.11258309,0.18891995,0.48774543,0.119124405,-0.09150676,0.35047153,0.45931673,0.11696247,0.0016750593,1.0008544,2539.4583,2489.0244,990
18861,0.0,-0.12179441,0.7037553,0.34050405,0.21921991,0.8625787,0.027070625,0.4015934,0.17455198,-0.052384358,0.0016006655,1.0018495,2539.814,2518.523,989
18862,0.0,0.4672552,0.133284,0.89517677,-0.15021919,0.06501931,0.5310113,-0.33566058,-0.03842286,0.2711639,0.0015453453,1.0008018,2540.0269,2508.5862,988
18863,0.0,-0.57659113,-0.27112147,0.06600395,-0.076092124,-0.061866637,0.20379797,0.016033422,-0.5927325,0.6889107,0.00079431117,1.000192,2540.231,2025.9941,987
18864,0.0,0.6400465,0.3529112,-0.04852948,-0.56098837,-0.29062438,0.16297618,0.23520118,0.40673816,-0.036059484,0.0015138929,0.99852663,2540.254,2359.7969,986
18865,0.0,0.8407222,0.009260656,0.9148492,0.6977908,-0.20551686,0.28290066,0.27487028,-0.5206954,-0.38274702,0.0017019277,1.0003322,2540.3777,2034.4576,985
18866,0.0,-0.28597695,0.55894846,0.63082844,0.3025479,0.13630778,0.28038806,0.4144476,-0.51441807,0.2612169,0.0016062775,1.0007061,2540.5396,2322.915,984
18867,0.0,0.16612138,0.11552794,0.55671066,0.49751872,0.08810914,0.66004634,0.015240044,-0.16836402,0.26342928,0.0010164089,0.9970319,2540.6768,2115.3677,983
18868,0.0,-0.09826695,1.0983804,0.11871055,-0.010454038,0.05001575,-0.3414027,-0.048517834,-0.14037545,0.08347645,0.00088385696,1.0014656,2540.695,2176.0432,982
18869,0.0,-0.21987122,0.10766647,-0.08308327,-0.48032433,0.10131507,-0.22556756,0.22213686,0.4081999,0.3303928,0.0012184468,1.0009335,2540.8481,2302.732,981
18870,0.0,0.28469214,0.36630964,0.5265759,0.24002604,0.40680525,0.41797194,-0.1752986,-0.1931943,-0.03203127,0.0015987261,0.99836785,2540.9023,2508.5862,980
18871,0.0,0.57671195,0.09124934,0.26217306,0.02497611,-0.3018512,0.24402963,0.64826494,0.04817934,0.22305606,0.001558709,0.998056,2541.0554,2460.7324,979
18872,0.0,0.13898788,-0.3504978,-0.1498816,0.47761703,-0.17444043,0.4730208,0.2937293,-0.111543804,-0.29154843,0.0016868879,0.99976474,2541.4697,2290.6355,978
18873,0.0,1.0015024,0.43306783,0.12929545,-0.06481737,-0.16348766,0.015117352,-0.18073103,0.13979404,0.23556988,0.0012153531,1.0025511,2541.4731,2469.33,977
18874,0.0,0.018837254,-0.35322952,1.0506105,0.30891255,-0.73260134,0.5064527,0.23996979,-0.50526255,-0.1467671,0.0015561561,1.0009292,2541.4734,2233.1143,976
18875,0.0,-0.22541736,-0.13607581,0.2373711,-0.33995298,0.39678025,-0.16234396,-0.3075255,0.17156698,0.34170464,0.001720938,1.0000252,2541.65,2441.349,975
18876,0.0,0.06009297,-0.43896252,0.95755595,0.2868212,0.085125655,0.050276116,-0.03970165,0.42129284,0.045229957,0.0011791256,1.0019653,2541.7134,2499.4475,974
18877,0.0,0.24207936,-0.34525707,0.2331482,0.39614332,0.15053497,0.17580478,-0.08983999,-0.13477547,0.21062168,0.0015200108,1.0014538,2541.72,2537.3894,973
18878,0.0,0.9866918,0.14149061,0.25589362,0.4753842,-0.01991853,0.47717902,0.48017132,-0.46414775,-0.57929426,0.0011035673,1.0026796,2542.0178,2526.0786,972
18879,0.0,0.37695298,1.102606,0.07277835,0.18716826,-0.16964272,0.24976511,0.63164335,0.41791388,0.65174824,0.0015230923,0.99825394,2542.22,2508.5862,971
18880,0.0,-0.09902166,1.1554669,0.059911557,-0.043575786,0.26256207,-0.51167935,0.44735575,-0.16389933,0.367233,0.0014185609,1.001393,2542.4358,1726.8938,970
18881,0.0,-0.0016242722,0.15525594,0.2476681,-0.42236722,-0.1407687,0.2102662,0.4074329,0.18026946,0.55926496,0.0013346768,0.9984906,2542.5989,2401.3337,969
18882,0.0,-0.055977568,0.16249776,0.34254625,0.6887086,-0.23956284,0.2577181,0.15276234,0.20498982,0.15200347,0.0007774937,1.0024303,2543.1558,2313.048,968
18883,0.0,0.05763733,-0.03254038,0.3460313,0.3226159,-0.2724415,0.26936886,-0.10369396,0.118646644,0.27867725,0.0015478183,1.0014114,2543.3794,2526.0786,967
18884,0.0,0.5965588,-0.19522986,-0.1924688,0.40922692,0.31990018,-0.28091332,-0.17638476,0.40213755,0.30494198,0.0016629696,0.9988957,2543.4377,2278.0542,966
18885,0.0,1.2544549,0.33714324,-0.23912962,-0.54413384,-0.32594272,0.40254986,0.5920782,0.17808701,0.006801041,0.0016769149,0.99893904,2543.5625,2518.523,965
18886,0.0,-0.24812116,0.7681065,0.1402428,0.74084413,0.294902,0.2293937,0.34478635,0.24595839,0.0039693946,0.0010167387,1.0033195,2543.9924,2152.6677,964
18887,0.0,-0.06535483,0.79689884,0.32329118,0.063711554,0.5881537,0.12977853,0.1866534,-0.043038666,0.059580687,0.0014174302,1.001989,2544.1692,2094.0002,963
18888,0.0,0.5674163,-0.9970054,-0.7780816,0.36095428,0.8734103,-0.14868839,-0.51255274,0.42705283,0.350972,0.0013386798,0.99908227,2544.1943,2278.0542,962
18889,0.0,-0.08764915,0.20821452,-0.21885607,-0.09353848,0.55306333,0.39656183,-0.15832478,-0.0414783,-0.24682197,0.001507862,1.0006486,2544.5154,2508.5862,961
18890,0.0,0.17577326,0.5604097,-0.21191351,0.34277523,-0.0011041373,-0.114771366,0.20429157,-0.14512451,0.23188886,0.0016771811,1.0003915,2544.643,2518.523,960
18891,0.0,0.5796957,0.65036523,0.04043122,-0.21088491,-0.071048565,0.11980607,0.52094406,0.20075722,0.049169637,0.0012173298,0.99721766,2544.823,2526.0786,959
18892,0.0,1.078374,0.36102247,-0.097604096,-0.59185123,-0.50871044,-0.32288694,0.33953193,0.5949819,0.14635688,0.0017287218,1.0001034,2544.871,2421.9888,958
18893,0.0,0.55159926,-0.16627415,0.3456327,0.13178197,-0.13308436,-0.12609193,0.22290924,-0.3751177,-0.5842141,0.0015496374,0.9993935,2544.9158,2479.1743,957
