,,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\theta_6$,$\theta_7$,$\theta_8$,$\theta_9$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,
31508,2.715087475764529e-15,0.31613174,0.1300898,0.46879083,-0.043012388,0.038569476,-0.045971252,0.032738492,0.15826164,-0.21889527,0.00021437627,1.0000108,3292.0132,3276.6294,992
31509,2.764585125118545e-15,0.6547303,0.22902617,0.5962619,0.40054536,0.11493409,0.12660974,0.01640297,0.02598886,0.1353014,0.0002413227,1.0000601,3292.0312,3277.977,991
31510,2.814985145873102e-15,1.0011098,0.42745733,0.46810424,0.6656606,0.49507046,0.097171776,0.17581421,0.29687196,0.09765282,0.00020655863,1.0000334,3292.0493,3273.63,990
31511,2.8384489711067265e-15,0.61864203,0.14484358,0.090073355,-0.05285377,-0.07989248,-0.1761178,0.09565472,0.08908273,0.02923807,0.00025245512,0.99995494,3292.0576,3288.673,989
31512,2.858616721953977e-15,0.93799686,0.46518332,0.5519733,0.784622,0.34079838,0.10097729,0.32560945,0.32741755,-0.046967506,0.0002129102,1.0000534,3292.0647,3287.8882,988
31513,2.8782249912904482e-15,0.5796449,0.32796383,0.81274134,0.50487715,0.17538838,0.31724694,0.403978,0.058443792,-0.04900607,0.00020973348,0.99997646,3292.0715,3272.877,987
31514,2.890901273722524e-15,0.56553483,0.45754617,0.64032924,0.31034896,0.18858892,-0.009701657,0.011767716,0.082636036,-0.20272945,0.00021464446,1.0001341,3292.076,3279.0833,986
31515,2.979029599696018e-15,0.5096537,0.35495678,0.49808428,0.20789585,0.28750172,0.14568613,0.07511007,0.12835474,-0.21181186,0.00023134863,1.0000641,3292.106,3288.2754,985
31516,3.0060616885450347e-15,0.69049704,0.021897184,-0.016819939,0.16618706,-0.033636652,-0.121220484,-0.077156775,-0.12459432,-0.1459771,0.00022913006,1.0000812,3292.115,3290.7166,984
31517,3.0112033932975367e-15,0.7178735,0.31262717,0.1062808,0.040200684,-0.18959637,-0.35644957,-0.0141418185,0.16479804,-0.0031403452,0.0002070327,0.999916,3292.1167,3287.2393,983
31518,3.1303917506540675e-15,0.6924863,0.030926041,0.017118642,0.24689299,-0.16984433,-0.17145747,0.20832822,0.3103289,-0.060438637,0.00024628406,1.0000792,3292.1555,3284.435,982
31519,3.1472506129592956e-15,0.53545266,0.14979114,0.14813699,0.45130888,0.011073669,-0.09807447,0.08518402,0.12843499,-0.04187107,0.00021655308,1.0001578,3292.161,3277.2524,981
31520,3.164972873546304e-15,0.40583086,0.034387216,0.15301105,0.4334673,-0.013293018,0.012807547,-0.15322526,0.050980803,-0.19991294,0.00020947607,0.9999883,3292.1665,3274.8447,980
31521,3.2250334198057044e-15,0.59062934,0.12351426,0.09070766,0.29416683,0.0912627,-0.04398236,0.37435555,0.2384991,-0.13399939,0.00022053174,1.0000612,3292.1853,3271.142,979
31522,3.260660039692931e-15,0.53415734,0.17407717,0.20083885,0.27052137,0.025551612,0.14019158,0.25391617,-0.13085729,-0.11994551,0.000233869,1.0001004,3292.1963,3286.6248,978
31523,3.289444493465156e-15,0.6122291,0.08340263,0.23668769,0.29712036,-0.048151527,-0.2791552,-0.098599605,0.180417,-0.16858383,0.00022178014,1.000041,3292.205,3287.2393,977
31524,3.3453268662758232e-15,0.5168061,-0.10664751,0.19560409,0.31432676,0.05522696,-0.28626007,-0.19263013,-0.023872156,-0.17512688,0.00022451047,1.0000005,3292.222,3282.4778,976
31525,3.4481499615183958e-15,0.7092315,0.28280383,0.22627065,0.11854631,0.03388089,-0.12115427,0.28809947,0.3440795,0.20903651,0.0002348574,0.99995273,3292.2522,3290.311,975
31526,3.4540478341790804e-15,0.5479683,-0.069571085,0.29731083,0.16945362,-0.28806973,-0.057951782,0.1989158,0.16988601,0.11693447,0.00025175637,0.99997425,3292.254,3269.8271,974
31527,3.5041610207400158e-15,0.6976619,0.42793497,0.15322511,0.3420181,-0.08079518,-0.17654128,-0.11162402,-0.020515181,-0.23839846,0.00021978936,0.9999743,3292.2683,3287.8882,973
31528,3.5342320974206464e-15,0.36193928,-0.15051079,0.2793912,0.35384253,-0.20143588,-0.08356198,0.015306833,0.013227426,-0.10094905,0.00023520892,0.9999577,3292.2769,3288.673,972
31529,3.5776389746175765e-15,0.6650081,0.25948855,0.15377164,0.03587389,0.009953554,0.1886691,0.30452487,0.13058001,-0.19842838,0.00024909864,0.9999523,3292.289,3274.8447,971
31530,3.6180439963300305e-15,0.47278535,0.13715133,0.17570798,0.34842303,0.08485493,-0.19408742,-0.08661272,0.21623056,-0.13470267,0.000222735,0.9999699,3292.3003,3284.435,970
31531,3.6490923636408635e-15,0.49567056,0.20359313,0.30546132,0.05887984,-0.20683756,-0.16617854,0.09179867,0.22572331,-0.20058417,0.00023638761,0.9999951,3292.3088,3290.7166,969
31532,3.66426899505535e-15,0.6794737,0.12631498,0.2718456,0.42084268,0.0003323428,-0.06809151,0.088045985,-0.21424349,-0.16683604,0.00020786929,1.0000952,3292.313,3291.9246,968
31533,3.756663526707697e-15,0.51989037,0.25085425,0.20126656,0.12825157,-0.08181499,-0.047242306,0.18435547,0.27892432,0.18375467,0.0002493115,0.99996114,3292.338,3279.0833,967
31534,3.773208629335506e-15,0.8265384,0.46032086,0.37466946,0.519315,0.18746682,0.032016024,0.32835722,0.34547153,-0.060221992,0.00020894656,1.000179,3292.3423,3287.8882,966
31535,3.82048319965879e-15,0.7226592,0.24923441,0.46031952,0.23073535,0.22992043,0.24392198,0.19578682,0.006329256,-0.14986727,0.00020968505,1.0000579,3292.3547,3274.252,965
31536,3.826083711528268e-15,0.5841055,0.1745072,0.39157107,0.49728072,0.2542462,0.13792479,0.1147565,0.32504383,0.18677263,0.00024413846,0.99996495,3292.3562,3291.354,964
31537,3.906311988949275e-15,0.638329,0.314184,0.5381426,0.3163453,-0.20631298,-0.051016875,-0.0074424986,-0.3021617,-0.25850847,0.0002565325,1.0000108,3292.377,3288.2754,963
31538,4.092780479516266e-15,0.6064782,0.19382125,-0.04409022,0.10986023,0.04305355,0.18662454,0.17721778,0.20129867,-0.11688549,0.00022497427,1.0000948,3292.4236,3289.298,962
31539,4.11582704654474e-15,0.75240135,0.021003459,0.14667632,0.5002578,0.15708773,0.13065208,0.10194511,-0.11212743,-0.17248696,0.00020953798,1.0000271,3292.4292,3280.319,961
31540,4.137993013930557e-15,0.6049159,0.45566583,0.59536064,0.32418975,0.07710885,0.13212089,0.30156797,0.04206315,-0.0067257173,0.0002090725,1.0001931,3292.4346,3289.7908,960
31541,4.144058968886099e-15,0.6404342,-0.08640842,0.030152336,0.3127841,0.15363012,-0.070918664,0.15810731,0.24382065,0.1296078,0.00021547811,1.0001394,3292.436,3290.311,959
31542,4.192907824658725e-15,0.85784304,0.28158495,0.11503723,0.16230646,-0.18990654,-0.283852,0.012103376,0.13133499,0.08689582,0.00023829403,1.0000972,3292.4478,3276.6294,958
31543,4.210346192969636e-15,0.46033117,0.0055903583,0.112727225,0.17462805,-0.032383863,0.0564564,0.31289563,0.2664988,-0.2764714,0.00023012067,1.0000618,3292.452,3287.2393,957
31544,4.213431072208965e-15,0.7335008,0.18047242,-0.011331839,-0.026293665,-0.14376086,-0.21792562,0.27282184,0.18074378,0.026165439,0.00021335066,1.0000137,3292.4526,3280.319,956
31545,4.220637916520381e-15,0.44738424,-0.18872178,0.31793043,0.45649764,0.0016387852,0.09062961,0.09173547,0.12333892,0.03235659,0.00020949029,1.0000284,3292.4543,3260.4045,955
31546,4.2226992780915245e-15,0.75372416,0.35186967,0.5935263,0.7064386,0.35251182,0.1171777,0.22337104,0.2494726,0.11822849,0.00020998536,0.99978864,3292.4548,3291.354,954
31547,4.230954797021049e-15,0.49323174,0.47794947,0.44371668,0.24827424,-0.11908941,-0.22882971,-0.023246655,-0.07356146,-0.15619121,0.00022010207,0.999979,3292.4568,3283.8833,953
31548,4.282918711753518e-15,0.7859483,0.2476475,0.15067573,0.33084124,-0.057937745,-0.02268076,0.32315242,0.45230627,0.19020015,0.00022446274,1.0000932,3292.469,3281.777,952
31549,4.211788789819313e-15,0.6002889,0.50115526,0.56117225,0.4551691,-0.030324947,0.16714561,0.21619692,0.039883435,-0.07982437,0.00020151083,0.99987257,3292.4775,3279.6345,951
31550,4.1089175640190485e-15,0.57951134,0.43633905,0.34196857,0.41978005,-0.07196532,0.1490526,-0.050981812,-0.11636649,-0.25375828,0.00021869209,1.0000992,3292.4788,3265.0964,1000
31551,4.143166740705989e-15,0.60119194,0.20241922,0.30216894,0.34186652,0.05180025,0.018823119,0.2885186,0.22730887,-0.20532362,0.00023536777,0.99978083,3292.487,3284.435,999
31552,4.182804242570978e-15,0.499129,0.32635784,0.43751168,0.40559563,0.16208053,0.0048131156,0.014408351,-0.12982956,-0.059698723,0.0002451258,0.9999364,3292.4966,3261.3242,998
31553,4.2321098153691854e-15,0.78377247,0.36694056,0.045063928,0.0062833037,-0.044278637,-0.034374453,0.38720587,0.35109392,0.115732804,0.00021464236,0.99998486,3292.5083,3288.673,997
31554,4.277816990518084e-15,0.7947419,0.3506755,0.32161078,0.35714114,0.23131701,0.11609187,0.12167401,0.26215866,0.04377817,0.00025998088,1.0001165,3292.519,3269.8271,996
31555,4.287226824916139e-15,0.8889641,0.2327388,0.45384157,0.3095704,-0.12714964,-0.07407939,0.101699,0.04567835,-0.04682865,0.00021293965,0.9999433,3292.5212,3284.9026,995
31556,4.297706474607727e-15,0.5921614,0.43744648,0.38907918,0.31870133,-0.24673967,-0.081318766,-0.16700435,-0.1904819,-0.32215995,0.00022983077,0.99994737,3292.5237,3291.354,994
31557,4.31136832500023e-15,0.6960477,0.42361784,0.7345272,0.56095374,0.4364654,0.29397395,0.38781953,0.2398974,0.051950924,0.00024288926,1.0000817,3292.5269,3284.435,993
31558,4.4039222526730966e-15,0.42117426,0.09718082,0.27733102,0.42272896,0.23583868,-0.012588513,0.2456405,0.18870264,0.09913875,0.00020851505,1.0001006,3292.548,3290.7166,992
31559,4.4168432867018234e-15,0.6659296,0.32495686,0.46720356,0.44305688,0.37793234,0.1738906,0.15342344,0.07066623,0.0476758,0.0002563842,1.0000684,3292.551,3281.1033,991
31560,4.490781836113895e-15,0.7856958,0.37960252,0.5830308,0.37614173,0.10668362,0.08801639,0.2316832,-0.112122506,-0.26548037,0.00020072937,1.0001372,3292.5676,3286.141,990
31561,4.503957714707763e-15,0.83108467,0.33120206,0.31804982,0.3449036,0.05574256,-0.0063391975,0.33361715,0.42236698,0.22509314,0.00021748999,1.0002294,3292.5706,3289.298,989
31562,4.553712482677386e-15,0.78082865,0.5951439,0.5016108,0.42984095,0.25617188,0.021332752,0.1920815,0.2858001,0.01069614,0.00021344522,1.0000069,3292.5815,3265.0964,988
31563,4.62768207865078e-15,0.56392044,0.2306875,0.4633087,0.5176496,0.12746802,0.09557237,0.43536627,0.08636783,-0.088464975,0.0002443209,1.000138,3292.5977,3292.4775,987
31564,4.628812021778976e-15,0.74093676,0.017182063,0.32086486,0.43251765,0.060480423,0.2505103,0.27954122,0.1635808,0.035157144,0.00022466936,0.99998504,3292.598,3287.2393,986
31565,4.643526413678516e-15,0.57018965,0.15720297,0.050643686,-0.016462544,-0.26679122,0.0067193448,0.12801555,-0.07156019,-0.27546144,0.00022443675,0.9999956,3292.601,3268.516,985
31566,4.691385650923435e-15,0.3794086,0.09050826,0.21050644,0.13544652,-0.1833242,-0.0802379,0.11876364,0.11077684,0.11683158,0.00022205384,0.99991107,3292.6113,3286.6248,984
31567,4.724718889572956e-15,0.5803726,0.11351673,0.38608894,0.39032242,0.25044715,0.099979766,0.26450053,0.17188954,0.03635845,0.00025631566,0.99990237,3292.6184,3281.777,983
31568,4.749004504247101e-15,0.80360097,0.52440655,0.46070987,0.200463,-0.103767656,-0.16863051,-0.063870594,0.012396516,-0.21653078,0.0002277446,0.9998728,3292.6235,3277.2524,982
31569,4.781579616091069e-15,0.7186995,0.0503879,-0.036104027,-0.056040246,-0.31353936,-0.009790279,0.13062046,0.033089165,-0.051920984,0.00023802326,0.9999912,3292.6304,3287.2393,981
31570,4.796779636327203e-15,0.68457085,0.37947866,0.6363718,0.2938405,0.1577546,0.14643107,0.07889948,0.26069596,-0.010669042,0.00022061511,0.9999852,3292.6335,3284.435,980
31571,4.8014662794661315e-15,0.71419,0.39160523,0.20245062,0.25144604,0.03101282,-0.05848195,0.109223075,-0.044474903,-0.02736209,0.00020070413,0.99994975,3292.6345,3263.4604,979
31572,4.893776593428074e-15,0.5015167,0.13388957,0.36346745,0.13431615,0.03657536,-0.042249262,0.12801194,0.19490503,-0.030486586,0.00022145423,1.0001861,3292.6536,3288.2754,978
31573,5.002495916357724e-15,0.55041826,0.2634808,0.30601323,0.24986318,0.09913913,-0.19884466,-0.059148893,-0.23129977,-0.039545953,0.00022540436,1.0000383,3292.6755,3286.6248,977
31574,5.257952322506141e-15,0.7116699,0.36743766,0.5801837,0.2996012,0.26032048,0.23517065,0.31714734,0.35510415,0.14136168,0.00020364246,0.9999097,3292.7253,3284.9026,976
31575,5.288851072169703e-15,0.7212141,0.4773226,0.7109282,0.51493514,0.030632598,-0.19597419,-0.00759031,-0.077746846,-0.28146964,0.00020105287,1.0000285,3292.7312,3289.298,975
31576,5.3459711500668025e-15,0.89930665,0.5657184,0.5067785,0.604707,0.13049287,0.02503457,-0.040302377,-0.10333658,-0.26469898,0.00020919422,0.99999106,3292.742,3280.319,974
31577,5.385269953034232e-15,0.72703815,0.35559222,0.15168603,-0.055032313,-0.4233389,-0.41783163,-0.100335345,0.111589834,0.014399074,0.00020832951,0.99999195,3292.7493,3289.298,973
31578,5.423533379199554e-15,0.5494368,0.14556007,0.40370682,0.48471862,0.073709354,0.34491524,0.3407032,0.19898143,-0.0996926,0.00022980747,0.9999568,3292.7563,3287.8882,972
31579,5.448749811102353e-15,0.8507618,0.07714694,0.04517056,0.43548927,0.21760426,-0.26000676,-0.14269505,0.21131425,0.050540294,0.00023095605,1.0000651,3292.761,3290.7166,971
31580,5.463402350379263e-15,0.62367517,0.100219846,0.57914096,0.18411331,-0.26439163,-0.03614528,-0.032509007,-0.099626385,-0.14960289,0.00021941724,1.0000201,3292.7637,3290.311,970
31581,5.482108038404292e-15,0.5158759,0.0484203,0.44892445,0.37726256,0.04342563,0.08926988,0.038585827,-0.0802436,-0.009322934,0.00020626218,0.99982834,3292.767,3282.4778,969
31582,5.618967390358727e-15,0.76699126,0.26685545,0.5491672,0.5912969,0.05785642,-0.020841438,0.27825204,-0.10442632,-0.25560707,0.00023652591,0.999976,3292.7917,3283.8833,968
31583,5.627204331056947e-15,0.4716271,-0.12936343,-0.042477172,0.14178509,0.008845518,-0.0754264,0.034491874,0.08604323,-0.09523006,0.00020419646,1.0000709,3292.7932,3292.4775,967
31584,5.704667089243008e-15,0.76359046,0.19495644,0.27586865,0.04275429,-0.22504881,0.008739539,0.36608574,0.048598893,-0.091772296,0.00021510577,0.9999773,3292.807,3281.777,966
31585,5.841375313674514e-15,0.73032826,0.53740853,0.41470888,0.53703547,0.35873333,0.12337431,0.19759779,0.17600971,0.043306075,0.00023902477,1.0000988,3292.8306,3253.038,965
31586,6.000373616947123e-15,0.74006784,-0.012232211,-0.018889897,0.297814,0.24758273,-0.08376579,0.20301238,0.2988171,0.014446431,0.00023029595,0.9999619,3292.8574,3286.6248,964
31587,6.029743962824589e-15,0.5859132,0.13821673,0.2673373,0.4418796,-0.049440864,-0.15221277,0.10153832,0.015785621,-0.42401597,0.00021186008,0.9999395,3292.8623,3288.673,963
31588,6.114240538254707e-15,0.6741766,-0.06446785,0.22487266,0.49389508,0.051862653,-0.05249826,-0.048101164,-0.21919309,-0.10628871,0.00022272031,1.0000713,3292.8762,3288.2754,962
31589,6.218111653851954e-15,0.6158536,0.325289,0.61601186,0.61536294,0.0721446,0.110898785,0.19987248,0.14413194,0.008052589,0.00023830953,0.99993515,3292.893,3291.354,961
31590,6.219629932852353e-15,0.54791236,0.13749088,0.08322989,0.13037628,-0.07624474,0.11748965,0.10193616,0.33136964,0.04228112,0.00024161965,1.0000646,3292.8933,3288.2754,960
31591,6.239401328166016e-15,0.5455307,-0.0047584223,0.3555223,0.3455684,0.15869507,-0.009972757,0.14046535,0.21258658,0.08506205,0.00022412624,1.000159,3292.8965,3291.354,959
31592,6.266880907990813e-15,0.5083087,0.013982036,0.58737206,0.48877075,-0.07355977,0.027002813,0.15824574,0.022345548,-0.14140506,0.00024856132,0.99994516,3292.901,3282.4778,958
31593,6.297555741202775e-15,0.70465803,0.098443,0.27417308,0.264946,0.3101133,0.16313754,0.13986,0.06659262,-0.10420451,0.00020184292,0.9999581,3292.9058,3290.311,957
31594,6.31294941662211e-15,0.30128685,0.24941781,0.5103653,0.2440073,0.14364754,0.11331744,0.30551812,0.009759016,0.027894571,0.00021847547,1.0000724,3292.9082,3275.98,956
31595,6.401414633378347e-15,0.9121413,0.51216596,0.45692033,0.17882043,-0.156376,-0.10627426,0.1998889,0.20276093,0.07755948,0.00020043545,1.0001647,3292.922,3291.9246,955
31596,6.641808140794436e-15,0.83866644,0.26263326,0.05483781,0.10682795,-0.013785643,-0.09901893,0.10646882,0.32455382,-0.03833461,0.00020137195,1.000044,3292.959,3288.2754,954
31597,6.832595043866826e-15,0.58599937,0.37607372,0.42008135,0.13835464,-0.13376571,0.07542728,0.09134262,0.17413978,0.18980207,0.00020765829,0.99998873,3292.9873,3284.435,953
31598,6.991210855240335e-15,0.7243399,0.30257636,0.2589687,0.03022683,-0.2672908,-0.21568622,0.1673409,0.04828477,-0.0074561993,0.00025692864,1.0000585,3293.0103,3284.9026,952
31599,6.8600122769386695e-15,0.83518463,0.1546558,0.21301407,0.60916334,0.43859175,0.03134004,0.08713899,0.14484903,0.043447737,0.00024460207,1.0000852,3293.0166,3277.977,951
31600,6.687559362094246e-15,0.877077,0.16172181,0.15574357,0.16190569,0.009249818,-0.1597508,0.09596497,0.20514293,0.032626614,0.00020273282,1.000054,3293.017,3290.7166,1000
31601,6.697362770118238e-15,0.6213317,0.24232796,0.43574956,0.4283377,-0.1381003,-0.18739161,0.18966243,-0.024078442,-0.31964737,0.00020251748,0.99989045,3293.0186,3287.2393,999
31602,6.730144705674998e-15,0.7416744,0.35069582,0.2538898,0.47989726,0.1117467,0.26449892,0.2242552,0.14092486,-0.11822929,0.0002427752,0.99999833,3293.0234,3283.2085,998
31603,6.746595796743642e-15,0.61909175,-0.0198135,0.1340475,0.18970168,-0.15110958,0.101145044,0.36999676,0.30896667,0.12484217,0.00020724176,1.0001067,3293.026,3287.2393,997
31604,6.76639019565732e-15,0.65901595,0.051544607,0.00571877,-0.11180972,-0.26123685,-0.20994136,0.30122715,0.37402835,-0.060490254,0.00024023975,1.0000465,3293.0288,3283.8833,996
31605,6.787899670810206e-15,0.39681876,0.021168286,0.44251403,0.37260592,0.022956934,0.21807939,0.19169681,-0.0146792615,-0.16680874,0.00022321031,1.0001103,3293.032,3276.6294,995
31606,6.807815254585263e-15,0.50829065,0.074128285,0.062425952,0.3181336,0.033507682,0.13259882,0.18590139,0.28034714,-0.17984091,0.00021659746,1.0000837,3293.035,3287.8882,994
31607,6.915022745320176e-15,0.5901184,0.21315634,0.114932366,0.07328476,-0.06355681,0.08170831,0.33651933,0.1931882,-0.19884813,0.00022299292,0.9998597,3293.0505,3290.7166,993
31608,6.9692579409155365e-15,0.40282103,0.36499,0.48609278,0.38258517,0.15949683,0.14784734,0.027794769,-0.0991033,-0.14780709,0.00022116807,0.99993306,3293.0583,3283.2085,992
31609,7.013637097444155e-15,0.7315311,0.37654287,0.30860123,0.29024717,-0.082534015,-0.083427005,-0.17522527,-0.21272865,-0.13792238,0.00024463897,1.0000688,3293.0647,3293.0166,991
31610,7.111921256724702e-15,0.5945239,0.31673837,0.40056688,0.5248577,-0.08398889,-0.011496027,-0.032231823,-0.24907643,-0.4338682,0.00021074105,1.0000277,3293.0786,3291.354,990
31611,7.193997772476689e-15,0.6316939,0.42780328,0.5119504,0.16905053,0.004401763,-0.07321538,0.13428901,-0.060604915,-0.1323679,0.00025357504,0.9999555,3293.09,3290.7166,989
31612,7.339469515240963e-15,0.5009519,0.014236591,0.58215195,0.17362975,-0.14972557,0.15262607,0.06093596,0.10225253,0.09423829,0.00020355533,0.9999765,3293.11,3280.319,988
31613,7.36639673045702e-15,0.68950564,0.14357454,0.45930946,0.4387076,-0.034880646,0.22139592,0.040711805,-0.31649384,-0.19895197,0.00022898502,1.000025,3293.1138,3286.141,987
31614,7.377195257824442e-15,0.8489827,0.29061544,0.4989841,0.428977,0.21951552,0.17244111,-0.024883164,-0.033718493,-0.023424253,0.00020027299,0.9999248,3293.1152,3291.354,986
31615,7.482400599505575e-15,0.4425318,0.101301014,0.39279622,0.20898506,-0.046177547,-0.050262153,0.40868315,-0.008546815,-0.09444483,0.00021554722,0.999926,3293.1294,3287.2393,985
31616,7.493369178924927e-15,0.52959585,0.23185515,0.24991341,0.41199642,0.25512272,0.15950555,0.40249485,0.25446188,-0.15452442,0.00021711494,0.9999535,3293.1309,3293.0166,984
31617,7.506186178677908e-15,0.45494893,-0.056254238,0.0963653,0.1865784,-0.22268535,0.048118215,0.13960053,0.09184099,-0.046533644,0.00021569693,1.0001073,3293.1326,3279.0833,983
31618,7.52269739665236e-15,0.7701041,0.10154863,-0.025489341,-0.2036069,-0.33807164,-0.114482224,0.1348548,0.3160048,0.08550811,0.00023290211,1.0000157,3293.1348,3283.8833,982
31619,7.553984411163024e-15,0.9793371,0.2587706,0.18177508,0.28662637,0.08612599,0.08863196,0.3466069,0.38983557,0.102736026,0.00020105593,0.99994874,3293.139,3289.298,981
31620,7.62811516762866e-15,0.868779,0.40133807,0.5265609,0.401341,0.071727134,0.053868342,-0.0756239,-0.076727,-0.06663195,0.00024833786,0.99993706,3293.1487,3274.252,980
31621,7.652363954470577e-15,0.6086481,0.19046967,0.54693717,0.49356657,0.030825764,0.032987162,-0.017485393,-0.171987,-0.14700606,0.00024224042,1.0001153,3293.1519,3289.298,979
31622,7.671069308041838e-15,0.63773763,0.08275898,0.1475243,-0.0048547094,-0.3214648,-0.30933404,0.08837431,0.22443573,-0.12429188,0.00022484096,1.0000688,3293.1543,3288.673,978
31623,7.680439124047057e-15,0.80272746,0.5113245,0.4823229,0.58433354,0.43752405,0.21343581,0.29442972,0.015767636,-0.10699896,0.00020218494,1.0000703,3293.1555,3285.5554,977
31624,7.740677554695724e-15,0.63070524,0.14786087,0.09562395,0.16944154,0.08986469,-0.34113204,0.018252423,0.18553962,0.07932995,0.00022247668,1.0000013,3293.1633,3291.9246,976
31625,7.847233883245221e-15,0.96824616,0.44889107,0.21164715,0.19197933,-0.009474082,0.043012965,0.18886174,0.26441383,-0.0020203765,0.00024068324,1.0000782,3293.177,3262.8433,975
31626,8.033325672012555e-15,0.6877905,0.40405113,0.5375073,0.47651303,-0.04963026,0.12203371,0.060600467,0.110361084,0.01692162,0.00021512546,0.9998738,3293.2004,3286.141,974
31627,8.225838516592219e-15,0.7061021,0.36007875,0.41904804,0.46978658,0.16656503,-0.18277463,-0.13041443,-0.03831918,-0.23719491,0.00024648255,1.0000746,3293.224,3283.2085,973
31628,8.310619418420742e-15,0.6166588,0.43116134,0.4802156,0.37735036,0.047947448,-0.09832139,0.04367572,-0.026685767,-0.3014095,0.00021173208,1.0002021,3293.2344,3285.5554,972
31629,8.43737181475212e-15,0.5130184,0.28187507,0.5561191,0.20269214,-0.08076977,0.052524608,-0.0072568315,-0.092983805,-0.28443006,0.00024616937,0.99995154,3293.2495,3276.6294,971
31630,8.57861455135361e-15,0.31290722,0.14253108,0.2679942,0.29373878,0.08374827,0.13136105,0.22538997,-0.06910079,0.039324634,0.00022393861,1.0000645,3293.266,3290.7166,970
31631,8.589092887119869e-15,0.396908,0.03352366,0.1854642,0.4385982,0.16089997,-0.10335596,0.039329253,0.12252116,0.047509026,0.00021045933,0.99990016,3293.2673,3277.2524,969
31632,8.66703139501866e-15,0.50339395,0.05648897,0.08801792,0.54265046,0.17293316,-0.03918406,-0.12599364,0.108550094,0.008344623,0.00020827157,0.9999426,3293.2764,3288.673,968
31633,8.679736545034812e-15,0.2965215,0.0041424115,0.51972497,0.14882277,-0.229579,0.02920726,0.18950775,-0.097957626,-0.030905629,0.00023374023,0.99996406,3293.2778,3289.298,967
31634,8.72648164754163e-15,0.6639918,0.1946829,0.3701633,0.35812074,0.083306946,0.27789313,0.32161564,0.22475316,0.0658253,0.00020924676,1.0002525,3293.2832,3290.7166,966
31635,8.79492429140158e-15,0.55839497,0.3326504,0.29617676,0.29938927,0.13346313,-0.16516435,0.1263356,0.11717516,-0.062348656,0.00023633955,1.0001488,3293.291,3288.673,965
31636,8.894252118876318e-15,0.9808417,0.44388005,0.36309096,0.29898465,-0.22608638,-0.17585798,0.07999379,0.0025305348,-0.08580245,0.00022784331,0.99999577,3293.3022,3286.141,964
31637,8.91817015195977e-15,0.50705135,0.10898622,0.27910206,0.20720135,-0.20166147,-0.060420677,0.18960401,0.075931914,0.009856951,0.0002633664,1.0000926,3293.305,3288.2754,963
31638,9.04755976844704e-15,0.35757357,0.011171321,0.34656912,0.3218485,-0.08459595,0.11820468,0.14388175,-0.21319383,0.021872161,0.00021288426,0.999921,3293.3193,3267.2283,962
31639,9.136347673401865e-15,0.6943307,0.23494473,0.30972153,0.3297912,0.18670931,0.28333524,0.13507193,0.30685055,0.12483142,0.00022282504,1.0000597,3293.329,3287.2393,961
31640,9.2915595299367e-15,0.24148738,0.104046814,0.38367102,0.178149,-0.0856444,0.04139337,0.08809895,-0.23530564,-0.15344748,0.0002347448,1.0000249,3293.346,3284.9026,960
31641,9.35072674375491e-15,0.7578567,0.09040927,0.09702633,0.36152843,0.3726914,0.117072284,-0.15513924,0.08387403,0.0933155,0.00021479324,1.0000596,3293.3523,3284.9026,959
31642,9.706614715255692e-15,0.707743,0.4234907,0.47696778,0.3261278,0.25518575,0.33451566,0.50133526,0.15226442,0.058216676,0.00021372645,1.0000114,3293.3896,3292.4775,958
31643,9.980564119820662e-15,0.55473495,0.16695285,0.24718884,0.3148362,0.09279112,-0.23437418,-0.16242647,0.1521026,-0.06865468,0.00022531912,0.9999378,3293.4175,3280.319,957
31644,1.0061298726339592e-14,0.73146194,0.22135925,0.23831533,-0.022886023,0.02793135,0.068445444,0.05332407,0.1930021,-0.01898505,0.0002139384,1.00002,3293.4255,3281.777,956
31645,1.0105610711912125e-14,0.9520777,0.5025116,0.54467666,0.63068014,0.51297766,0.24025267,0.19469783,0.1350925,0.11194749,0.0002301131,0.9999935,3293.43,3291.9246,955
31646,1.0110546297002933e-14,0.9981831,0.636481,0.48867637,0.22554463,-0.08545031,-0.08769174,0.24941854,0.29097572,0.101537354,0.0002021114,1.0000631,3293.4304,3285.5554,954
31647,1.023472242053614e-14,0.37640572,0.10118203,0.33464208,0.10854644,-0.09683354,-0.023935676,-0.023416616,-0.1092332,-0.28962302,0.00022786946,1.0000877,3293.4426,3290.311,953
31648,1.0441681465356133e-14,0.7445828,0.2126111,0.21451871,0.385164,0.10398066,-0.17997244,0.19427644,0.20909086,0.11685491,0.00023220085,0.99990547,3293.4626,3288.2754,952
31649,1.0263255371699842e-14,0.5021771,0.22629327,0.07331106,0.10254764,-0.025408093,-0.0142179625,0.34126434,0.22422272,0.047632776,0.0002252337,0.99988335,3293.4707,3288.2754,951
